seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
161,Five‑Dynasties celadon bowl,五代青瓷碗,B,6.348,44.8,medium,C–B,1.74,是,五代越窑归属是当前Tier的核心历史依据，却未见对象级鉴定；若断代或窑口认定不同，当前Tier可能改变。,,缺支持五代越窑归属的对象级胎釉、器形和烧造证据。,哈佛艺术博物馆哪一馆藏号对应此碗，其官方编目或技术研究以哪些胎釉、器形和支烧特征认定为五代越窑？,缺本件Wikidata QID、哈佛馆藏号、官方器名、具体器形、准确尺寸和正反面图像。；缺支持五代断代和越窑归属的胎体、釉层、器形、支烧痕及窑业证据。；缺釉色、烧成质量、器底、磨损、残损、修复及与已发表越窑碗的品质比较。；缺所有权沿革、哈佛入藏方式及展览、出版或课程使用记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
162,Northern Song Ding‑ware white bowl,北宋定窑白碗,B,6.718,44.8,medium,C–A,4.14,是,北宋定窑归属和刻花品质是当前Tier的主要依据，但均缺对象级核验，鉴定或质量结论不同可能改变当前Tier。,,缺确认北宋定窑归属及刻花质量的技术证据和高清图像。,哈佛艺术博物馆哪一馆藏号对应此白碗，其官方编目或Straus技术档案如何以胎釉、覆烧、口沿和刻花特征确认北宋定窑归属？,缺本件Wikidata QID、哈佛馆藏号、官方器名、器形、尺寸及高清正反面图像。；缺支持北宋定窑归属的胎釉、覆烧、口沿、器底、窑业资料或科学检测证据。；缺刻花纹样与刀法、成形烧造质量、残损修复及与权威著录定窑碗的品质和稀缺性比较。；缺可靠来源、入藏经过及哈佛展览、课程或Straus技术研究记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
163,Southern Song Longquan celadon,南宋龙泉青瓷,B,6.771,44.8,medium,C–B,1.74,是,南宋龙泉归属及釉面保存直接支撑当前Tier，但没有对象级编目或技术证据，结论不同可能改变当前Tier。,,缺支持南宋龙泉归属及釉面品质的对象级技术记录。,哈佛艺术博物馆哪一馆藏号对应此青瓷，其官方编目以哪些胎釉、器形和烧造特征认定为南宋龙泉，并如何评价保存质量？,缺本件Wikidata QID、哈佛馆藏号、官方器名、具体器形、尺寸和高清正反面图像。；缺支持南宋断代和龙泉窑归属的胎体、釉层、器形、烧造痕及窑业证据。；缺釉色、开片、器底、烧造质量、磨损、残损、修复及与有纪年龙泉器的品质比较。；缺所有权沿革、哈佛入藏方式及展览、出版或教学使用资料。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
164,Yuan black‑and‑white porcelain jar,元青花小罐,B,6.657,44.8,low,C–A,4.14,是,题名、颜色类别和尺寸存在明显矛盾，且元代归属与品质判断无来源；对象身份不同会直接改变当前Tier。,,缺哈佛官方记录来解决题名、颜色类别和尺寸描述的对象身份冲突。,哈佛艺术博物馆哪一馆藏号对应此罐，官方题名究竟是黑白瓷还是青花，实际尺寸、纹饰、断代与真伪鉴定依据分别为何？,缺哈佛官方记录以解决“black-and-white”与“青花”、中型与小罐之间的身份冲突，并提供馆藏号和正式题名。；缺准确尺寸、器形、纹饰题材、底部特征及高清多角度图像。；缺元代断代、窑口、青花料、烧造技术和真伪鉴定依据。；缺“品质良好但非顶级”判断的来源及与权威著录元代罐的品质和稀缺性比较。；缺所有权沿革、入藏方式及哈佛展览、出版或教学记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
165,Ming blue‑and‑white plate,明代青花盘,B,6.246,44.8,medium,C–B,1.74,是,明代断代和外销属性支撑其贸易史代表性，但目前仅来自名称与简介，若分类不成立可能改变当前Tier。,,缺支持明代断代和“外销瓷”分类的对象级证据。,哈佛艺术博物馆哪一馆藏号对应此盘，官方编目如何确定其明代年段、窑口与外销目的市场，并有哪些同类存世量比较？,缺本件Wikidata QID、哈佛馆藏号、官方题名、准确年代、尺寸和高清正反面图像。；缺窑口、年号范围、纹饰、器形来源和制作技术的专业鉴定。；缺将其认定为外销瓷的器形、图像、订单、航运或目的市场证据。；缺与同类明代外销青花盘在存世量、制作质量和稀缺性方面的比较。；缺所有权沿革、入藏方式及哈佛课程、展览或出版记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
166,"Ming scholar painting, landscape fan",明代文人山水扇面,B,5.990,44.8,low,C–A,4.14,是,作者、年代和作品完整性均未确认，而这些事实可使匿名一般作品与重要作者作品的判断明显不同，可能改变当前Tier。,,缺作者、款印和断代资料，无法确认其艺术史层级。,哈佛艺术博物馆哪一馆藏号对应此扇面，其款识、印章、题跋和原装裱记录能否确认作者、明代断代及是否遭裁切？,缺本件Wikidata QID、哈佛馆藏号、正式题名、尺寸、准确年代、材料和高清图像。；缺作者归属、款识、印章、题跋及明代断代依据的完整记录。；缺本件原属成扇、册页或其他装裱形态，以及裁切、完整性和修复状况记录。；缺其艺术质量、作者层级及与已发表明代扇面和哈佛同类作品的比较。；缺收藏印所示所有权沿革、哈佛入藏方式及装裱修复史。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
167,Qing Bada Shanren flower sketch,八大山人花卉册页,B,7.176,44.8,low,C–A,4.14,是,八大山人亲笔归属是当前Tier的核心前提，却无官方或权威著录支撑；归属结论不同可能显著改变当前Tier。,,缺支持八大山人亲笔归属的署款、印章、笔墨鉴定和权威著录。,哈佛艺术博物馆哪一馆藏号对应此册页，馆方及权威八大山人著录如何处理其署款、印章、笔墨归属、年代和原册关系？,缺本件Wikidata QID、哈佛馆藏号、正式题名、尺寸、准确年代和高清图像。；缺支持八大山人亲笔归属的署款、印章、笔墨鉴定及权威作品著录。；缺本页在八大山人花卉创作中的年代位置、艺术质量、稀缺性及与公认真迹的比较。；缺原册页页数、页序、其他作品、题跋及是否拆散散佚的记录。；缺历代收藏印、所有权沿革、哈佛入藏方式及装裱修复史。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
168,Qing Shitao landscape album page,石涛山水册页,A,7.274,44.8,low,C–A,4.14,是,石涛亲笔归属与作品质量是当前Tier的决定性依据，但均无可核对象级资料；归属结论不同可能显著改变当前Tier。,否,缺支持石涛亲笔归属的署款、印章、笔墨鉴定和权威著录。,哈佛艺术博物馆哪一馆藏号对应此册页，馆方及权威石涛著录如何处理其署款、印章、笔墨归属、年代和原山水册关系？,缺本件Wikidata QID、哈佛馆藏号、正式题名、尺寸、准确年代和高清图像。；缺支持石涛亲笔归属的署款、印章、笔墨鉴定及权威作品著录。；缺本页在石涛创作生涯中的年代位置、艺术质量、稀缺性及与公认真迹的比较。；缺原山水册页数、页序、其他册页、题跋及拆散散佚情况。；缺历代收藏印、所有权沿革、哈佛入藏方式及装裱修复史。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
169,Qi Baishi shrimp painting,齐白石虾图立轴,B,6.657,37.0,low,C–A,4.73,是,作者归属和作品质量均是当前定级的核心依据，但尚无可核验记录。,,缺题款、钤印释读及馆方或学术出版对齐白石作者归属的确认。,HAM藏品检索中哪一馆藏号对应此虾图，其官方作者归属、年代、题款钤印及展览出版记录为何？,缺HAM官方藏品页或Wikidata实体ID，以核对馆藏号、正式题名、年代和尺寸。；缺题款、钤印释读及馆方或学术出版对齐白石作者归属的确认。；缺该作与齐白石其他虾图在年代、笔墨质量和创作生涯位置上的比较。；缺可靠的历次收藏、入藏方式及展览出版记录。；缺HAM是否将该作列为中国近现代绘画代表作的馆方说明。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
170,Japanese Heian period scroll fragment,平安时代绘卷残段,B,6.971,45.0,low,C–S,5.50,是,平安断代和母卷身份直接决定其历史地位，且目前均无可核验依据。,,缺母卷名称、原始段落位置、分割史及与其他散佚残段的接合研究。,HAM官方记录如何题名和断代这件残段，学术文献是否已将其接合到某一具名平安绘卷或其他馆藏残片？,缺HAM官方馆藏号、正式题名、画面内容、准确年代、尺寸和高清图像。；缺母卷名称、原始段落位置、分割史及与其他散佚残段的接合研究。；缺支持平安时代断代及作者、作坊或绘画传统归属的学术论证。；缺与已知平安绘卷残片的存世数量、品质和艺术史地位比较。；缺分割后的历次收藏及哈佛入藏档案。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
171,Kamakura Buddhist scroll painting,镰仓佛教绘卷,B,6.917,37.5,low,C–A,4.69,是,正式身份、宗教题材和断代均会影响其历史重要性，目前尚不能核验。,,缺HAM官方馆藏号、正式题名、所绘经文或宗教故事及具体段落。,HAM馆藏检索中哪件作品对应此记录，其正式题名、宗教故事、镰仓断代依据及完整性如何著录？,缺HAM官方馆藏号、正式题名、所绘经文或宗教故事及具体段落。；缺镰仓断代及作者、画坊、宗派或寺院归属的学术依据。；缺整卷、残卷或独立残段的形制、尺寸、完整性和叙事次序记录。；缺其在镰仓佛教绘卷研究中的出版、引用及同类品质比较。；缺历次收藏、入藏方式及相关展览记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
172,Muromachi ink landscape scroll,室町时代水墨山水,B,6.496,37.0,medium,C–A,4.73,是,作者画派和禅宗关联支撑当前艺术史判断，但两项都缺直接证据。,,缺作者、画派或寺院作坊归属，以及印章和题跋的释读。,HAM如何著录此山水的作者、画派、年代、印章与题跋，馆方或学术出版是否明确论证其禅宗关联？,缺HAM官方馆藏号、正式题名、准确年代、尺寸和装裱形制。；缺作者、画派或寺院作坊归属，以及印章和题跋的释读。；缺将画面与禅宗文化联系起来的图像学或文献依据。；缺高清图像、保存状态及与哈佛其他室町水墨画的品质比较。；缺可靠的历次收藏及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
173,"Edo period screen, flowers and birds",江户花鸟屏风,B,6.931,30.0,medium,C–A,5.25,是,当前判断主要依赖未经图像或著录验证的品质与尺度描述。,,缺HAM官方馆藏号、正式题名、作者或流派及具体年代。,HAM官方记录将这件花鸟屏风归于哪位作者或流派，它是一隻还是一双、共有几扇、展开尺寸和保存状态如何？,缺HAM官方馆藏号、正式题名、作者或流派及具体年代。；缺单隻或一双、屏数、完整性及展开尺寸的正式记录。；缺高清图像、金地与颜料资料、保存状态，以验证“高品质”和现场视觉效果。；缺与具名江户花鸟屏风在工艺、构图、稀缺性及馆藏地位上的比较。；缺历次收藏、入藏经过及修复记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
174,"Utamaro, single beauty print",喜多川歌麿单人美人版画,B,7.101,37.5,medium,C–A,4.69,是,具体版目和印本状态未明，无法验证其是否只是普通印本或较重要版本。,,缺HAM官方馆藏号、正式版名、所属系列、人物身份、刊行年代和刊行者。,HAM馆藏中哪一幅歌麿单人美人画对应此记录，其正式版名、系列、图录编号、版次及品相如何著录？,缺HAM官方馆藏号、正式版名、所属系列、人物身份、刊行年代和刊行者。；缺馆方或权威图录对歌麿作者归属及图录编号的确认。；缺版次、改印状态、审查印、裁切、印色鲜度及保存状态记录。；缺同版存世印本、稀有版次及其在哈佛歌麿收藏中相对地位的比较。；缺历次收藏及哈佛入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
175,"Hokusai, landscape print",葛饰北斋风景版画,B,6.830,37.5,medium,C–A,4.69,是,“较次要系列”是当前定位的重要前提，但具体系列及该判断的出处均缺失。,,缺HAM官方馆藏号、正式版名、所属系列、景观地点、刊行年代和刊行者。,HAM馆藏中哪一幅北斋风景版画对应此记录，其所属系列为何，权威图录是否将该系列界定为次要系列？,缺HAM官方馆藏号、正式版名、所属系列、景观地点、刊行年代和刊行者。；缺馆方或权威图录对北斋作者归属、印章及图录编号的确认。；缺证明该系列属于北斋“较次要系列”的学术出处及系列地位比较。；缺版次、改印状态、印色、套色、裁切和保存状态记录。；缺历次收藏及哈佛入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
176,"Hiroshige, random station print",歌川广重东海道单张,B,6.475,37.5,medium,C–A,4.69,是,具体套系和驿站尚未识别，“次要且可替代”的核心判断无法验证。,,缺HAM官方馆藏号、驿站名称、正式版名及具体《东海道》套系。,HAM哪一馆藏号对应此广重单张，它属于哪套《东海道》、描绘哪个驿站，并与馆藏完整套系是否为同版同状态？,缺HAM官方馆藏号、驿站名称、正式版名及具体《东海道》套系。；缺刊行者、刊行年代、版次、改印状态及权威图录编号。；缺该构图为何属于“次要驿站图”的比较来源及同版存世情况。；缺高清图像及印色、套色、裁切和保存状态记录。；缺该单张与哈佛所藏完整套系的馆藏号对应和版本比较。；缺历次收藏及哈佛入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
177,Edo lacquer incense box,江户莳绘香盒,B,6.039,44.8,medium,C–A,4.14,是,当前定位依赖“精致但常见”的品质判断，签名、工房和技术资料却均未核实。,,缺莳绘技法、纹样题材、材质层次及签名或工房归属的著录。,HAM官方记录是否载有这件香盒的签名、工房、莳绘技法和纹样名称，它与馆内其他江户漆器相比处于何种位置？,缺HAM官方馆藏号、正式器名、具体年代、尺寸和内部结构。；缺莳绘技法、纹样题材、材质层次及签名或工房归属的著录。；缺高清图像、保存状态及同类香盒工艺质量比较，以验证“精致”判断。；缺同类香盒存世数量、名家作品比较及其在哈佛漆器收藏中的位置。；缺历次收藏、入藏方式和修复记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
178,Kofun period mirror bronze,古坟时代青铜镜,B,6.384,37.0,low,C–A,4.73,是,规则将文化语境标为中国，但制造地和输入关系未定，直接动摇当前交流史论断。,,缺对中国制造后输入、日本本地仿制或仅受中国风格影响的明确鉴定。,HAM将此镜鉴定为中国制造输入日本还是日本仿制，其器型、铭文、合金分析和出土语境分别提供了什么依据？,缺HAM官方馆藏号、铜镜器型、尺寸、纹饰、铭文和准确年代。；缺对中国制造后输入、日本本地仿制或仅受中国风格影响的明确鉴定。；缺出土地点、墓葬环境及伴出物记录，以验证其古坟时代使用语境。；缺合金成分、铸造技术及器型学断代研究。；缺历次收藏、出口记录及哈佛入藏档案。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
179,Gandhara small Buddha head,犍陀罗小型佛头,B,5.901,45.0,medium,C–B,1.73,是,准确年代、地区和雕刻品质可能决定其维持当前位置还是下移，现有记录不能回答。,,缺与同地区同年代佛头在雕刻品质、稀缺性和出版记录上的比较。,HAM如何著录此佛头的年代、制作地区、尺寸和保存状态，它与馆内及已出版的同类犍陀罗佛头相比品质如何？,缺HAM官方馆藏号、准确尺寸、年代、制作地区和正式图像身份。；缺高清图像、断裂面、表面状态和修复记录，以判断雕刻质量与残损程度。；缺与同地区同年代佛头在雕刻品质、稀缺性和出版记录上的比较。；缺原属佛像的推定尺度、具体部位及可能的复原或接合关系。；缺出土地点、早期流传、出口记录及哈佛入藏档案。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
180,Indian Gupta terracotta goddess,笈多时代陶土女神像,B,6.610,37.0,medium,C–A,4.73,是,女神身份、笈多断代和造型品质均属定级敏感事实，且类别理由还误写为“D”，与当前Tier自相矛盾。,,缺女神身份、持物、姿态和宗教图像学的权威释读。,HAM官方记录将此陶像识别为哪位女神，其笈多断代、出土或建筑原境及与已出版同类陶塑的比较依据为何？,缺HAM官方馆藏号、正式题名、准确年代、尺寸和完整性记录。；缺女神身份、持物、姿态和宗教图像学的权威释读。；缺制作地点、出土地点、原属建筑或祭祀环境及作坊归属。；缺高清图像、材料检测及与同类笈多陶塑在造型品质和稀缺性上的比较。；缺早期流传、出口文件及哈佛入藏经过。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
181,Chola bronze devotee figure,朱罗青铜供养人像,B,6.064,37.0,low,C–A,4.73,是,对象尚未唯一识别，断代、身份及同类地位均可能改变当前Tier。,,缺哈佛官方记录对该对象的唯一识别。,哈佛艺术博物馆藏品库中，2740展厅这件朱罗供养人青铜对应哪个馆藏号，馆方如何断代、识别人物并评价其铸造质量？,缺哈佛官方馆藏号、正式题名及与2740展厅对象的唯一匹配。；缺对象级断代、铸造地区、人物身份及铭文释读。；缺与可靠断代的朱罗供养人青铜在铸造质量、完整性及存世量上的比较。；缺可靠的早期收藏史及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
182,Rajput hunting miniature,拉杰普特细密画狩猎图,B,5.659,37.0,low,C–A,4.73,是,画作未唯一识别，画派、年代和作者归属可能改变当前Tier。,,缺具体画派、宫廷与作者或作坊归属。,哈佛艺术博物馆藏品库中哪一件2590展厅作品对应此狩猎图，其官方记录归于哪个拉杰普特画派、宫廷和年代？,缺哈佛官方馆藏号、正式题名、尺寸及高清图像，以唯一识别该画。；缺具体拉杰普特画派、宫廷、年代及画家或作坊归属。；缺画中人物、狩猎事件、题记及原属手稿或画册的识别。；缺可靠的收藏史及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
183,Mughal portrait miniature,莫卧儿帝王肖像细密画,B,6.301,37.0,low,C–A,4.73,是,人物身份资料明显矛盾，且身份、断代和作者归属都直接影响当前Tier。,,缺官方记录解决帝王与贵族的身份矛盾。,哈佛艺术博物馆2590展厅的这幅莫卧儿肖像究竟对应哪个馆藏号，馆方认定画中人为帝王还是贵族，并归于何年代与作坊？,缺哈佛官方藏品记录以解决“帝王”与“贵族”的身份矛盾。；缺具体人物身份、年代、宫廷及画家或作坊归属。；缺题记、印章、边饰及原属画册或手稿的对象级研究。；缺可靠的收藏史、来源及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
184,Persian Seljuk pottery bowl,塞尔柱陶碗,B,6.253,37.0,low,C–A,4.73,是,对象未唯一识别，产地、年代和完整性可能使当前Tier发生变化。,,缺可确认产地、断代和制作技术的官方对象记录。,哈佛艺术博物馆2550展厅的这件塞尔柱陶碗对应哪个馆藏号，馆方如何认定其产地、年代、装饰技术及完整性？,缺哈佛官方馆藏号、正式题名、尺寸、具体年代及高清图像。；缺具体产地或窑场、胎釉构成及装饰技术鉴定。；缺纹饰、铭文、用途、完整性及后期补配的对象级鉴定。；缺可靠的出土或收藏来源及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
185,Persian Safavid carpet fragment,萨法维波斯地毯残片,C,5.369,37.0,low,C–A,4.73,是,对象未唯一确认，且与重要地毯是否同源可能显著改变当前Tier。,,缺该残片是否源自已知重要萨法维地毯的证据。,哈佛艺术博物馆是否发表过这件萨法维地毯残片的织造与染料分析，其纹样和边缘能否与已知重要地毯或其他馆藏残片匹配？,缺哈佛官方馆藏号、精确尺寸、保存状态及正反面高清图像。；缺具体年代、产地、纤维、织造结构及染料分析。；缺该残片在原地毯中的位置、原始纹样复原及是否与重要萨法维地毯同源的证据。；缺可靠的收藏史、来源及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
186,Mamluk glass lamp fragment,马穆鲁克玻璃灯残件,B,5.513,37.0,low,C–A,4.73,是,对象身份及赞助背景未定，这些事实可能改变当前Tier。,,缺铭文、纹章与赞助者的可靠释读。,哈佛艺术博物馆2550展厅这件玻璃残件对应哪个馆藏号，其铭文或纹章能否识别赞助者、年代及原属清真寺？,缺哈佛官方馆藏号、正式名称、尺寸、具体年代及残存部位说明。；缺铭文、纹章、赞助者及可能原属清真寺的对象级释读。；缺玻璃、珐琅与鎏金技术鉴定及与有纪年马穆鲁克灯具的比较。；缺可靠的出土、收藏及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
187,Ottoman calligraphic panel,奥斯曼书法板,B,5.975,37.0,low,C–A,4.73,是,作者、书体与年代均为定级核心且尚未确认，可能改变当前Tier。,,缺书法家、署名及书体的可靠鉴定。,哈佛艺术博物馆2550展厅的这件奥斯曼书法板对应哪个馆藏号，其文本、书体、署名和印章能否确定书家与年代？,缺哈佛官方馆藏号、正式题名、尺寸、具体年代及高清图像。；缺书写文本、语言、书体、完整释文及翻译。；缺书法家、署名、印章、师承或作坊归属的可靠鉴定。；缺可靠的收藏史、来源及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
188,Greek archaic marble kouros fragment,古希腊古风库罗斯残件,B,5.651,37.0,low,C–A,4.73,是,对象类型、断代和地区归属均未可靠确认，可能改变当前Tier。,,缺确属库罗斯及其具体断代与地区归属的论证。,哈佛艺术博物馆2410展厅这件大理石残件对应哪个馆藏号，馆方依据哪些形态与材质证据将其认定为古风库罗斯并如何断代？,缺哈佛官方馆藏号、正式名称、尺寸、具体年代及多角度图像。；缺其确属库罗斯的对象级论证，以及雕刻地区、作坊与风格阶段鉴定。；缺原像尺度、接合面、其他匹配残片及原始考古环境的研究。；缺修复、补配及表面处理记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
189,Greek black‑figure amphora,古希腊黑绘双耳陶罐,B,6.680,37.0,low,C–A,4.73,是,画师归属、题材与完整性均未确认，可能使当前Tier上下变化。,,缺画师或作坊归属及贝兹利档案对应记录。,哈佛艺术博物馆2410展厅的这件黑绘双耳罐对应哪个馆藏号，贝兹利档案是否收录其画师归属、年代和神话场景？,缺哈佛官方馆藏号、具体器形、尺寸、年代及高清展开图。；缺画家或作坊归属、署名及与贝兹利档案的对应记录。；缺神话人物、叙事情节、铭文及图像稀缺性的可靠鉴定。；缺完整性、补配、重绘及修复记录。；缺出土地、早期收藏史及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
190,Attic red‑figure kylix cup,阿提卡红绘浅酒杯,B,6.452,37.0,low,C–A,4.73,是,对象身份及画师、题材和完整性均未确认，可能改变当前Tier。,,缺画师或作坊归属及贝兹利档案对应信息。,哈佛艺术博物馆2410展厅的这件红绘浅酒杯对应哪个馆藏号，贝兹利档案如何记录其画师、年代及杯内外场景？,缺哈佛官方馆藏号、尺寸、具体年代及杯内外高清图像。；缺画家或作坊归属、署名及贝兹利档案对应信息。；缺杯心与外壁场景的人物、活动、铭文及图像稀缺性释读。；缺完整性、拼接、补配、重绘及修复记录。；缺出土地、早期收藏史及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
191,Roman marble portrait head,罗马大理石头像,B,6.474,37.0,low,C–A,4.73,是,人物与肖像类型未定，雕刻质量也无比较证据，可能改变当前Tier。,,缺人物身份、肖像类型及雕刻质量的可靠鉴定。,哈佛艺术博物馆2410展厅的这件罗马头像对应哪个馆藏号，馆方将其归于何肖像类型和年代，并如何评价其雕刻质量？,缺哈佛官方馆藏号、正式名称、尺寸、精确年代及多角度图像。；缺人物身份、社会地位及所属罗马肖像类型的可靠鉴定。；缺雕刻作坊、制作地区、原属雕像形式及雕刻质量的同类比较。；缺其学术著录及在哈佛罗马肖像收藏中的对象级地位说明。；缺可靠的早期收藏史及哈佛入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
