seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
143,"Titian circle, Madonna",提香流派：圣母子,2550 Renaissance Italy,Oil on Canvas,object,意大利文艺复兴绘画,2,5.4,4.2,6.2,6.0,6.3,0,5.8,3.8,5.2,5.080,5.413,C,C,,Core 5.413 < 5.5,low,提香流派的圣母子可说明威尼斯文艺复兴的色彩传统、宗教图像和工作室生产，但非提香亲笔，馆内不可替代性有限。,组内居次，虽可代表威尼斯文艺复兴作坊式圣母题材，但相较委罗内塞草稿更程式化、重复性更高。,
144,"Veronese, sketch for altarpiece",委罗内塞：祭坛画草稿,2550 Renaissance Italy,Oil Sketch,object,意大利文艺复兴绘画,2,7.1,5.7,7.0,6.8,7.5,0,8.0,8.6,8.3,8.240,6.864,B,B,,Core 6.864 落在 5.5–7.19,low,委罗内塞的祭坛画油彩草稿以动态构图呈现大型宗教绘画的设计过程，尤其契合哈佛的教学研究语境，但具体委托和成品关联未明。,组内居首，具名大师的祭坛画准备性油稿兼具构图过程与技法研究价值，最能补足大学博物馆的教学叙事。,
145,"Raphael circle, drawing",拉斐尔流派：素描,2550 Renaissance Italy,Ink on Paper,object,欧洲大师纸本素描与习作,8,5.8,5.7,4.8,5.0,6.7,0,5.8,2.8,6.8,5.100,5.570,C,B,变,Core 5.570 落在 5.5–7.19,medium,作为依据拉斐尔构图制作的作坊纸本，它适合讲解文艺复兴图像传播与工坊机制，但衍生性质使其重要性和现场冲击均较有限。,组内末位，拉斐尔构思的作坊摹本可说明文艺复兴图像传播与教学机制，但非亲笔且代表性已被更强的意大利素描覆盖。,
146,"Botticelli, religious drawing",波提切利：宗教素描,2550 Renaissance Italy,Ink on Paper,object,欧洲大师纸本素描与习作,8,8.0,6.9,6.4,6.7,7.7,0,9.0,9.4,8.8,9.080,7.353,B,A,变,Core 7.353 落在 7.2–8.49,low,若归属准确，波提切利宗教题材素描因存世稀少而具有很强的文艺复兴艺术与教学价值，但它并非本馆最核心的身份锚点且纸本展示较含蓄。,组内综合第二且独特性第一，波提切利宗教素描是本组唯一的意大利早期文艺复兴大师纸本代表。,
147,"Poussin, drawing mythological scene",普桑：神话素描,2530 French Baroque,Ink on Paper,object,欧洲大师纸本素描与习作,8,7.5,6.6,6.0,6.2,7.8,0,8.1,7.2,8.0,7.810,6.931,B,B,,Core 6.931 落在 5.5–7.19,medium,普桑神话画构图习作能清楚展示古典主义绘画从构思到成画的过程，研究和叙事价值突出，但单张纸本的直观吸引力中等。,组内第四，普桑的神话构图研究是法国古典主义创作过程的重要代表，但大师习作属性与数件同组对象有所重复。,
148,"Claude Lorrain, small landscape",克劳德·洛兰：小幅风景,2530 French Baroque,Oil Painting,object,欧洲古典风景油画,1,7.3,6.2,6.5,6.8,7.0,0,7.8,8.7,7.4,7.990,6.854,B,B,,Core 6.854 落在 5.5–7.19,low,克洛德·洛兰的小幅古典风景油画具有重要的风景画史位置和稳定审美吸引力，但次要尺幅及非本馆核心板块限制了其优先级。,组内唯一，虽为尺幅较小的次要作品，但洛兰式古典风景具有鲜明典范性，并能补足馆内法国巴洛克风景画叙事。,
149,"David, portrait drawing",大卫：肖像素描,2210 European 19thC,Graphite on Paper,object,欧洲大师纸本素描与习作,8,7.0,6.2,5.8,6.0,7.2,0,7.4,4.4,6.4,6.300,6.430,B,B,,Core 6.430 落在 5.5–7.19,low,大卫的肖像研究可用于解释新古典主义线描、人物塑造和创作程序，但作为纸本习作较易被同类名家作品替代。,组内第七，大卫肖像素描虽有新古典主义价值，却与更典范且更契合馆藏核心的安格尔肖像线描高度重复。,
150,"Ingres, portrait drawing",安格尔：肖像素描,2210 European 19thC,Graphite on Paper,object,欧洲大师纸本素描与习作,8,7.8,8.1,6.8,7.1,7.9,0,9.3,8.8,9.3,9.150,7.770,A,A,,Core 7.770 落在 7.2–8.49,medium,安格尔精炼的肖像线描代表其核心艺术成就，并直接落在本馆身份鲜明的 Winthrop 安格尔收藏中，因而馆内不可替代性显著。,组内综合第一，安格尔肖像线描兼具高度典范性与 Winthrop 收藏身份价值，并明显压过同类的大卫肖像习作。,
151,"Delacroix, Orientalist sketch",德拉克洛瓦：东方题材速写,2210 European 19thC,Watercolor,object,欧洲大师纸本素描与习作,8,7.4,6.5,6.7,6.9,8.0,0,8.2,8.1,8.3,8.190,7.164,B,B,,Core 7.164 落在 5.5–7.19,medium,德拉克洛瓦北非旅行水彩速写可直观连接浪漫主义、旅行观察与东方主义形成，笔触活力和历史教学价值均较强。,组内第三，其北非旅行题材、水彩媒材与奔放速写性使之区别于本组多数构图或肖像习作。,
152,"Géricault, horse study",籍里柯：马习作,2210 European 19thC,Charcoal,object,欧洲大师纸本素描与习作,8,6.9,6.1,6.2,6.5,7.3,0,7.4,5.9,7.0,6.870,6.592,B,B,,Core 6.592 落在 5.5–7.19,medium,马匹是籍里柯艺术中的重要母题，这类为大型绘画准备的炭笔习作能说明其动态观察与创作过程，但单件身份权重有限。,组内第六，籍里柯的马匹与炭笔媒材具有辨识度，但作为十九世纪法国绘画准备性习作仍与邻近对象部分重叠。,
153,"Burne‑Jones, figure drawing",伯恩‑琼斯：人物素描,2230 Pre‑Raphaelite,Ink‑Watercolor,object,欧洲大师纸本素描与习作,8,6.8,6.6,6.4,6.6,7.0,0,7.5,6.8,8.2,7.430,6.753,B,B,,Core 6.753 落在 5.5–7.19,low,伯恩－琼斯的理想化人物纸本能呈现前拉斐尔派的线条、审美和设计程序，在教学型收藏中表现良好但尚非标志性杰作。,组内第五，伯恩－琼斯补入了别件没有的英国前拉斐尔派一环，不过人物习作本身的类别独特性居中。,
154,Chinese Shang bronze Ge dagger‑axe,商代青铜戈,2600 East Asian Art,Bronze,object,中国先秦青铜器,3,7.6,7.2,6.6,6.9,8.0,0,7.8,7.3,8.0,7.690,7.314,B,A,变,Core 7.314 落在 7.2–8.49,medium,商代青铜戈兼具早期国家武备、礼仪实践与铸造技术价值，并与本馆重要的中国古玉青铜收藏主线高度契合。,组内综合居首，商代青铜戈的典范性与商代礼制—战争叙事价值最强，但形制独特性略逊于带钩。,
155,Western Zhou bronze vessel lid,西周青铜器盖,2600 East Asian Art,Bronze,object,中国先秦青铜器,3,6.0,6.0,5.7,5.6,7.0,0,5.8,4.4,6.4,5.500,5.995,B,B,,Core 5.995 落在 5.5–7.19,medium,带兽面纹的西周器盖残件仍可讲解礼器装饰和铸造传统，但脱离原器且为残件明显削弱了视觉完整性与不可替代性。,组内居末，兽面纹虽能衔接西周礼器传统，但作为器盖残件的品质、独立性与叙事承载力均弱于另外两件。,
156,Spring‑Autumn bronze belt hook,春秋青铜带钩,2600 East Asian Art,Bronze,object,中国先秦青铜器,3,6.5,6.3,6.4,6.6,7.2,0,6.9,8.1,7.7,7.420,6.647,B,B,,Core 6.647 落在 5.5–7.19,medium,春秋青铜带钩以小型个人饰件呈现先秦铸造、服饰制度与身份表达，装饰性较有吸引力但历史分量不及大型礼器。,组内综合居次，却因春秋个人佩饰属性区别于礼兵器和容器构件而获最高D，并补足青铜器世俗化的一环。,
157,Han dynasty bronze lamp,汉代青铜灯,2600 East Asian Art,Bronze,object,中国古代青铜器,4,6.2,6.2,5.6,5.6,6.6,0,6.5,7.0,7.6,6.870,6.147,B,B,,Core 6.147 落在 5.5–7.19,medium,汉代日用青铜灯兼具器物造型与社会生活史价值，也契合哈佛中国古代青铜收藏的研究语境，但所给资料不足以证明其为罕见名品。,组内品质与历史地位相对最低，但作为唯一汉代日用灯具，能补足从礼仪和兵器转向日常生活的叙事环节。,
158,Han dynasty painted pottery figurine,汉代彩绘陶俑,2600 East Asian Art,Painted Pottery,object,中国古代墓葬陶俑,3,5.8,5.3,5.8,5.9,6.4,0,6.4,7.5,7.8,7.010,5.901,B,B,,Core 5.901 落在 5.5–7.19,medium,彩绘侍从俑可直观说明汉代墓葬制度与来世观念，但作为典型随葬品，在缺少尺寸、保存状况及出土背景时可替代性较高。,组内综合居次，虽典范程度不及唐三彩骆驼，但以汉代彩绘侍从俑补足不同朝代、技法与丧葬制度的一环。,
159,Six‑Dynasties stone stele fragment,六朝石碑残石,2740 Buddhist Art,Stone Epigraphy,object,中国佛教石刻与碑铭,1,6.2,5.5,4.7,4.5,6.8,0,6.8,8.2,7.4,7.340,5.749,B,B,,Core 5.749 落在 5.5–7.19,medium,六朝佛教铭文兼有宗教传播史和书法史价值，适于大学教学研究，但残石形态削弱了视觉完整性且具体铭文内容不详。,组内唯一的六朝佛教碑铭，兼具早期佛教传播与书法史价值，虽为残石而限制典范程度，但能独立补足中国佛教石刻叙事。,
160,Tang pottery horse figurine,唐代陶马俑,2600 East Asian Art,Glazed Pottery,object,中国古代墓葬陶俑,3,6.2,5.5,6.5,6.6,6.4,0,6.8,4.6,5.5,5.880,6.128,B,B,,Core 6.128 落在 5.5–7.19,medium,唐代陶马以雄健造型呈现骑马文化和墓葬艺术，对普通游客也较有吸引力，但非三彩且未显示出顶级名品特征。,组内独特性居末，其唐代马俑题材与釉陶属性均受到唐三彩骆驼覆盖，主要提供造型比较而非新增叙事节点。,
161,Five‑Dynasties celadon bowl,五代青瓷碗,2600 East Asian Art,Porcelain‑Stoneware,object,中国古代陶瓷,8,6.7,5.9,6.0,5.8,6.9,0,7.4,6.8,7.7,7.280,6.348,B,B,,Core 6.348 落在 5.5–7.19,medium,五代越窑青瓷处在晚唐至宋代青瓷发展的关键过渡阶段，教学价值明确，但单只碗的现场冲击力和本馆不可替代性有限。,组内第5，五代越窑虽品质层级不及官窑青瓷，却是组内最早的青瓷节点并填补由晚唐五代迈向宋代的过渡。,
162,Northern Song Ding‑ware white bowl,北宋定窑白碗,2600 East Asian Art,Porcelain,object,中国古代陶瓷,8,7.1,6.3,6.4,6.1,7.2,0,7.8,7.4,7.8,7.680,6.718,A,B,变,Core 6.718 落在 5.5–7.19,medium,定窑白瓷是北宋名窑体系的重要代表，细致刻花能够有效讲解胎釉、装饰与宫廷审美，不过资料未证明该碗达到国家级孤品水准。,组内第4，定窑白瓷在釉色与装饰体系上区别于青瓷和青花，构成北宋名窑叙事中的独立支点。,
163,Southern Song Longquan celadon,南宋龙泉青瓷,2600 East Asian Art,Stoneware,object,中国古代陶瓷,8,7.2,6.4,6.8,6.5,7.1,0,7.7,4.8,7.1,6.710,6.771,B,B,,Core 6.771 落在 5.5–7.19,medium,南宋龙泉青瓷代表中国青釉技术与审美的成熟阶段，丰润绿色釉面具有较好的现场美感，并能连接宋代贸易与技术传播叙事。,组内第6，龙泉青瓷本身颇具典范性，但在官窑与越窑已占据青瓷主线后独特性因重复而明显递减。,
164,Yuan black‑and‑white porcelain jar,元青花小罐,2600 East Asian Art,Porcelain,object,中国古代陶瓷,8,7.3,6.2,6.7,6.7,7.1,0,7.2,3.2,5.8,5.720,6.657,A,B,变,Core 6.657 落在 5.5–7.19,medium,元代青花在中国瓷器史及跨区域贸易史上位置突出，此罐虽有鲜明视觉辨识度，但简介已明确其品质良好而非博物馆级顶尖作品。,组内第8，这件元代小罐虽器形有别，却被同代且更具规模与代表性的元青花大盘强烈覆盖，因而独特性最低。,
165,Ming blue‑and‑white plate,明代青花盘,2600 East Asian Art,Porcelain,object,中国古代陶瓷,8,6.4,5.6,6.4,6.3,6.7,0,6.8,5.6,7.4,6.560,6.246,B,B,,Core 6.246 落在 5.5–7.19,medium,明代外销风格青花盘适合说明青花生产、图案传播与全球贸易，但作为代表性出口瓷类型，在本馆及同类收藏中较可替代。,组内第7，明代外销风格青花的品质较普通且与元青花重复，但仍补上青花成熟后传播与外销的时代环节。,
166,"Ming scholar painting, landscape fan",明代文人山水扇面,2620 East Asian Art,Ink‑Color on Paper,object,中国明清书画,3,6.3,5.5,5.9,5.6,6.5,0,6.6,5.7,7.7,6.550,5.990,B,B,,Core 5.990 落在 5.5–7.19,medium,明代文人山水扇面可浓缩展示诗书画传统和扇面构图，具有教学用途，但作者与具体年代不明且纸本轮换陈列限制了参观优先级。,组内综合居第三，虽以唯一的明代扇面补足时代与形制，但一般文人山水与石涛一件题材重叠，典范性和不可替代性较低。,
167,Qing Bada Shanren flower sketch,八大山人花卉册页,2620 East Asian Art,Ink on Paper,object,中国明清书画,3,8.0,6.8,6.3,5.9,7.7,0,8.9,9.2,8.5,8.910,7.176,A,B,变,Core 7.176 落在 5.5–7.19,medium,若题名所示归属可靠，八大山人的花卉册页体现清初个性主义水墨的高度成就，艺术史与教学价值显著，但小幅册页对普通游客的即时冲击较有限。,组内综合居第一，八大山人的表现性花卉在两件山水之外独成一格，是本组题材、笔墨个性与艺术史地位结合最不可替代者。,
168,Qing Shitao landscape album page,石涛山水册页,2620 East Asian Art,Ink on Paper,object,中国明清书画,3,8.1,6.9,6.5,6.1,7.8,0,9.0,8.1,8.8,8.690,7.274,A,A,,Core 7.274 落在 7.2–8.49,medium,若题名所示归属可靠，石涛山水册页是理解清初革新性笔墨和绘画理论的重要实例，但其小幅、轮换陈列属性使现场吸引力低于大型代表作。,组内综合居第二，石涛册页的品质与早清个性主义山水叙事最强，但同组已有明代山水，故独特性略低于题材完全错开的八大山人。,
169,Qi Baishi shrimp painting,齐白石虾图立轴,2620 East Asian Art,Ink‑Color on Paper,object,中国近现代水墨画,1,7.2,5.4,6.4,7,6.8,0,8.1,8.8,8.4,8.370,6.657,B,B,,Core 6.657 落在 5.5–7.19,medium,齐白石的虾是中国近现代水墨的标志性题材，此件虽非顶尖代表作但笔墨生动易懂，在哈佛亚洲收藏中属优质而非身份支柱型作品。,组内唯一的中国近现代水墨画，齐白石虾题材典范性强，虽非其巅峰杰作，却以较高独特性补足本馆从古代中国艺术通向近现代水墨的一环。,
170,Japanese Heian period scroll fragment,平安时代绘卷残段,2600 Japanese Feinberg Collection,Ink‑Color on Silk,object,日本古代与中世绘卷,2,7.8,6.8,5.2,5.6,8.2,0,8.5,8.8,8.6,8.610,6.971,A,B,变,Core 6.971 落在 5.5–7.19,medium,平安时代叙事绘画遗存稀少且对理解日本绘卷传统意义突出，但残段形态限制了现场视觉完整性与普通游客的即时吸引力。,组内年代更早且以绢本绘卷残段体现稀见的平安叙事绘画遗存，代表性、非重复性与时代补位价值均居首。,
171,Kamakura Buddhist scroll painting,镰仓佛教绘卷,2600 Japanese Feinberg Collection,Ink‑Color on Paper,object,日本古代与中世绘卷,2,7.3,6.5,6.3,6.4,7.8,0,7.8,6.9,8.0,7.570,6.917,A,B,变,Core 6.917 落在 5.5–7.19,medium,镰仓佛教绘卷兼具宗教图像、叙事与中世绘画研究价值，是Feinberg日本收藏中的较强教学型作品。,组内品质良好但镰仓佛教绘卷的类型独特性次于平安残段，不过其宗教题材与纸本形式补足了另一条中世叙事线索。,
172,Muromachi ink landscape scroll,室町时代水墨山水,2600 Japanese Feinberg Collection,Ink on Paper,object,日本中世水墨画,1,6.7,5.9,6.4,6.1,7.1,0,6.8,8.5,7.3,7.410,6.496,B,B,,Core 6.496 落在 5.5–7.19,medium,室町水墨山水能够说明禅宗文化及中国画风在日本的转化，但简介未显示其为名家名作或特别稀有的范例。,作为组内唯一的日本中世水墨画，其禅意山水可代表室町水墨传统，独特性居本组首位并补足亚洲艺术叙事，但现有信息不足以证明其为大师级典范。,
173,"Edo period screen, flowers and birds",江户花鸟屏风,2600 Japanese Feinberg Collection,Screen Painting,object,日本近世屏风画,2,6.8,6.3,8,7.8,6.7,0,7.4,4.5,5.8,6.210,6.931,A,B,变,Core 6.931 落在 5.5–7.19,medium,高质量江户花鸟屏风以展开尺度、装饰色彩和空间节奏形成强烈现场效果，虽非明确名家杰作，仍是日本展厅中很有吸引力的陈列。,组内居次，虽是品质良好的江户装饰性花鸟屏风，但题材较常见，独特性和叙事补位均明显弱于葡萄牙商船屏风。,
174,"Utamaro, single beauty print",喜多川歌麿单人美人版画,2600 Japanese Feinberg Collection,Woodblock Print,object,日本浮世绘木版画,5,7.7,6.5,7.2,7.7,7.3,0,7.6,4.2,5.0,6.060,7.101,B,B,,Core 7.101 落在 5.5–7.19,medium,歌麿是浮世绘美人画的一流大师，此件被描述为优秀单张，人物形象具有较强辨识度，但并非其最著名的成套作品。,品质虽佳，但在组内与更著名的歌麿《江户三美人》高度重复，人物画代表性和补位价值均居次。,
175,"Hokusai, landscape print",葛饰北斋风景版画,2600 Japanese Feinberg Collection,Woodblock Print,object,日本浮世绘木版画,5,7.2,6.2,6.9,7.2,6.8,0,7.4,6.5,7.0,7.050,6.830,B,B,,Core 6.830 落在 5.5–7.19,medium,北斋的全球艺术影响赋予作品较高基础重要性，但出自较次要系列，因而在其版画及哈佛同类收藏中并非首要代表。,组内居中，虽是较次要系列的风景画且题材与广重重叠，但北斋的作者视角仍提供一定独立代表性。,
176,"Hiroshige, random station print",歌川广重东海道单张,2600 Japanese Feinberg Collection,Woodblock Print,object,日本浮世绘木版画,5,6.9,6,6.7,7,7.2,0,6.8,2.0,3.0,4.600,6.475,B,B,,Core 6.475 落在 5.5–7.19,medium,广重东海道题材是浮世绘风景版画的经典系列语境，单张具有旅行文化与出版史价值，但次要驿站图的个体不可替代性有限。,组内末位，作为《东海道五十三次》次要驿站单张被同组完整套装几乎完全覆盖，独特性与叙事补位最低。,
177,Edo lacquer incense box,江户莳绘香盒,2600 Japanese Feinberg Collection,Lacquerware,object,日本漆器,1,6,5.4,6.1,6.3,6.2,0,6.5,8.0,6.7,6.990,6.039,B,B,,Core 6.039 落在 5.5–7.19,medium,小型莳绘香盒体现江户漆艺的精细装饰和日常香文化，但作为常见器类，其历史地位、尺度冲击力与本馆身份贡献均较有限。,作为组内唯一的日本漆器，它以精致的江户莳绘日用小品形成较高独特性并补充日本装饰艺术叙事，但典范性尚未达到名家名品层级。,
178,Kofun period mirror bronze,古坟时代青铜镜,Calderwood Courtyard,Bronze,object,东亚古代铜镜,1,7,5.5,5.3,5.6,8,0,7.2,8.6,7.8,7.740,6.384,B,B,,Core 6.384 落在 5.5–7.19,medium,古坟时代中国式铜镜能有效解释东亚技术传播、精英身份与日本早期国家形成，但单件镜面器物的视觉冲击及哈佛馆藏不可替代性不强。,组内唯一并自然位列第一，其作为古坟时代中日铜镜交流的见证无同类重复，且能补足东亚技术传播与日本早期权威文化叙事。,
179,Gandhara small Buddha head,犍陀罗小型佛头,2740 South Asian Art,Stone Sculpture,object,犍陀罗佛教石雕,2,6.2,5.2,5.4,6.2,7.1,0,6.2,4.6,5.4,5.560,5.901,B,B,,Core 5.901 落在 5.5–7.19,medium,灰片岩佛头可清楚呈现犍陀罗佛像的典型造型及跨文化特征，但体量小、属于残件且风格较常见，在哈佛南亚收藏中容易被同类替代。,组内排名第二，虽能呈现犍陀罗佛像的典型面貌与石雕风格，但题材常见且叙事信息有限，相对浮雕重复性更高。,
180,Indian Gupta terracotta goddess,笈多时代陶土女神像,2740 South Asian Art,Terracotta,object,印度古代宗教陶塑,1,6.8,5.6,6.3,6.7,7.4,0,7.4,8.8,7.8,7.900,6.610,B,B,,Core 6.610 落在 5.5–7.19,medium,造型精细的笈多时代陶土女神像能够说明印度古典时期的宗教形象与陶塑传统，艺术性良好，但尚无证据表明其为本馆核心名品。,作为组内唯一的印度古代宗教陶塑，其笈多风格与细腻塑造具较高典范性，并以陶土神像形态补足南亚宗教艺术叙事，故D居组内首位且偏高。,
181,Chola bronze devotee figure,朱罗青铜供养人像,2740 South Asian Art,Bronze,object,南亚青铜雕像,1,6.3,5.5,5.8,5.7,6.5,0,6.6,8.5,7.2,7.290,6.064,B,B,,Core 6.064 落在 5.5–7.19,low,朱罗王朝青铜铸像传统具有重要宗教与艺术史价值，但该供养人像被明确描述为陪衬性作品，且缺少年代、尺寸与铸造品质等个体信息。,组内唯一，虽作为供养人像的典范性不及舞王湿婆等朱罗青铜核心类型，但非重复性突出，并能补足馆内南亚宗教青铜叙事。,
182,Rajput hunting miniature,拉杰普特细密画狩猎图,2590 South Asian Art,Opaque Watercolor on Paper,object,南亚宫廷细密画,2,5.8,5.1,5.5,5.6,6.0,0,6.3,6.8,7.0,6.590,5.659,B,B,,Core 5.659 落在 5.5–7.19,low,拉杰普特狩猎图可用于讲解印度宫廷文化与狩猎政治，但现有资料仅表明其为常见题材，未见画派、年代或作者等突出依据。,组内居次，拉杰普特狩猎题材补充了非莫卧儿的地域宫廷传统，但典范性与代表力度略逊于莫卧儿肖像。,
183,Mughal portrait miniature,莫卧儿帝王肖像细密画,2590 South Asian Art,Opaque Watercolor on Paper,object,南亚宫廷细密画,2,6.5,5.7,6.1,6.1,6.6,0,7.2,8.2,7.5,7.560,6.301,B,B,,Core 6.301 落在 5.5–7.19,low,莫卧儿肖像细密画代表帝国宫廷的写实传统与身份建构，在教学收藏中颇有价值，但“贵族肖像”的笼统描述不足以证明其为馆藏名作。,组内居首，莫卧儿贵族肖像更集中体现南亚宫廷细密画的精细写实、身份表述与帝国审美，因而独特性和叙事价值最高。,
184,Persian Seljuk pottery bowl,塞尔柱陶碗,2550 Islamic Gallery,Glazed Pottery,object,伊斯兰陶瓷,1,6.4,5.7,6.1,6.0,6.6,0,6.8,8.5,7.4,7.430,6.253,B,B,,Core 6.253 落在 5.5–7.19,low,塞尔柱釉陶能够体现中世纪波斯陶瓷的装饰与技术发展，适合跨媒介教学，但未提供窑口、铭文、年代或稀有器型等加分信息。,作为组内唯一的伊斯兰陶瓷，它以塞尔柱波斯釉陶补足中世纪伊斯兰物质文化叙事，独特性居组内首位，但就典范品质而言仍属较常见的几何纹碗类型。,
185,Persian Safavid carpet fragment,萨法维波斯地毯残片,2550 Islamic Gallery,Textile,object,伊斯兰织物,1,5.7,4.9,4.7,4.7,5.9,0,6.3,8.2,7.4,7.090,5.369,C,C,,Core 5.369 < 5.5,low,萨法维地毯传统本身重要，但这件仅被描述为带花卉纹的残片，完整性和现场视觉效果受到明显限制。,作为组内唯一对象，它以典型的萨法维花卉地毯传统居组内首位，虽为残片而限制品质分，但对补足伊斯兰艺术中的织物与日常物质文化叙事价值较高。,
186,Mamluk glass lamp fragment,马穆鲁克玻璃灯残件,2550 Islamic Gallery,Glass,object,伊斯兰玻璃器,1,5.9,5.1,4.6,4.7,6.3,0,6.2,8.8,7.2,7.180,5.513,B,B,,Core 5.513 落在 5.5–7.19,low,珐琅彩清真寺灯是马穆鲁克玻璃艺术的重要类型，残片仍有宗教与工艺教学价值，但难以呈现完整灯具的形制和装饰冲击力。,组内唯一的伊斯兰玻璃器，以珐琅彩马穆鲁克清真寺灯补足伊斯兰宗教与玻璃工艺叙事，独特性高，但残片状态使其典范品质低于完整灯具。,
187,Ottoman calligraphic panel,奥斯曼书法板,2550 Islamic Gallery,Ink on Paper,object,伊斯兰书法作品,1,6.1,5.4,5.8,5.6,6.6,0,6.3,8.2,7.2,7.050,5.975,B,B,,Core 5.975 落在 5.5–7.19,low,奥斯曼书法可有效说明伊斯兰文化中书写、装饰与信仰的关系，但现有资料没有书体、书家、文本内容或年代等个体依据。,作为组内唯一的伊斯兰书法作品，它以奥斯曼纸本书法独立补足伊斯兰艺术的文字传统，独特性居本组首位，但现有信息不足以证明其为顶级名家或典范杰作。,
188,Greek archaic marble kouros fragment,古希腊古风库罗斯残件,2410 Ancient Mediterranean,Marble Sculpture,object,古代地中海大理石雕塑,2,6.1,5.2,5.2,5.0,6.5,0,5.9,6.7,6.5,6.260,5.651,B,B,,Core 5.651 落在 5.5–7.19,low,库罗斯类型是理解古风希腊人体观与雕塑发展的关键材料，但腿部至躯干残件缺少完整形象，视觉与游客吸引力均受损。,组内居次，古风库罗斯类型可补充希腊雕塑叙事，但残件的典范性与辨识度弱于罗马肖像头像。,
189,Greek black‑figure amphora,古希腊黑绘双耳陶罐,2410 Ancient Mediterranean,Terracotta,object,古希腊彩绘陶器,3,6.8,6.0,6.7,6.7,7.1,0,7.2,7.5,8.0,7.450,6.680,B,B,,Core 6.680 落在 5.5–7.19,low,带神话场景的黑绘双耳罐兼具成熟器形、叙事图像和古希腊宗教教育价值，是古代地中海展区较有吸引力的典型展品。,组内位居第二，虽属较常见的神话题材双耳罐，却以黑绘技法区别于另外两件红绘器，补足风格演变的一环。,
190,Attic red‑figure kylix cup,阿提卡红绘浅酒杯,2410 Ancient Mediterranean,Terracotta,object,古希腊彩绘陶器,3,6.7,5.9,6.4,6.4,7.1,0,6.8,5.8,6.9,6.520,6.452,B,B,,Core 6.452 落在 5.5–7.19,low,阿提卡红绘浅酒杯可结合日常生活图像讲解宴饮制度、陶器用途和绘画技法，但缺少画师归属与具体年代，无法确认是否属于精品级实例。,组内位居第三，浅酒杯形制与日常生活图像能补充饮宴语境，但红绘技法与钟形陶缸重复，独特性相对最低。,
191,Roman marble portrait head,罗马大理石头像,2410 Ancient Mediterranean,Marble Sculpture,object,古代地中海大理石雕塑,2,6.6,5.8,6.4,6.4,6.9,0,7.1,8.2,7.4,7.490,6.474,B,B,,Core 6.474 落在 5.5–7.19,low,写实的罗马市民头像能够直观呈现罗马肖像传统、身份观念与社会价值，现场辨识度较高，但个体身份和雕刻水准未获说明。,组内居首，写实公民肖像在完整视觉表达、类型代表性及罗马社会叙事补位上均强于库罗斯残件。,
192,Roman mosaic fragment,罗马马赛克残片,2410 Ancient Mediterranean,Mosaic,object,古罗马马赛克,1,5.4,4.8,4.9,4.9,5.8,0,5.2,8.0,6.3,6.260,5.246,C,C,,Core 5.246 < 5.5,low,动物纹地面马赛克残片可辅助说明罗马室内装饰和镶嵌工艺，但尺寸小且构图不完整，在本馆身份与现场冲击方面均较次要。,作为组内唯一的古罗马马赛克，它以动物纹地坪残片补充罗马日常装饰艺术媒介，独特性居组内首位，但体量与典范性有限。,
193,Egyptian new‑kingdom stele,埃及新王国石碑,2410 Ancient Mediterranean,Limestone,object,古埃及宗教与丧葬器物,2,6.5,4.3,5.8,5.9,7.0,0,7.2,8.2,7.4,7.540,5.934,B,B,,Core 5.934 落在 5.5–7.19,low,新王国彩绘丧葬石碑能有效讲解来世信仰及图像与文字的结合，但埃及收藏并非本馆强项，且缺少墓主、确切年代和出处等信息。,组内居首，新王国彩绘丧葬石碑兼具文字、图像与葬祭功能，比常见小型奉献青铜更能完整代表古埃及宗教—丧葬叙事。,
194,Egyptian bronze cat goddess statuette,埃及青铜猫女神小造像,2410 Ancient Mediterranean,Bronze,object,古埃及宗教与丧葬器物,2,5.8,4.0,5.1,6.3,6.4,0,6.3,5.6,6.2,6.070,5.437,B,C,变,Core 5.437 < 5.5,low,巴斯泰特猫神青铜供奉像具有鲜明的埃及宗教形象和大众亲和力，但小型同类器较常见，在本馆语境中可替代性较高。,组内居次，巴斯特猫形青铜虽形象鲜明并补充动物神崇拜，但同类奉献小像较常见，独特性与叙事承载力均低于石碑。,
195,Etruscan bronze mirror,伊特鲁里亚青铜镜,2410 Ancient Mediterranean,Bronze,object,伊特鲁里亚青铜器,1,7.1,5.6,6.3,6.5,7.5,0,7.7,9.0,7.8,8.110,6.676,B,B,,Core 6.676 落在 5.5–7.19,low,带神话雕刻的伊特鲁里亚铜镜是研究其宗教图像、希腊神话转译及日常生活的重要器类，也较契合本馆古代地中海教学收藏。,作为组内唯一的伊特鲁里亚青铜器，它以典型的神话刻纹铜镜形制居于唯一且最高的代表位置，并补充了古代地中海叙事中希腊—罗马之外的伊特鲁里亚一环。,
