seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
153,Salem customs‑house manuscript fragment,塞勒姆海关手稿残页,B,6.204,31.2,low,C–A,5.16,是,当前B级的一手史料与类别代表性判断缺少基本档案识别；具体内容可能导致跨级。,,缺档号、日期及船货内容的可靠释录,菲利普斯图书馆查找工具能否以“塞勒姆海关进口货运记录”定位该残页的档号、全宗和日期，并释出船名、货物、港口与相关商人？,缺菲利普斯图书馆档号、所属全宗、文书日期及制文海关机构；缺手稿释文及其中船名、货物、港口、商人和航期信息；缺该残页与完整账册或档案系列的关系及同类存世情况；缺所有权、捐赠与入藏记录及PEM展陈说明,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
154,Ship captain’s personal journal fragment,船长私人航海日志残页,B,6.327,31.2,low,C–A,5.16,是,当前B级依赖未识别的第一人称航海价值；作者、航次和完整日志关系可能导致跨级。,,缺船长、船舶、航次与档号的确切身份,菲利普斯图书馆能否通过笔迹、旧标签或全宗目录确认这页日志的船长、船名、航次和日期，并确定它是否属于一部保存完整的日志？,缺菲利普斯图书馆档号、全宗、船长姓名、船名、航次与日期；缺残页释文及其中航线、事件、货物、船员或港口信息；缺该页与完整日志的关系、完整日志保存状况及同类存世比较；缺船长家族、收藏者、捐赠者及PEM入藏和展陈记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
155,Felix Beato landscape photograph,费利斯·比托风景原版照片,B,6.180,44.8,low,C–A,4.14,是,当前B级及“次要风景”定位没有确切作品识别或作品目录支持，补证可能跨级。,,缺确切作品身份、地点日期及归属依据,能否用PEM登录号或作品图像在比托目录及馆外权威收藏中匹配这张风景照，确认地点、拍摄日期、底片、存世印本和原相册来源？,缺确切题名、拍摄地点、日期、PEM登录号及比托归属依据；缺相纸工艺、底片来源、尺寸、装裱、题记、印章和保存状况；缺原相册、早期收藏者、交易或捐赠及PEM入藏来源；缺同底片存世印本数量及其在比托创作生涯中的位置；缺与PEM其他比托中国照片及馆外权威收藏的比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
156,John Thomson street‑scene photograph,约翰·汤姆森街景原版照片,B,6.267,44.8,low,C–A,4.14,是,当前B级及“次要街景”判断仅基于无来源描述；确切系列和版本资料可能导致跨级。,,缺街景的确切地点、日期、系列及归属依据,能否将PEM作品图像或登录号与约翰·汤姆森《中国与中国人图影》等系列目录匹配，确认街道、城市、日期、图版号、存世印本及原相册来源？,缺确切题名、城市街道、拍摄日期、系列编号、PEM登录号及归属依据；缺相纸工艺、底片关系、尺寸、装裱、题记及保存状况；缺原相册、早期收藏者、捐赠者及PEM入藏来源；缺同图存世印本、出版记录及其在汤姆森中国系列中的位置；缺与PEM所藏汤姆森广州街景及馆外权威版本的比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
157,19th‑century travel album page,19世纪旅行相册单页,B,5.759,37.0,low,C–A,4.73,是,当前B级主要依赖未经核实的塞勒姆旅行者关联；原相册与捐赠背景可能显著改变判断。,,缺PEM正式登录号、尺寸、定年与原相册归属,PEM档案或馆藏目录能否据此页的媒材与展陈信息查明登录号、原相册、编册者和捐赠来源？,缺PEM正式登录号、尺寸、定年与原相册归属；缺编册者、摄影者、旅行路线、地点与原始题注资料；缺该页的provenance、入藏记录及捐赠者与塞勒姆旅行史的关系；缺PEM对该页馆藏地位及与馆内旅行相册的比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
158,Persian Safavid small ceramic bowl,萨法维波斯陶小碗,B,5.540,37.0,low,C–A,4.73,是,当前B级建立在未经权威记录确认的萨法维归属上，窑口、年代或稀缺性资料可能导致跨级复核。,,缺确认萨法维归属的胎釉、纹饰与工艺分析,PEM馆藏目录或伊斯兰陶瓷图录是否记录了此碗的登录号、年代、产地、胎釉特征及可比器？,缺PEM登录号、尺寸、精确年代及产地或窑口；缺确认萨法维归属的胎釉、纹饰与工艺分析；缺可靠的provenance及入藏记录；缺同类小碗存世量、稀缺性及其在PEM馆藏中的比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
159,Persian Qajar painted tile fragment,卡扎尔波斯彩绘瓷砖残件,C,5.085,37.5,low,C–A,4.69,是,当前C级依赖“残片重复件”的未经证实判断；若原建筑重要或图像罕见，资料可能导致跨级。,,缺原建筑名称、原始安装位置及人物图像释读,PEM入藏档案能否确认该卡扎尔砖残件来自哪座建筑、原处何位置，并证实其与馆内所谓完整砖板的关系？,缺精确年代、生产中心及可靠的卡扎尔归属依据；缺原建筑名称、原始安装位置及人物图像释读；缺图像、尺寸、保存状态及残存比例；缺provenance及与所谓馆内完整砖板的实证比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
160,Mamluk brass inlaid small tray,马穆鲁克嵌饰黄铜小托盘,B,5.918,37.0,low,C–A,4.73,是,当前B级主要借用了马穆鲁克金工类别的一般地位，缺少此件质量、铭文和稀缺性的对象级证据。,,缺嵌饰材料、纹样或铭文释读及工艺质量分析,PEM记录或马穆鲁克金工图录能否确认该托盘的年代、产地、嵌饰材料、铭文内容及同类器比较？,缺PEM登录号、精确年代、生产中心与尺寸；缺嵌饰材料、纹样或铭文释读及工艺质量分析；缺可靠的provenance及入藏记录；缺同类马穆鲁克托盘的稀缺性比较及PEM馆藏定位,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
161,Ottoman calligraphic tile fragment,奥斯曼书法瓷砖残件,C,5.485,35.5,low,C–A,4.84,是,当前C级未考虑尚未释读的铭文和原建筑背景；两项新资料均可能显著改变对象重要性。,,缺阿拉伯书法的高清图、转写、翻译与内容辨识,该奥斯曼砖残件上的书法究竟为何文，纹样与砖体能否据PEM记录及奥斯曼陶砖图录定位到具体作坊、年代或建筑？,缺阿拉伯书法的高清图、转写、翻译与内容辨识；缺精确年代、作坊及原建筑和安装位置；缺尺寸、保存状态及残存比例；缺provenance、同类书法砖比较及PEM馆藏定位,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
162,Ottoman embroidered towel fragment,奥斯曼刺绣织物残片,C,4.850,37.0,low,C–B,1.99,是,当前C级的“工艺常规”判断没有图像或技术分析支撑，精确产地、年代或特殊针法可能导致跨级复核。,,缺纤维、针法、染料、精确年代与生产中心分析,PEM纺织品记录或技术检测能否确定该残片的纤维、针法、染料、年代、产地及其是否确属毛巾？,缺纤维、针法、染料、精确年代与生产中心分析；缺原毛巾形制、用途及残片占原物比例；缺可靠的provenance及入藏记录；缺与PEM奥斯曼及萨法维织物的质量和稀缺性比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
163,Greek black‑figure kylix cup fragment,古希腊黑绘浅酒杯残件,B,5.647,37.0,low,C–A,4.73,是,当前B级主要依赖希腊陶画的类别地位；画家归属、罕见图像或残片程度均未核实，可能导致跨级。,,缺精确年代、产地及画家或作坊归属,PEM记录或Beazley Archive能否凭该残片图像确认其年代、产地、画家圈及所绘神话场景？,缺精确年代、产地及画家或作坊归属；缺神话人物与场景辨识及原构图复原；缺图像、尺寸、保存状态及原杯残存比例；缺考古来源、入藏记录及同类黑绘浅杯比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
164,Greek red‑figure amphora neck fragment,古希腊红绘双耳罐颈部残件,B,5.635,37.0,low,C–A,4.73,是,当前B级以黑绘和红绘的类别互补为主要依据，但本件器形、产地和艺术归属尚未确认。,,缺确认阿提卡产地、双耳罐器形及精确年代的依据,PEM记录或Beazley Archive能否据残片轮廓与彩绘确认其确属阿提卡红绘双耳罐，并确定年代、画家圈和图像内容？,缺确认阿提卡产地、双耳罐器形及精确年代的依据；缺画家或作坊归属及颈部图像内容辨识；缺图像、尺寸、保存状态及原器残存比例；缺考古来源、入藏记录及同类红绘器比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
165,Roman marble portrait bust fragment,罗马大理石胸像残件,C,5.485,37.0,low,C–A,4.73,是,当前C级明显依赖未经图像核实的残损程度；若人物可识别或雕刻质量较高，可能需要跨级复核。,,缺人物身份或肖像类型、精确年代及作坊归属,PEM记录及罗马肖像类型研究能否据面部残存特征确定该胸像的年代、人物类型、作坊和是否涉及皇室肖像？,缺人物身份或肖像类型、精确年代及作坊归属；缺多角度图像、尺寸、状态报告及雕刻质量分析；缺考古来源、provenance及入藏记录；缺与罗马皇室或私人肖像残件的类型和稀缺性比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
166,Roman glass perfume bottle,罗马玻璃香水瓶,C,5.467,37.0,low,C–B,2.76,是,当前C级依赖未经量化的“常见”判断；若类型、来源或保存状态特殊，可能需要跨级复核。,,缺具体墓葬或考古来源及入藏记录,PEM登录记录将此瓶定为何种罗马玻璃器型、年代与产地，是否记录具体墓葬来源，馆内又有多少件可比完整器？,缺玻璃瓶的类型、精确年代、产地与制作痕迹分析；缺图像、尺寸、颜色、保存状态与修复记录；缺具体墓葬或考古来源及入藏记录；缺PEM及同类博物馆完整罗马香膏瓶的数量比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
167,Egyptian faience amulet figurine,埃及费昂斯护身符小造像,C,5.380,37.0,low,C–A,4.73,是,当前C级将其视为常见小型随葬品，但核心的神祇、铭文和类型尚未辨识，新资料可能导致跨级。,,缺神祇或护身符类型、铭文及精确年代辨识,PEM记录或埃及护身符类型图录能否据正反面图像识别该造像的神祇、铭文、年代及同类型存世情况？,缺神祇或护身符类型、铭文及精确年代辨识；缺材质检测、制作工艺、尺寸、图像与保存状态；缺具体墓葬或考古来源及入藏记录；缺同类神祇护身符的稀缺性比较及PEM馆藏定位,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
168,Etruscan bronze fibula safety‑pin brooch,伊特鲁里亚青铜别针胸针,C,4.880,37.0,low,C–B,1.99,是,当前C级依据未经图像和类型学支持的“装饰简单、工艺较低”判断；类型或考古来源可能造成跨级复核。,,缺胸针类型学分类、精确年代及区域产地,PEM记录或伊特鲁里亚胸针类型图录能否据器形与结构确定其类型、年代、区域产地及同类器稀缺性？,缺胸针类型学分类、精确年代及区域产地；缺图像、尺寸、纹饰、铸造工艺与腐蚀状态；缺墓葬或考古来源、provenance及入藏记录；缺同类伊特鲁里亚胸针的稀缺性和质量比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
169,"Italian maiolica plate, 16th‑century",16世纪意大利马约里卡陶盘,B,5.665,44.8,low,C–A,4.14,是,当前B级主要依赖通称和无来源的工艺判断；作坊、稀缺性或重要来源记录均可能造成跨Tier变化。,,缺PEM登记记录中的登录号、准确年代、产区或作坊、尺寸及款记,PEM登记档案或欧洲装饰艺术图录如何著录此盘的登录号、年代、产区、作坊与款记，且有无同作坊比较器？,缺PEM登记记录中的登录号、准确年代、产区或作坊、尺寸及款记；缺该盘在意大利马约里卡发展史及相关作坊产品中的位置；缺可靠的历次所有权与PEM入藏经过；缺同类器存世数量、市场或馆藏比较及稀缺性资料；缺正反面高清图、状况报告及釉彩工艺检测,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
170,Renaissance bronze small plaquette religious theme,文艺复兴宗教主题青铜小浮雕牌,C,5.260,35.4,low,C–A,4.84,是,当前C级建立在未经核实的通称上；若发现重要作坊归属、罕见图像或显著来源，可能跨Tier。,,缺登录号、准确年代、制作地区、作者或作坊及尺寸,PEM登记档案能否确认这件浮雕牌的登录号、产地、年代、作者或作坊，并识别其具体宗教图像？,缺登录号、准确年代、制作地区、作者或作坊及尺寸；缺浮雕所表现圣徒或宗教场景的图像学识别及礼拜用途证据；缺铸造工艺、表面状况、后期改动及高清图像；缺历次所有权与PEM入藏记录；缺同类小浮雕牌的存世量、出版记录及馆藏比较,basic_identification=partial date_period=partial maker_culture=none historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
171,Baroque pewter drinking mug,巴洛克白镴饮酒杯,C,4.525,37.0,low,C–B,1.99,是,当前C级虽与通称中的日用器属性相符，但普通性与低工艺判断均缺实物和比较证据，补录款记或来源可能跨Tier。,,缺底部、把手或盖上的标记记录及据此确定的产地、制作者与年代,检查该杯底部、把手和杯盖标记并核对PEM登记档案后，能否确定其制作地区、工匠、准确年代及登录号？,缺底部、把手或盖上的标记记录及据此确定的产地、制作者与年代；缺历次所有权、使用者及PEM入藏经过；缺同地区白镴酒杯的类型学、存世量与馆藏比较；缺尺寸、重量、高清图像、状况及修复记录；缺PEM选择展出此杯及其在欧洲金属器中的定位说明,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
172,Gothic stained‑glass floral fragment,哥特彩色玻璃花卉残片,B,5.635,34.0,low,C–A,4.95,是,当前B级依赖未经证实的哥特断代和视觉评价；原建筑若可识别，或断代被修正，都可能造成跨Tier变化。,,缺原属教堂、窗户、窗格位置及离开建筑后的流传记录,PEM登记档案、旧藏标签或彩玻研究文献能否把该残片追溯至具体教堂、窗户和窗格位置，并据此确认年代？,缺原属教堂、窗户、窗格位置及离开建筑后的流传记录；缺准确年代、制作地区、工坊及玻璃和彩绘工艺鉴定；缺尺寸、透射光与反射光图像、状况及修复报告；缺同地区非人物哥特彩玻残片的存世量与馆藏比较；缺PEM对其在欧洲玻璃收藏及展陈中的定位说明,basic_identification=partial date_period=partial maker_culture=none historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
173,Dutch delft blue‑and‑white tile group,代尔夫特蓝白瓷砖组,C,5.395,36.0,low,C–A,4.80,是,当前C级缺少年代和成组性质等基础证据；若为早期原配建筑组或重要窑场产品，可能跨Tier。,,缺瓷砖数量、尺寸、背面标记、准确年代及窑场或工厂归属,PEM登记记录与瓷砖背面标记能否确定全组数量、年代和窑场，并证明这些砖原属同一墙面布局？,缺瓷砖数量、尺寸、背面标记、准确年代及窑场或工厂归属；缺各砖是否原配成组及其原始墙面排列或建筑位置；缺原所有者、拆卸流传过程及PEM入藏记录；缺全组及单砖正反面图、状况与修复记录；缺同窑、同题材瓷砖组的存世数量及PEM馆藏比较,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
174,Japanese contemporary ceramic tea cup,日本当代陶艺茶杯,C,5.180,29.2,low,C–A,5.31,是,当前C级建立在“在世艺术家的常规产出”这一无来源判断上；艺术家身份和系列地位可能导致跨Tier。,,缺艺术家姓名、作品确切题名、制作年份与登录号,PEM艺术与自然中心的展签、登记档案或展览清单能否确认该茶杯的艺术家、题名、年份、登录号及系列归属？,缺艺术家姓名、作品确切题名、制作年份与登录号；缺该茶杯在艺术家创作生涯、系列及日本当代陶艺中的位置；缺胎土、釉料、烧成方法、窑址、签款、尺寸及高清图；缺该器为唯一件、系列件或常规产品的生产资料；缺历次所有权、PEM入藏经过及馆方选择展出的理由,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
175,Small Josh Simpson planet marble,乔希·辛普森小型星球玻璃弹珠,C,5.375,35.4,low,C–B,2.62,是,当前C级高度依赖“尺寸最小且重复”的未核判断；若其为原型、习作或独特系列节点，可能跨Tier。,,缺该弹珠确切题名、年代及唯一件或系列件状态,PEM登记档案和Josh Simpson作品资料如何著录该弹珠的题名、年份、尺寸与系列状态，它与“mega-megaplanet”究竟是什么关系？,缺该弹珠确切题名、年代及唯一件或系列件状态；缺其与“mega-megaplanet”的确切关系及是否为习作、原型或独立作品；缺尺寸、制作技法、签名或标记、高清图与状况资料；缺该作品在Josh Simpson创作生涯和星球系列中的位置；缺PEM入藏记录、展陈理由及馆内同系列作品完整清单,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
176,Contemporary mixed‑media shell assemblage artwork,当代贝壳混合媒介装置小品,C,5.291,27.6,low,C–A,5.43,是,当前C级和“组内质量最低”的判断均无作者、图像或展览记录支持；补齐基本身份后可能跨Tier。,,缺艺术家姓名、作品确切题名、制作年份与登录号,PEM艺术与自然中心的展览清单或登记档案能否确认这件贝壳作品的艺术家、题名、年份、材料、登录号与入藏方式？,缺艺术家姓名、作品确切题名、制作年份与登录号；缺贝壳种类、其他材料、制作方法、尺寸及完整视觉记录；缺该作品在艺术家生涯、相关系列及当代装置艺术中的位置；缺历次所有权、创作或委托背景及PEM入藏经过；缺PEM艺术与自然中心选择展出此作的策展说明和展览史,basic_identification=partial date_period=partial maker_culture=none historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
177,Hank Willis Thomas small print work,汉克·威利斯·托马斯小幅版画,B,6.020,37.0,low,C–A,4.73,是,当前B级主要依赖艺术家知名度和宽泛的种族议题；确切作品身份、版次与系列地位可能造成跨Tier变化。,,缺作品确切题名、制作年份、版画技法、版次、印数与登录号,PEM登记与展览档案如何著录这件Hank Willis Thomas版画的题名、年份、技法、版次和系列，其与馆内雕塑是否由馆方明确关联？,缺作品确切题名、制作年份、版画技法、版次、印数与登录号；缺该作所属系列及其在Hank Willis Thomas创作生涯中的位置；缺具体图像、文字内容及种族议题的作品级解释；缺历次所有权、PEM入藏经过及版权或出版记录；缺PEM展览或出版记录及与馆内同艺术家雕塑的正式比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
178,Valerie Hagerty small cabinet study,瓦莱丽·哈格蒂小型柜子习作,B,5.580,37.0,low,C–A,4.73,是,当前B级依赖未经证实的“缩小版重复件”关系，作者拼写也有待核查；身份或作品关系澄清后可能跨Tier。,,缺艺术家姓名的权威拼写、作品确切题名、年份与登录号,PEM登记与海事展览档案记载的艺术家究竟是“Valerie Hagerty”还是其他拼写，作品正式题名、年份及其与大型沉船立柜的关系为何？,缺艺术家姓名的权威拼写、作品确切题名、年份与登录号；缺其与所谓大型沉船立柜的关系及是否为习作、模型或独立作品；缺具体材料、制作方法、尺寸、高清图像与状况记录；缺创作、委托、历次所有权及PEM入藏经过；缺该作在艺术家生涯及PEM海事展陈中的定位,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
179,Salem witch‑trial era brass thimble,塞勒姆猎巫时代黄铜顶针,B,6.245,50.0,low,C–A,3.75,是,当前B级的核心依据是尚未证实的猎巫关联；若考古语境不能成立或反而可精确关联具体遗址，均可能跨Tier。,,缺具体发掘地点、探方与地层号、发掘报告、出土日期及保管链，并缺其与猎巫人物或遗址的可靠关联,该顶针出自塞勒姆哪一处发掘、哪个探方和地层，发掘报告是否将其可靠断代并与具体猎巫人物、住宅或审判遗址关联？,缺具体发掘地点、探方与地层号、发掘报告、出土日期及保管链，并缺其与猎巫人物或遗址的可靠关联；缺顶针本体的类型学断代、材质分析、制作地区及可能工匠；缺塞勒姆同期出土顶针的数量、分布和其他馆藏比较；缺PEM登录、入藏与展陈文本对猎巫关联的明确表述；缺尺寸、高清图像、腐蚀状况及保护记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=partial
180,18th‑century shoe buckle silver,18世纪银鞋扣,C,4.835,37.0,low,C–B,1.99,是,当前C级依赖“工艺常规”的无来源判断；款记、成对状态或重要原主记录均可能造成跨Tier变化。,,缺款记、制作者、制作地点、准确年代与登录号,检查鞋扣款记并核对PEM登记档案后，能否确定其工匠、制作地点、准确年代、是否成对及是否曾属重要塞勒姆人物？,缺款记、制作者、制作地点、准确年代与登录号；缺材质检测、尺寸、装饰细节、高清图像、状况及是否原为成对；缺原所有者、使用地点、历次流传及PEM入藏经过；缺同期银鞋扣的存世量、工匠产品及PEM馆藏比较；缺PEM对其在殖民地服饰或个人用品展陈中的定位,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
181,Carved walnut snuff box,雕花胡桃木鼻烟盒,C,4.720,26.0,low,C–A,5.55,是,C级依赖“普通、组内最次要”等无外部来源判断；年代、作者或重要provenance可能导致跨Tier。,,缺可确认年代、产地和制作者的PEM馆藏登记记录,PEM登记册、旧展签或美国装饰艺术图录中，“Carved walnut snuff box”对应的馆藏号、年代、产地、制作者和入藏来源是什么？,缺PEM登记记录中的馆藏号、年代、尺寸、产地与制作者；缺该鼻烟盒的可靠provenance、原使用者及入藏经过；缺胡桃木鼻烟盒的存世数量、地域类型及馆内同类比较；缺正反面及细部图像、保存状况和雕刻工艺记录；缺PEM对其在美国装饰艺术收藏中地位的说明,basic_identification=partial date_period=none maker_culture=none historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
182,Chinese export bamboo folding fan,外销竹骨折扇,B,5.727,35.4,low,C–A,4.84,是,当前B级以未经核实的外销属性和“普通等级”比较为基础；权威断代、工艺或馆藏地位资料可能造成跨Tier。,,缺可确认年代、产地及外销属性的权威目录记录,PEM的亚洲外销艺术图录、登记册或旧展签是否记录“Chinese export bamboo folding fan”的馆藏号、制作年代、广州等具体产地、作坊及西方市场订单依据？,缺确认制作年代、产地、作坊及扇面材料的权威目录记录；缺该扇专为西方市场制作及其贸易路线的直接证据；缺与PEM其他竹骨、象牙骨外销扇的工艺和质量比较；缺同类外销竹扇的存世量、版本与稀缺性资料；缺可靠provenance及PEM入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
183,Japanese wood tea caddy,日本木制茶罐,C,4.825,35.4,low,C–A,4.84,是,C级建立在未证实的江户、町人和普通日用品判断上；若断代、作者、功能或provenance不同，可能跨Tier。,,缺可核实年代、产地和实际功能的馆藏记录,PEM登记册、日本艺术旧展签或相关图录如何记录“Japanese wood tea caddy”的年代、产地、铭文、原始名称及其作为町人茶叶储存器的依据？,缺确认年代、产地、制作者、铭文及器物名称的PEM记录；缺其为町人阶层日用茶叶储存器的功能与社会属性依据；缺彩绘层、木材、制作技术、尺寸和保存状况资料；缺与日本同类茶罐及PEM其他生活木器的比较；缺可靠provenance及入藏经过,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
184,Korean iron pot for home cooking,朝鲜家用铁锅,C,4.966,35.4,low,C–A,4.84,是,C级依赖未经核实的家用属性和组内低艺术性判断；断代、器型或稀缺性资料可能导致跨Tier。,,缺可确认年代、器型及家庭用途的专业目录记录,PEM登记册、韩国艺术旧展签或金属器图录中，“Korean iron pot for home cooking”的年代、地区、尺寸、器型名称及判定为家用炊具的依据是什么？,缺年代、地区、尺寸、铁质分析及铸造方式的登记资料；缺其确为家庭烹饪锅而非其他礼仪或工业器具的类型依据；缺朝鲜或韩国同类铁锅的年代序列、存世情况与稀缺性资料；缺与PEM韩国金属器藏品的馆内比较及代表性说明；缺可靠provenance、原使用环境及入藏经过,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
185,Polynesian shell neck ornament,波利尼西亚贝壳颈饰,C,5.261,35.4,low,C–S,6.46,是,当前C级以“平民、常见”断言为主，但对象处于PEM核心收藏领域；精确文化归属或早期航次provenance可能造成显著跨Tier。,,缺具体岛群、年代及采集航次相连的provenance,PEM的大洋洲登记册、早期航海采集清单或旧展签能否把“Polynesian shell neck ornament”对应到具体岛群、社群、原生名称、采集航次和入藏日期？,缺具体岛群、社群、原生名称、制作年代及文化归属；缺贝壳物种、纤维材料、制作技术及佩戴方式资料；缺“平民等级”及个人装饰功能的民族志或社群来源依据；缺采集者、航次、采集地点、日期及PEM入藏provenance；缺同类颈饰存世量及其在PEM大洋洲收藏中地位的比较,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
