seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
149,Ship‑carpenter’s folding rule,船木匠折叠木尺,C,4.980,29.0,low,C–B,2.24,是,连其是否属于船木匠专用工具都未确认，该答案可能改变当前Tier。,,缺PEM登录号和编目记录，以确认它是船木匠专用折尺而非普通工匠折尺。,PEM馆藏档案中哪一登录号对应这把折尺，其刻度、刻印或来源记录能否证明它由船木匠、船厂或具体船舶使用？,缺PEM登录号和编目记录，以确认它是船木匠专用折尺而非普通工匠折尺。；缺量制刻度、铰链结构、刻印、制造者和年代，以核定其海事专业性。；缺原船木匠、船厂或所属船舶的可核身份记录。；缺收藏者、捐赠者、入藏时间及此前所有权记录。,basic_identification=partial date_period=none maker_culture=none historical_significance=partial artistic_significance=na rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
150,Water‑colour ship portrait of minor Salem brig,塞勒姆普通双桅船水彩肖像,B,5.987,32.3,low,C–A,5.08,是,作品、船舶和作者身份均未核实，而这些事实会直接影响当前Tier。,,缺PEM登录号、确切题名、画中船名、作者、创作年代和题识。,PEM海事绘画目录或旧版藏品记录中，哪一登录号对应这幅水彩，画中双桅船、作者和年代为何，该船在塞勒姆船舶档案中有何记录？,缺PEM登录号、确切题名、画中船名、作者、创作年代和题识。；缺该船的船东、航线、货运和事件档案，无法判断其在塞勒姆贸易史中的地位。；缺作品图像及与PEM其他塞勒姆船像的艺术质量比较。；缺委托人、早期收藏者、捐赠者和入藏日期。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
151,Model of small coastal schooner,沿海小纵帆船船模,B,5.934,33.9,low,C–B,2.08,是,模型性质、制作质量和对象身份均未核定，可能改变当前Tier。,,缺该模型对应具体纵帆船、船厂设计还是一般船型示范的核定。,PEM馆藏记录把这件船模认定为哪一登录号和何种模型：具体船舶、船厂模型还是通用船型示范？其比例、制作者和制作年代为何？,缺PEM登录号及制作者、年代、比例、尺寸、材料和结构的官方编目。；缺该模型对应具体纵帆船、船厂设计还是一般船型示范的核定。；缺实物图像及制作精度、保存状态和展示尺度记录。；缺原所有者、收藏者、捐赠者及入藏时间。,basic_identification=partial date_period=none maker_culture=none historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
152,19th‑century whale‑oil lantern,19世纪鲸油手提灯,B,5.964,34.1,low,C–B,2.08,是,鲸油燃料和船上用途均未证实，而这两项是当前Tier的核心依据。,,缺燃料结构、检测或同期记录，以确认其使用鲸油并专供船上甲板照明。,PEM编目和实物结构记录能否证明该登录号灯具以鲸油为燃料并用于船上甲板，而非其他燃料或一般家用照明？,缺PEM登录号及制造者、年代、刻印、尺寸和燃烧结构的官方编目。；缺燃料结构、检测或同期记录，以确认其使用鲸油并专供船上甲板照明。；缺所属船舶、原使用者、收藏者及PEM入藏记录。；缺与PEM其他船用或家用鲸油灯的实物比较。,basic_identification=partial date_period=partial maker_culture=none historical_significance=partial artistic_significance=na rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
153,Salem customs‑house manuscript fragment,塞勒姆海关手稿残页,B,5.631,30.7,low,C–A,5.20,是,文书身份和实际内容均无法核验，而这两项直接决定其史料重要性及当前Tier。,,缺菲利普斯图书馆档号、全宗、文书日期及制文海关机构。,菲利普斯图书馆哪一档号和全宗对应该残页，其日期、制文海关机构及释文中的船名、货物、商人和港口为何？,缺菲利普斯图书馆档号、全宗、文书日期及制文海关机构。；缺手稿释文及其中船名、货物、港口、商人和航期信息。；缺该残页与完整账册或档案系列的关系及完整文书保存状况。；缺所有权、捐赠者、入藏时间及展陈记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=na rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
154,Ship captain’s personal journal fragment,船长私人航海日志残页,B,5.572,30.7,low,C–A,5.20,是,作者、船舶、航次和内容都是影响史料地位的核心事实，目前均未确认。,,缺菲利普斯图书馆档号、全宗、船长姓名、船名、航次和日期。,菲利普斯图书馆哪一档号对应该日志残页，船长、船名、航次和日期为何，该页在完整日志中的前后文是什么？,缺菲利普斯图书馆档号、全宗、船长姓名、船名、航次和日期。；缺残页释文及其中航线、事件、货物、船员或港口信息。；缺该页与完整日志的关系、完整日志保存状况及相关出版记录。；缺船长家族、收藏者、捐赠者及PEM入藏记录。,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=na rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
155,Felix Beato landscape photograph,费利斯·比托风景原版照片,B,6.256,26.0,low,C–A,5.55,是,作者归属与印本年代均未确认，答案不同可能显著改变当前Tier。,,缺PEM登录号、确切题名、拍摄地点、日期及费利斯·比托归属依据。,PEM摄影档案中哪一登录号对应此照片，其地点、日期和比托归属依据为何；权威比托摄影目录是否收录同底片图像及其他印本？,缺PEM登录号、确切题名、拍摄地点、日期及费利斯·比托归属依据。；缺工艺与底片关系记录，无法确认是同期蛋白印本、后期印本还是复制品。；缺同底片存世印本、出版记录及其在比托创作生涯中的位置。；缺原相册、早期收藏者、交易或捐赠及PEM入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
156,John Thomson street‑scene photograph,约翰·汤姆森街景原版照片,B,6.781,33.9,low,C–A,4.96,是,作者、场景和印本年代均未确认，而这些事实直接决定其摄影史地位及当前Tier。,,缺PEM登录号、确切题名、城市街道、拍摄日期、系列编号及汤姆森归属依据。,PEM摄影档案中哪一登录号对应该街景，其城市、街道、日期和系列编号为何；权威汤姆森中国摄影目录是否收录同图及其他同期印本？,缺PEM登录号、确切题名、城市街道、拍摄日期、系列编号及汤姆森归属依据。；缺工艺与底片关系记录，无法确认是同期蛋白印本、后期印本还是复制品。；缺同图存世印本、出版记录及其在汤姆森中国系列中的位置。；缺原相册、早期收藏者、捐赠者及PEM入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=none relational_spatial=na
157,19th‑century travel album page,19世纪旅行相册单页,B,5.693,26.5,low,C–A,5.51,是,对象身份及支撑B级的塞勒姆旅行关联均未核验，答案不同可能改变Tier。,,缺可核验的PEM登录记录及原相册身份。,PEM登记档案或展签中，哪一登录号对应这张混合纪念照相册页，其原相册、编册者和旅行路线分别是什么？,缺PEM登记或展签记录，以确认该页的登录号、官方题名及是否确由塞勒姆旅行者编排。；缺原相册身份、编册者、旅行路线、所摄地点、原始题注和摄影者资料；这些信息决定其与PEM核心叙事的关联强度。；缺PEM对该页在馆内旅行相册收藏中的代表性说明或可靠的同类比较。；缺完整的常规入藏、捐赠与所有权记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
158,Persian Safavid small ceramic bowl,萨法维波斯陶小碗,C,4.942,31.8,medium,C–B,2.15,是,对象身份和萨法维归属未核验，确认结果可能使当前C级上下移动。,,缺可核验的PEM登录记录及萨法维归属依据。,PEM登记档案中是否有一件符合“小型几何纹釉陶碗”的萨法维器物，其登录号、年代、产地及胎釉鉴定结果是什么？,缺PEM登录记录，以确认该碗的身份、官方题名、尺寸、年代和文化归属。；缺胎、釉、纹饰与制作工艺分析，以检验萨法维归属并判断是否属于稀见产区或类型。；缺已出版萨法维小碗及PEM馆内同类器的质量、数量和稀缺性比较。；缺常规所有权与入藏链条。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
159,Persian Qajar painted tile fragment,卡扎尔波斯彩绘瓷砖残件,C,4.663,30.5,low,C–A,5.21,是,对象及原建筑语境未核验，而该语境可能使普通残件转为重要建筑遗存。,,缺原建筑身份及该残件的可核验登录记录。,PEM登记档案中哪一件卡扎尔人物釉面陶砖与此描述相符，记录是否注明原建筑、安装位置和图像主题？,缺PEM登录或展签记录，以确认残件身份、官方题名、年代、材质及卡扎尔归属。；缺原建筑名称、原始安装位置及人物图像释读；这些信息可能显著改变其历史地位。；缺高清图、尺寸、残存比例及胎釉和风格分析，以判断制作质量和生产中心。；缺与定级无直接关系的常规入藏手续记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
160,Mamluk brass inlaid small tray,马穆鲁克嵌饰黄铜小托盘,B,5.606,31.8,low,C–A,5.12,是,支撑当前B级的马穆鲁克归属和工艺质量均无可靠证据，核验结果可能改变Tier。,,缺可核验的马穆鲁克归属及铭文、嵌饰分析。,PEM登记档案中哪一件小型嵌饰黄铜托盘与此描述相符，其铭文、嵌饰材料、年代及生产中心如何记录？,缺PEM登录记录，以确认托盘身份、官方题名、尺寸、年代及马穆鲁克归属。；缺嵌饰材料、纹样和铭文的高清记录与释读，以及生产中心或作坊归属。；缺与已出版马穆鲁克托盘的工艺质量、类型和稀缺性比较。；缺常规所有权及入藏链条。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
161,Ottoman calligraphic tile fragment,奥斯曼书法瓷砖残件,C,4.915,30.5,low,C–A,5.21,是,铭文性质、奥斯曼归属和原建筑均未核验，答案可能使其Tier显著变化。,,缺可读铭文资料及原建筑身份。,PEM档案中哪件奥斯曼书法釉砖与此描述相符，其高清图所示文字如何转写翻译，原建筑和安装位置是否有记录？,缺PEM登录或展签记录，以确认残砖身份、年代、材质及奥斯曼归属。；缺高清图、阿拉伯文字转写和翻译，以判断其究竟是可读铭文还是装饰性书法纹样。；缺原建筑、安装位置、作坊和生产中心资料。；缺常规所有权与入藏链条。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
162,Ottoman embroidered towel fragment,奥斯曼刺绣织物残片,C,4.517,31.8,medium,C–B,2.15,是,对象及奥斯曼归属未核验，工艺和完整度资料可能使当前C级上移。,,缺登录记录及刺绣工艺与年代鉴定。,PEM登记档案中是否有符合“奥斯曼花卉刺绣毛巾残片”的对象，其登录号、纤维、针法、年代、产地和原物残存比例是什么？,缺PEM登录记录，以确认残片身份、官方题名、尺寸、年代及奥斯曼归属。；缺纤维、针法、染料、生产中心和年代分析，以判断其工艺质量及文化归属。；缺原毛巾形制、残存比例及与已出版奥斯曼刺绣的质量和稀缺性比较。；缺常规所有权和入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
163,Greek black‑figure kylix cup fragment,古希腊黑绘浅酒杯残件,C,5.111,31.8,low,C–A,5.12,是,对象身份、画家归属和神话场景均未核验，答案可能使当前C级显著上移。,,缺黑绘浅杯身份及画家、场景鉴定。,PEM档案中哪件黑绘浅酒杯残件与此描述相符，古希腊陶器专家能否据图确认年代、产地、画家圈及神话场景？,缺PEM登录记录及专业鉴定，以确认残件身份、黑绘技法、器形、产地和年代。；缺画家或作坊归属，以及神话人物、场景和原构图的辨识。；缺高清图、尺寸、原杯残存比例和绘画质量评估。；缺可靠考古来源和常规入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
164,Greek red‑figure amphora neck fragment,古希腊红绘双耳罐颈部残件,C,4.938,31.8,low,C–A,5.12,是,阿提卡归属、器形和画家信息均未核验，可能改变当前C级判断。,,缺阿提卡红绘归属及画家、图像鉴定。,PEM档案中哪件红绘双耳罐颈部残件与此描述相符，专家能否据图确认阿提卡产地、器形、年代、画家圈和图像内容？,缺PEM登录记录及专业鉴定，以确认对象身份、阿提卡产地、红绘技法、器形和年代。；缺画家或作坊归属及颈部图像内容辨识。；缺高清图、尺寸、保存状态、原器残存比例和绘画质量评估。；缺可靠考古来源与常规入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
165,Roman marble portrait bust fragment,罗马大理石胸像残件,C,5.061,31.8,low,C–A,5.12,是,人物类型与对象身份未核验，而皇室、私人或后世仿作等不同答案可能显著改变Tier。,,缺人物或肖像类型鉴定及可核验登录记录。,PEM登记档案中哪件罗马大理石胸像残件与此描述相符，专家能否据多角度图确认人物或肖像类型、年代和作坊？,缺PEM登录记录及材质、文化归属鉴定，以确认该胸像残件的身份。；缺人物身份或肖像类型、精确年代、仿作关系及作坊归属研究。；缺多角度高清图、尺寸、状态报告及雕刻质量分析。；缺可靠考古来源与常规入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
166,Roman glass perfume bottle,罗马玻璃香水瓶,C,4.953,31.8,medium,C–B,2.15,是,对象和器型未核验；若属稀见玻璃类型而非普通香膏瓶，当前C级可能变化。,,缺器型鉴定及可核验的PEM登录记录。,PEM登记档案中是否有符合“小型罗马吹制香膏瓶”的对象，其登录号、器型、年代、产地、颜色和制作痕迹是什么？,缺PEM登录记录，以确认玻璃瓶身份、官方题名、尺寸、年代和罗马归属。；缺器型分类、产地及吹制或模制痕迹分析，以判断它是否属于常见香膏瓶或稀见类型。；缺图像、颜色、虹彩、保存状态和修复记录，以评估其视觉与工艺质量。；缺具体墓葬来源及常规入藏链条。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
167,Egyptian faience amulet figurine,埃及费昂斯护身符小造像,C,5.221,31.8,medium,C–B,2.39,是,对象及护身符类型未核验；若属稀见神祇或特殊铭文类型，当前C级可能变化。,,缺神祇类型鉴定及可核验登录记录。,PEM登记档案中哪件埃及费昂斯护身符与此描述相符，其神祇或类型、铭文、年代及同类存世数量是什么？,缺PEM登录记录，以确认对象身份、材质、尺寸、年代和埃及归属。；缺神祇或护身符类型、姿态、属性物和铭文辨识。；缺材质检测、制作工艺和已出版同类护身符的数量及稀缺性比较。；缺具体墓葬来源和常规入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
168,Etruscan bronze fibula safety‑pin brooch,伊特鲁里亚青铜别针胸针,C,4.900,31.8,medium,C–B,2.15,是,对象及类型学分类未核验；若鉴定为稀见或高质量类型，当前C级可能变化。,,缺类型学鉴定及可核验的PEM登录记录。,PEM登记档案中是否有符合“伊特鲁里亚青铜别针胸针”的对象，其登录号、类型学分类、年代、区域产地及纹饰是什么？,缺PEM登录记录，以确认胸针身份、材质、尺寸、年代和伊特鲁里亚归属。；缺胸针类型学分类、区域产地及与可断代墓葬组合的比较。；缺高清图、纹饰、铸造与锻造痕迹、腐蚀状态及同类型稀缺性比较。；缺具体出土地点及常规入藏记录。,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=none cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
169,"Italian maiolica plate, 16th‑century",16世纪意大利马约里卡陶盘,C,5.277,37.0,medium,C–B,2.33,是,「普通工坊制品」是当前判断的核心却无权威来源，作坊或品质结论不同可能改变Tier。,,PEM登记或权威编目对对象身份、年代及作坊性质的确认,PEM登记档案能否用「16世纪意大利马约里卡陶盘」及欧洲装饰艺术展厅定位出登录号，并据款记或编目确认其产区、作坊与品质等级？,缺PEM登记或权威编目对该盘登录号、准确年代、产区、作坊及「普通工坊制品」性质的确认；缺出版比较以判定其绘画质量、作坊归属及在16世纪马约里卡中的典型或突出程度；缺可靠的历次所有权与PEM入藏记录；缺正反面高清图、尺寸及状况报告,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
170,Renaissance bronze small plaquette religious theme,文艺复兴宗教主题青铜小浮雕牌,C,4.839,35.4,low,C–A,4.84,是,作者、作坊和图像学均未确认，「次要」定位可能因归属结果不同而失效。,,登录号、年代、地区及作者或作坊的权威确认,PEM登记档案能否识别这件宗教青铜小浮雕牌，并由专业图录或馆藏比较确认其年代、地区、作者或作坊及具体图像？,缺PEM登记或权威编目确认登录号、准确年代、制作地区、作者或作坊；缺对所表现圣徒或宗教场景、原型来源及私人礼拜用途的权威识别；缺出版比较以判定其铸造品质、归属及在文艺复兴小浮雕牌中的地位；缺历次所有权与PEM入藏记录,basic_identification=partial date_period=partial maker_culture=none historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
171,Baroque pewter drinking mug,巴洛克白镴饮酒杯,C,4.479,32.8,medium,C–B,2.12,是,「常见实用器」的核心判断缺少款记与类型学证据，若识别出少见制作者或类型，Tier可能改变。,,款记释读及据此确定的制作者、产地与年代,PEM登记或实物检查能否记录这只白镴酒杯底部、把手和盖上的全部款记，并与欧洲白镴器标志目录比对出制作者、产地和年代？,缺PEM登记记录及底部、把手或盖上款记的释读，以确认登录号、产地、制作者与年代；缺同地区白镴酒杯的类型学和馆藏比较，以确认其确属常见实例而非少见制作者或类型；缺历次所有权、使用者及PEM入藏经过；缺尺寸、重量、高清图像与状况记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
172,Gothic stained‑glass floral fragment,哥特彩色玻璃花卉残片,C,4.771,36.0,low,C–A,4.80,是,原建筑语境完全未核；若来自重要教堂或可归属重要工坊，其当前Tier依据会显著变化。,,残片原属教堂、窗户及窗格位置的可核记录,PEM登记档案或旧藏目录是否记录这块花卉彩玻的原教堂、窗户位置、离开建筑的经过及准确年代，相关信息能否与哥体彩窗资料库对应？,缺原属教堂、具体窗户与窗格位置，以及离开建筑后的连续记录；缺准确年代、制作地区、工坊及玻璃和彩绘工艺的权威鉴定；缺PEM登录号和登记描述以确认现有描述确指同一件馆藏；缺透射光与反射光高清图、尺寸及修复报告,basic_identification=partial date_period=partial maker_culture=none historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
173,Dutch delft blue‑and‑white tile group,代尔夫特蓝白瓷砖组,B,5.949,36.0,low,C–A,4.80,是,「成组」是当前Tier的重要依据，但原配关系、数量和排列均未确认；答案不同可能改变其类别地位。,,各砖是否原配成组及其原始墙面排列的证据,PEM登记档案记载该组共有多少砖、哪些登录号、背面有何标记，并能否证明它们原属同一套墙面而非后配组合？,缺瓷砖数量及证据确认各砖是否原配成组、原始排列为何、是否来自同一建筑；缺背面标记、准确年代、窑场或工厂归属，以及同窑同题材成组实例的比较；缺PEM登记或策展记录确认该组是否被视为跨文化蓝白叙事的代表对象；缺原所有者、拆卸流传过程及PEM入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
174,Japanese contemporary ceramic tea cup,日本当代陶艺茶杯,C,5.319,29.2,low,C–A,5.31,是,作者身份和作品状态均未知，而这两项足以改变其在日本当代陶艺中的重要性判断。,,艺术家、确切题名、年份与登录号的权威确认,PEM登记档案能否根据艺术与自然中心的展陈位置识别这只日本茶杯的艺术家、确切题名、年份和登录号，并说明它是唯一件、系列件还是常规产品？,缺艺术家姓名、确切题名、制作年份、登录号及PEM权威编目确认；缺该茶杯在艺术家创作生涯、系列和日本当代陶艺中的位置，以及唯一件、系列件或常规产品的状态；缺胎土、釉料、烧成方法、签款、尺寸及高清图像；缺历次所有权与PEM入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
175,Small Josh Simpson planet marble,乔希·辛普森小型星球玻璃弹珠,B,6.116,36.0,low,C–A,4.80,是,当前Tier依赖与大型星球作品的呼应，但该关系及作品身份均未核实。,,该件与「Mega Megaplanet」的确切关系及作品状态,PEM登记档案与Josh Simpson工作室档案如何命名这颗小型星球玻璃，其年代、登录号及与「Mega Megaplanet」的习作、原型或独立作品关系为何？,缺PEM权威记录确认登录号、确切题名、年代及乔希·辛普森归属；缺其与「Mega Megaplanet」的确切关系，以及它是习作、原型、配套件还是独立作品的记录；缺该件在辛普森星球系列中的唯一性、生产状态与创作生涯位置；缺PEM入藏记录、尺寸、高清图像与状况资料,basic_identification=partial date_period=none maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=partial institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
176,Contemporary mixed‑media shell assemblage artwork,当代贝壳混合媒介装置小品,C,4.828,27.6,low,C–A,5.43,是,基本作品身份及艺术家地位均无法确认，答案不同可能使其重要性判断大幅变化。,,艺术家、确切题名、年份与登录号的权威确认,PEM登记档案能否根据艺术与自然中心的展陈位置识别这件贝壳装置的艺术家、题名、年份和登录号，并确认其是否属于重要系列或委托项目？,缺艺术家姓名、确切题名、制作年份、登录号及PEM编目记录；缺该作在艺术家生涯和相关系列中的位置，以及唯一件、版本件或委托作品状态；缺贝壳种类、其他材料、制作方法、尺寸与完整视觉记录；缺历次所有权与PEM入藏经过,basic_identification=partial date_period=partial maker_culture=none historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
177,Hank Willis Thomas small print work,汉克·威利斯·托马斯小幅版画,B,6.243,37.0,low,C–A,4.73,是,当前Tier依赖艺术家及种族议题，但具体作品和版次未识别，可能从普通版次变为重要系列作品，或反之。,,确切题名、图像、系列、技法与版次的权威确认,PEM登记档案能否确认这件汉克·威利斯·托马斯版画的题名、年份、技法、版次和登录号，艺术家作品目录又如何界定其系列与种族议题地位？,缺确切题名、制作年份、版画技法、版次、印数、登录号及作者归属的权威记录；缺具体图像与文字内容，以及该作所属系列和种族议题的作品级解释；缺艺术家作品目录或学术出版对该版画在汉克·威利斯·托马斯创作生涯中位置的说明；缺历次所有权、PEM入藏经过及版权记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
178,Valerie Hagerty small cabinet study,瓦莱丽·哈格蒂小型柜子习作,C,5.123,30.0,low,C–B,2.20,是,作者姓名可能误拼，且「习作」及与大型作品的关系未核；这些事实直接影响当前Tier依据。,,艺术家姓名及其与大型沉船立柜关系的权威确认,PEM登记档案中的艺术家究竟记作Valerie Hagerty还是其他拼写，该小柜的正式题名、年份及其与大型沉船立柜的习作、模型或独立作品关系为何？,缺PEM权威记录核对艺术家姓名拼写、确切题名、年份、登录号与作者归属；缺其与所谓大型沉船立柜的关系，以及它究竟是习作、模型、原型还是独立作品的记录；缺具体材料、制作方法、尺寸、高清图像与状况记录；缺创作、委托、历次所有权及PEM入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
179,Salem witch‑trial era brass thimble,塞勒姆猎巫时代黄铜顶针,B,6.081,33.5,low,C–A,4.99,是,猎巫时代考古语境是当前Tier的主要依据，却没有任何可核发掘记录；若关联不成立，判断会明显改变。,,发掘地点、地层、报告和保管链对猎巫时代关联的证明,哪一份塞勒姆考古发掘报告记录了这枚黄铜顶针，其探方、地层号、出土日期和保管链是什么，PEM登记文本是否明确把它与猎巫人物或遗址相连？,缺具体发掘地点、探方、地层号、出土日期、发掘报告与保管链，以及其与猎巫人物或遗址的可靠关联；缺顶针类型学断代和材质分析，以验证其确属17世纪晚期；缺PEM登录记录和展陈文本对「猎巫时代」关联的明确表述；缺塞勒姆同期出土顶针的数量、分布及馆藏比较,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
180,18th‑century shoe buckle silver,18世纪银鞋扣,B,5.503,37.0,medium,C–B,2.83,是,当前处于等级边界附近，而款记、制作者及同类比较均缺；若为普通件或少见名匠作品，Tier可能不同。,,款记、制作者、制作地点与准确年代的权威确认,PEM登记或实物检查能否记录这枚银鞋扣的全部款记、登录号及成对状态，并与殖民时期银匠名录比对出制作者、地点和准确年代？,缺PEM登录号、款记释读、制作者、制作地点及准确年代的权威确认；缺与同期殖民地银鞋扣的工匠产品和馆藏比较，以判定其为普通实例还是较突出作品；缺原所有者、使用地点、历次流传及PEM入藏经过；缺材质检测、尺寸、装饰高清图、状况及是否原为成对的记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
