seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
147,Brass ship compass working example,黄铜船用罗盘实物,Maritime Gallery,Brass‑Glass Scientific Instrument,object,航海仪器与船用工具,3,5.8,5.7,5.7,6.2,6.6,0,7.3,8.4,8.7,7.910,6.151,B,B,,Core 6.151 落在 5.5–7.19,medium,19世纪黄铜船用罗盘能够清楚解释商船导航技术，材质和可理解的功能也较吸引游客，但缺少重要船只、制造者或事件关联，仍属常规海事仪器。,组内排名第一，船用罗盘最能代表远洋航行的核心导航技术，也最契合PEM的海事身份。,
148,Lead ship’s sounding weight,铅制测水深铅锤,Maritime Gallery,Lead Metal Object,object,航海仪器与船用工具,3,5.3,6.1,3.8,4.9,6.4,0,6.5,7.0,8.2,6.990,5.549,C,B,变,Core 5.549 落在 5.5–7.19,medium,测深铅锤本身朴素且视觉冲击有限，但来自塞勒姆双桅船的本地关联强化了其在PEM海贸叙事中的价值，并能有效说明近代航海测深实践。,组内排名第二，测深铅锤以航道探测功能区别于罗盘，并借塞勒姆商船使用背景补足实际航海作业叙事。,
149,Ship‑carpenter’s folding rule,船木匠折叠木尺,Maritime Gallery,Wood‑Brass Tool,object,航海仪器与船用工具,3,4.8,5.2,4.0,4.7,5.8,0,5.5,4.6,6.6,5.450,4.980,C,C,,Core 4.980 < 5.5,medium,折叠木尺可补充船舶建造与维修的劳动史，但属于常见工匠工具，缺乏突出人物或船只渊源，现场吸引力和本馆不可替代性均有限。,组内排名第三，折叠木尺可呈现船舶建造维护，但器形较通用且海事专属性弱于前两件。,
150,Water‑colour ship portrait of minor Salem brig,塞勒姆普通双桅船水彩肖像,Maritime Gallery,Watercolor on Paper,object,塞勒姆船舶肖像画,1,5.6,6.1,5.6,5.7,6.3,0,5.8,8.2,8.3,7.020,5.987,B,B,,Core 5.987 落在 5.5–7.19,medium,这幅水彩为塞勒姆普通贸易船留下了有用的图像记录，契合PEM地方海事身份，但题材船只知名度与作品艺术水准据简介均非突出。,作为组内唯一的塞勒姆船舶肖像画，其题材虽为普通且较少知名的双桅商船、品质地位居中，但非重复性高，并能直接补足PEM核心的塞勒姆远洋贸易叙事。,
151,Model of small coastal schooner,沿海小纵帆船船模,Maritime Gallery,Wood Ship‑Model,object,船模,1,5.2,5.5,6.1,6.4,6.2,0,6.2,8.0,8.2,7.140,5.934,B,B,,Core 5.934 落在 5.5–7.19,medium,沿海纵帆船船模以易于理解的立体形式展示日常贸易船型，游客吸引力优于多数工具类展品，但其对象普通且未见特殊制作或历史渊源。,作为组内唯一船模，其题材虽属常见沿海商贸小帆船而非顶级名舰，但独占本组代表位置，并有效补足PEM海事叙事中的日常沿岸运输一环。,
152,19th‑century whale‑oil lantern,19世纪鲸油手提灯,Maritime Gallery,Metal‑Glass Household Object,object,船上照明器具,1,5.5,5.7,5.4,6.0,6.6,0,6.4,8.5,8.2,7.390,5.964,B,B,,Core 5.964 落在 5.5–7.19,medium,鲸油手提灯把捕鲸产品与船上夜间生活直接联系起来，形制直观且叙事清晰，但作为常见功能器物，其单件历史地位和不可替代性适中。,作为组内唯一的船上照明器具，它虽属较常见的19世纪实用型鲸油灯而非工艺珍品，却凭唯一性及对远洋航海夜间生活的补位价值居本组首位。,
153,Salem customs‑house manuscript fragment,塞勒姆海关手稿残页,Phillips Library Display Case,Manuscript Paper,object,塞勒姆海事手稿,2,5.7,6.3,3.4,4.2,7.0,0,6.4,7.8,8.6,7.260,5.631,B,B,,Core 5.631 落在 5.5–7.19,medium,塞勒姆海关货运记录能具体解释港口贸易、进口商品与行政制度，和PEM起源联系紧密，但残页状态及纸本文书的展示方式明显限制视觉与大众吸引力。,组内居首，海关货运记录比私人日志更能代表塞勒姆远洋贸易的制度与货物流转，并直接衔接PEM的海事及亚洲外销艺术叙事。,
154,Ship captain’s personal journal fragment,船长私人航海日志残页,Phillips Library Display Case,Manuscript Paper,object,塞勒姆海事手稿,2,5.6,6.1,3.6,4.7,6.9,0,6.1,6.2,7.8,6.470,5.572,B,B,,Core 5.572 落在 5.5–7.19,medium,船长私人日志残页为塞勒姆远洋航行提供第一人称材料，叙事与教育潜力较强，但因仅存单页且未说明船长或航程的重要性，遗产地位与视觉表现受限。,组内居次，船长日志虽以个人视角补充航海生活，但作为无明确人物与航次信息的残页，其典范性和非重复性弱于海关记录。,
155,Felix Beato landscape photograph,费利斯·比托风景原版照片,Photography Gallery,Albumen Photograph,object,19世纪蛋白摄影,2,6.8,5.5,6.3,6.2,6.8,0,6.8,5.4,6.2,6.260,6.256,B,B,,Core 6.256 落在 5.5–7.19,medium,费利斯·比托是19世纪摄影史的重要先驱，原版蛋白照片具有明确艺术史和媒介史价值，但该风景取景地较次要且与PEM核心身份的直接联系尚不明确。,组内居次：虽为比托原版风景蛋白照片并具早期亚洲摄影价值，但题材较常见，较汤姆森街景的社会记录性与叙事补位作用更弱。,
156,John Thomson street‑scene photograph,约翰·汤姆森街景原版照片,Photography Gallery,Albumen Photograph,object,19世纪蛋白摄影,2,7.1,6.3,6.2,6.5,7.5,0,7.2,8.0,7.8,7.560,6.781,B,B,,Core 6.781 落在 5.5–7.19,medium,约翰·汤姆森的中国摄影在早期纪实摄影与跨文化视觉史中地位突出，这幅街景也能有效呈现晚清社会生活并呼应PEM东亚收藏核心，但它在其中国系列中属于次要作品。,组内第一：汤姆森街景以日常社会观察区别于一般风景摄影，更能连接PEM的东亚收藏与19世纪跨文化视觉叙事。,
157,19th‑century travel album page,19世纪旅行相册单页,Photography Gallery,Albumen Photograph,object,塞勒姆旅行摄影与相册,1,5.2,6.3,4.5,5.1,6.4,0,5.8,8.0,7.4,6.780,5.693,B,B,,Core 5.693 落在 5.5–7.19,medium,相册页本身属于可替代的19世纪旅行纪念摄影，但由塞勒姆旅行者编排，能直接连接摄影传播、海外旅行与PEM的全球贸易叙事。,作为组内唯一对象，其混合纪念照编排使D偏高，并以塞勒姆旅行者的个人视角补充了本馆远洋交流叙事，但单页本身的典范性仅属中等。,
158,Persian Safavid small ceramic bowl,萨法维波斯陶小碗,Islamic‑Asian Gallery,Glazed Pottery,object,伊斯兰陶瓷器皿,1,5.4,4.0,4.7,4.6,5.5,0,5.8,7.6,6.2,6.420,4.942,B,C,变,Core 4.942 < 5.5,medium,萨法维陶瓷具有明确的时代与工艺价值，但这件小碗纹饰简单且未见名家、窑口或特殊来源信息，在PEM也不属身份性核心。,作为组内唯一的伊斯兰陶瓷器皿，其萨法维波斯背景具有较高非重复性并补充西亚叙事，但器形与几何装饰较朴素，品质和典范程度仅居中等。,
159,Persian Qajar painted tile fragment,卡扎尔波斯彩绘瓷砖残件,Islamic‑Asian Gallery,Glazed Ceramic Tile,object,伊斯兰建筑陶砖,2,4.9,3.7,4.3,4.4,5.7,0,5.2,7.4,5.8,5.980,4.663,C,C,,Core 4.663 < 5.5,medium,卡扎尔人物陶砖可说明波斯建筑装饰与世俗图像传统，但残件状态和缺少原建筑语境明显削弱其视觉完整性与单件地位。,组内两件中，卡扎尔人物题材比奥斯曼书法砖更具非重复性，D居首，但残件形态与非核心馆藏语境限制了Q与G。,
160,Mamluk brass inlaid small tray,马穆鲁克嵌饰黄铜小托盘,Islamic‑Asian Gallery,Brass Metalwork,object,伊斯兰金属器,1,6.2,4.2,5.7,5.5,6.1,0,6.8,8.5,6.3,7.210,5.606,B,B,,Core 5.606 落在 5.5–7.19,medium,马穆鲁克嵌饰黄铜器承载较强的伊斯兰金工传统与生活史价值，工艺也具观赏性，但小型日用托盘并非PEM核心收藏的标志物。,作为组内唯一的伊斯兰金属器，其马穆鲁克嵌饰黄铜工艺具有较高独特性并补充伊斯兰物质文化一环，但小型日用托盘的典范性及与PEM核心叙事的关联度仅属中上。,
161,Ottoman calligraphic tile fragment,奥斯曼书法瓷砖残件,Islamic‑Asian Gallery,Glazed Ceramic Tile,object,伊斯兰建筑陶砖,2,5.2,3.8,4.8,4.7,6.0,0,5.8,6.2,6.2,6.000,4.915,C,C,,Core 4.915 < 5.5,medium,书法纹样能有效阐释奥斯曼建筑装饰中书写、信仰与图案的结合，但残片缺少完整铭文和建筑环境，单件冲击力有限。,组内其书法装饰更能典范性代表伊斯兰建筑陶砖并补充奥斯曼叙事，Q与G居首，但与同组釉面砖在材质功能上仍有重复，故D次之。,
162,Ottoman embroidered towel fragment,奥斯曼刺绣织物残片,Islamic‑Asian Gallery,Embroidery Textile,object,伊斯兰刺绣织物,1,4.7,3.6,4.1,4.0,5.6,0,5.2,8.2,5.8,6.220,4.517,C,C,,Core 4.517 < 5.5,medium,这类花卉刺绣家用织物适合说明奥斯曼日常生活与女性手工艺，不过残片、常见题材和有限尺度使其较易被同类替代。,作为组内唯一的伊斯兰刺绣织物，其奥斯曼家用纺织传统具有较高独特性与叙事补位价值，但残片形态且未见典范性依据，品质地位仅属中等。,
163,Greek black‑figure kylix cup fragment,古希腊黑绘浅酒杯残件,Ancient Mediterranean,Terracotta,object,古希腊彩绘陶器,2,5.9,3.6,4.5,4.9,6.3,0,6.2,8.0,6.3,6.760,5.111,B,C,变,Core 5.111 < 5.5,medium,黑绘技法、浅酒杯器形与神话场景能够串联希腊陶绘和宴饮文化，但仅存残片且没有画师或特殊出处，难成为PEM参观重点。,组内以黑绘技法、酒杯器形和神话叙事画面更具综合代表性，独特性居首，并补充希腊宴饮文化一环。,
164,Greek red‑figure amphora neck fragment,古希腊红绘双耳罐颈部残件,Ancient Mediterranean,Terracotta,object,古希腊彩绘陶器,2,5.8,3.6,4.3,4.7,6.1,0,5.9,6.6,6.0,6.130,4.938,B,C,变,Core 4.938 < 5.5,medium,阿提卡红绘陶器具有重要艺术史背景，但这件只保留双耳罐颈部，叙事图像与器形均不完整，在非古典收藏强馆中替代性较高。,阿提卡红绘与双耳罐器形具有典型性，但仅存颈部且叙事信息较弱，组内独特性次于黑绘神话酒杯残件。,
165,Roman marble portrait bust fragment,罗马大理石胸像残件,Ancient Mediterranean,Marble Sculpture,object,古罗马大理石雕塑,1,5.8,3.7,5.0,4.9,5.9,0,5.0,8.0,5.8,6.060,5.061,C,C,,Core 5.061 < 5.5,medium,罗马大理石肖像传统具有明确历史与艺术价值，残存面部仍可能形成现场吸引力，但破损程度和身份不明限制了其独特性。,作为组内唯一的古罗马大理石雕塑，其残缺程度限制了品质与典范性，但在组内独特性最高，并为PEM补入古典地中海肖像雕塑一环。,
166,Roman glass perfume bottle,罗马玻璃香水瓶,Ancient Mediterranean,Glass Vessel,object,古罗马玻璃器,1,5.5,3.6,4.7,4.9,6.1,0,5.4,7.2,5.6,5.980,4.953,C,C,,Core 4.953 < 5.5,medium,典型吹制玻璃香膏瓶能直观解释罗马玻璃技术、个人护理和随葬习俗，但器物小且类型常见，对PEM身份贡献很低。,组内仅此一件，作为罗马吹制玻璃与丧葬用香膏瓶的唯一代表而获较高D，但器型较常见、品质典范性有限，主要补充本馆非核心的古地中海日常生活叙事。,
167,Egyptian faience amulet figurine,埃及费昂斯护身符小造像,Ancient Mediterranean,Faience,object,古埃及护身符与小型造像,1,5.7,3.8,4.6,5.4,6.6,0,5.5,8.0,6.3,6.410,5.221,C,C,,Core 5.221 < 5.5,medium,费昂斯护身符可清楚呈现古埃及的保护信仰、材料技术和葬俗，对普通游客也有题材吸引力，但小型常见且未明确神祇身份。,作为组内唯一的古埃及费昂斯护身符，其同类独占性使D居于高位，并能补充古埃及丧葬信仰叙事，但小型常见器类的典范性有限。,
168,Etruscan bronze fibula safety‑pin brooch,伊特鲁里亚青铜别针胸针,Ancient Mediterranean,Bronze Metalwork,object,古代地中海青铜饰件,1,5.5,3.6,4.4,4.6,6.0,0,6.0,8.0,5.5,6.500,4.900,C,C,,Core 4.900 < 5.5,medium,伊特鲁里亚青铜别针兼具服饰、金工和社会身份方面的教育价值，但作为常见小型实用品，视觉性及其对PEM馆藏身份的贡献有限。,作为组内唯一对象，它以典型青铜服饰扣件代表伊特鲁里亚日常金工，独特性较高并能补入古代地中海服饰文化一环，但并非PEM核心叙事中的标志性精品。,
169,"Italian maiolica plate, 16th‑century",16世纪意大利马约里卡陶盘,European Decorative Arts,Ceramic,object,欧洲装饰陶瓷,2,5.8,3.6,5.7,5.4,6.1,0,6.7,6.2,5.8,6.370,5.277,B,C,变,Core 5.277 < 5.5,medium,16世纪彩绘马约里卡能说明意大利文艺复兴时期的陶艺与餐桌文化，但普通作坊制品且欧洲装饰艺术并非PEM的核心馆藏。,作为典型的16世纪意大利工坊马约里卡陶盘，其时代与类别价值明确，但在本组中典范性和叙事补位均次于更具组合特色的代尔夫特瓷砖组。,
170,Renaissance bronze small plaquette religious theme,文艺复兴宗教主题青铜小浮雕牌,European Decorative Arts,Bronze,object,欧洲青铜小型雕塑,1,5.5,3.3,4.8,4.7,6.0,0,5.5,7.0,5.2,5.890,4.839,C,C,,Core 4.839 < 5.5,medium,宗教小浮雕牌可呈现文艺复兴时期家庭私人礼拜传统，但其体量、题材与“次要 devotional relief”的定位均限制了现场冲击和本馆不可替代性。,作为组内唯一的欧洲文艺复兴青铜小浮雕牌，它独占此类位置而获较高D，但属于较常见的私人礼拜小品，品质典范性及对PEM核心叙事的补位均属中等。,
171,Baroque pewter drinking mug,巴洛克白镴饮酒杯,European Decorative Arts,Pewter Metalwork,object,欧洲锡镴器,1,4.9,3.1,4.3,4.2,5.8,0,5.3,8.0,3.7,5.790,4.479,C,C,,Core 4.479 < 5.5,medium,白镴饮酒杯对理解巴洛克时期日常餐饮和阶层生活有一定价值，但属于较常见的功能性器物，在PEM语境中可替代性较高。,本组唯一的欧洲锡镴器，以典型巴洛克日用酒具代表该门类，独特性居组内首位，但品质属实用器常例且对PEM核心海贸与亚洲叙事补位有限。,
172,Gothic stained‑glass floral fragment,哥特彩色玻璃花卉残片,European Decorative Arts,Stained‑Glass,object,欧洲彩色玻璃,1,5.1,3.2,5.0,4.8,5.7,0,5.4,8.0,5.8,6.260,4.771,B,C,变,Core 4.771 < 5.5,medium,该残片保留了哥特教堂彩窗的材质和装饰信息，但非人物题材且为残件，叙事完整性与视觉规模均较有限。,作为组内唯一的欧洲彩色玻璃，它以较高独特性补充中世纪装饰艺术门类，但非人物花卉残片的典范性与对PEM核心叙事的贡献均属中等。,
173,Dutch delft blue‑and‑white tile group,代尔夫特蓝白瓷砖组,European Decorative Arts,Ceramic,object,欧洲装饰陶瓷,2,6.3,4.4,6.2,6.1,6.6,0,7.2,8.2,7.4,7.540,5.949,C,B,变,Core 5.949 落在 5.5–7.19,medium,成组的代尔夫特蓝白风景瓷砖兼具装饰效果，并可解释荷兰室内文化及欧洲陶瓷对跨文化蓝白传统的吸收，但不是PEM的核心门类。,该组以成套墙砖、蓝白装饰和风景题材成为组内独特性最高者，并可与PEM强项中的东亚蓝白陶瓷及跨文化传播叙事形成呼应。,
174,Japanese contemporary ceramic tea cup,日本当代陶艺茶杯,Art & Nature Center,Stoneware Ceramic,object,日本当代陶艺,2,5.5,4.9,5.4,5.3,5.8,0,5.6,4.3,5.5,5.190,5.319,C,C,,Core 5.319 < 5.5,low,这件制作良好的日本工作室陶艺茶杯与PEM的东亚收藏方向及艺术—自然主题相容，但未知艺术家与具体创新点使其更接近常规馆藏。,组内居次，虽以茶杯形态补充日本当代实用陶艺一面，但作者与形式信息有限且器型较常见，独特性明显低于南瓜陶塑。,
175,Small Josh Simpson planet marble,乔希·辛普森小型星球玻璃弹珠,Art & Nature Center,Art Glass,object,当代艺术玻璃,2,6.2,5.7,6.5,7.0,6.2,0,6.1,3.5,4.3,4.960,6.116,C,B,变,Core 6.116 落在 5.5–7.19,medium,辛普森的微型“星球”以精细玻璃工艺制造宇宙幻景，虽规模很小且属同系列次级作品，却能呼应馆内大型作品并带来较强的近距离惊喜。,组内居次，其微型弹珠形态虽有趣，但与较大的星球玻璃球在作者和母题上高度重复，叙事补位也较有限。,
176,Contemporary mixed‑media shell assemblage artwork,当代贝壳混合媒介装置小品,Art & Nature Center,Mixed‑Media,object,当代混合媒介艺术,2,4.7,4.2,5.2,5.4,5.3,0,4.5,4.2,5.1,4.530,4.828,C,C,,Core 4.828 < 5.5,low,贝壳材质与自然主题适合艺术与自然中心的展示语境，但作为小型、作者与创作背景不明的装置小品，其重要性和不可替代性有限。,组内居次，贝壳材料虽能呼应PEM的海洋与自然主题，但小型自然拼装的形式较常见，独特性不及具名艺术家的柜体习作。,
177,Hank Willis Thomas small print work,汉克·威利斯·托马斯小幅版画,American Contemporary Gallery,Print on Paper,object,美国当代纸本版画,1,7.1,4.8,5.5,6.2,7.6,0,7.0,8.4,6.3,7.280,6.243,B,B,,Core 6.243 落在 5.5–7.19,medium,汉克·威利斯·托马斯是讨论种族与视觉文化的重要当代艺术家，此作教育和议题价值突出，但小幅版画的现场冲击有限且美国当代艺术不是PEM最不可替代的领域。,作为组内唯一的美国当代纸本版画，其独特性居首且能补充种族议题叙事，但小幅、次要作品的典范性及其与PEM核心收藏方向的关联有限。,
178,Valerie Hagerty small cabinet study,瓦莱丽·哈格蒂小型柜子习作,Maritime Gallery,Mixed‑Media,object,当代混合媒介艺术,2,5.4,4.3,5.1,5.2,5.5,0,5.5,7.1,5.5,5.980,5.123,B,C,变,Core 5.123 < 5.5,low,这件柜子形态的混合媒介习作可辅助理解艺术家的材料实验，但缩小尺寸和“习作”属性使其更像创作过程材料而非核心代表作。,组内居首，具名艺术家的缩尺柜体习作在形式与创作指向上更明确，较贝壳装置更具非重复性，并可为海事展陈补充当代视角。,
179,Salem witch‑trial era brass thimble,塞勒姆猎巫时代黄铜顶针,Special Case Display,Brass Artifact,object,塞勒姆历史考古器物,1,6.2,6.8,3.3,5.6,7.3,0,6.3,8.2,7.5,7.110,6.081,B,B,,Core 6.081 落在 5.5–7.19,medium,顶针本身普通且视觉上极不显眼，但其晚17世纪塞勒姆考古语境可具体呈现猎巫时代普通人的日常生活，对本地历史叙事具有较高价值。,作为组内唯一对象，它以普通家用顶针的考古实物形态独占较高D，并补足PEM塞勒姆猎巫时代日常生活叙事，但器物本身的工艺与典范性仅属中等。,
180,18th‑century shoe buckle silver,18世纪银鞋扣,American Decorative Arts,Silver Metalwork,object,美国殖民时期银器,1,5.7,4.8,5.3,5.2,6.2,0,5.8,8.0,6.4,6.580,5.503,C,B,变,Core 5.503 落在 5.5–7.19,medium,银鞋扣能说明18世纪殖民社会的服饰、身份表达和金属工艺，但缺少名匠或重要人物关联，在PEM美国装饰艺术中属于较可替代的实例。,作为组内唯一的殖民时期银器，它以银鞋扣补足早期美国服饰与日常物质文化叙事，D居组内首位，但器类体量与典范性有限。,
181,Carved walnut snuff box,雕花胡桃木鼻烟盒,American Decorative Arts,Carved Wood,object,美国民间木雕小件,2,4.5,3.8,4.5,4.8,4.9,0,4.9,4.6,4.2,4.670,4.447,C,C,,Core 4.447 < 5.5,medium,小型民间风格鼻烟盒可反映日常吸烟习俗与木雕工艺，但体量、题材和工艺定位均较普通，且美国装饰艺术并非PEM最不可替代的板块。,组内居次，虽以鼻烟盒器形体现日常木雕工艺，但相较彩绘动物形象更常规，且对PEM核心叙事补位有限。,
182,Chinese export bamboo folding fan,外销竹骨折扇,Asian Export Art Gallery,Bamboo‑Paper Fan,object,中国外销扇,2,5.3,6.2,5.7,5.8,6.7,0,5.6,4.2,5.4,5.140,5.854,B,B,,Core 5.854 落在 5.5–7.19,medium,这件面向西方市场的手绘竹骨扇等级普通、单件可替代，但能直观说明中西贸易中的审美调适，契合PEM的亚洲外销艺术核心身份。,组内排名第二，竹骨形制虽可补充外销扇的材质与等级谱系，但普通品级且与彩绘折扇性质重叠，独特性明显较低。,
183,Japanese wood tea caddy,日本木制茶罐,Japanese Art Gallery,Painted Wood,object,日本木质茶器,1,5.2,5.5,5,5.2,6.2,0,5.6,7.2,6.3,6.220,5.497,C,C,,Core 5.497 < 5.5,medium,商人阶层日用木制茶罐在艺术等级和视觉效果上较常规，却能呈现日本茶叶储存、商业生活与日常器用文化，并受益于PEM的东亚收藏语境。,作为组内唯一的日本木质茶器，其彩绘木作与商人阶层日用属性具有较高非重复性，并为日本茶文化的日常物质层面提供补位，但典范性有限。,
184,Korean iron pot for home cooking,朝鲜家用铁锅,Korean Art Gallery,Iron Metalwork,object,朝鲜传统生活铁器,1,5.1,5.3,4.8,5.2,6.5,0,5.8,8.2,6.8,6.720,5.492,C,C,,Core 5.492 < 5.5,medium,铸造良好的家用铁锅本身是可替代的实用器，但作为朝鲜饮食、家庭劳动和传统铸铁技术的实物证据，教育叙事价值明显高于视觉价值。,作为组内唯一的朝鲜家用炊煮铁器，其铸造品质尚佳且以日常生活视角补足韩国艺术叙事，故D高而Q居中。,
185,Polynesian shell neck ornament,波利尼西亚贝壳颈饰,Oceanic Art Gallery,Shell‑Fiber Jewelry,object,大洋洲贝壳首饰,1,5.6,6.3,5.9,6.1,6.3,0,5.8,7.4,7.1,6.540,6.094,C,B,变,Core 6.094 落在 5.5–7.19,medium,普通等级的串珠贝壳颈饰并非罕见杰作，但其天然材料、身体装饰传统和波利尼西亚文化语境具有亲和力，也契合PEM具有身份意义的大洋洲收藏。,作为组内唯一的波利尼西亚贝壳首饰，其材质与佩饰传统能补充PEM核心大洋洲叙事，故D居组内首位且偏高，但常见等级的串珠形制限制了品质与独特性上限。,
186,Whaling‑ship carved wooden utensil,捕鲸船自制木雕餐具,Maritime Gallery,Carved Wood,object,捕鲸船上生活器物,1,6.2,6.8,5.1,6.2,7.3,0,6.6,8.5,8.3,7.510,6.481,C,B,变,Core 6.481 落在 5.5–7.19,medium,船员在捕鲸船上自制的木雕餐具虽朴素，却以个人化实物连接海上劳动、船居生活和民间工艺，与PEM源自塞勒姆远洋航海的身份高度契合。,作为组内唯一对象，它以船上自制餐具这一朴素实物独占捕鲸船日常生活视角，品质虽非顶级工艺品，但对PEM海事叙事的补位与非重复性均较高。,
187,Hand‑colored lithograph of Salem harbor,手工上色塞勒姆港石版画,Photography Gallery,Hand‑Colored Lithograph,object,塞勒姆地方景观版画,1,5.7,6.7,5.8,6,7,0,6.0,8.0,8.5,7.100,6.345,B,B,,Core 6.345 落在 5.5–7.19,medium,这类19世纪通俗港景石版画艺术等级有限，但塞勒姆滨水景观直接联系城市记忆、旅游观看与港口历史，在PEM本地海事叙事中具有较强意义。,作为组内唯一的塞勒姆地方景观版画，其通俗旅游印刷品的艺术典范性中等，但对塞勒姆港历史与PEM远洋贸易身份的补位价值突出。,
188,Safavid textile fragment floral pattern,萨法维花卉织物残片,Islamic‑Asian Gallery,Silk Textile,object,伊斯兰丝织物,1,6.3,4.7,5.3,5,6.4,0,6.4,8.0,6.3,6.860,5.626,C,B,变,Core 5.626 落在 5.5–7.19,medium,萨法维时期丝织传统具有较强历史与工艺意义，但该件只是重复花卉纹样的残片，完整性和现场冲击受限，且伊斯兰织物并非PEM身份核心。,作为组内唯一的萨法维丝织物，其残片形制与重复花卉纹样限制了典范性，但独占该类别并为馆内亚洲叙事补入波斯丝织传统，故D居组内首位且偏高。,
189,Etruscan terracotta votive figurine,伊特鲁里亚陶制还愿小造像,Ancient Mediterranean,Terracotta,object,古代地中海陶制还愿像,1,6.2,4,5,5.7,6.8,0,6.3,8.0,5.8,6.710,5.536,C,B,变,Core 5.536 落在 5.5–7.19,medium,小型伊特鲁里亚陶制还愿像能够清楚说明神庙奉献与民间宗教实践，但此类模制陶俑通常较常见，而古代地中海收藏对PEM身份的支撑较弱。,组内唯一且位列第一，作为伊特鲁里亚神庙还愿陶像的典型实例具有较高类别独特性，并为PEM非核心但必要的古代地中海宗教叙事补位。,
190,"Venetian glass drinking goblet, 17th‑century",17世纪威尼斯玻璃高脚杯,European Decorative Arts,Glass Vessel,object,威尼斯玻璃器皿,1,6.2,4.1,6,5.9,5.9,0,6.4,8.3,5.2,6.730,5.608,B,B,,Core 5.608 落在 5.5–7.19,medium,17世纪威尼斯吹制玻璃承载重要工艺传统，透明高脚杯也具轻盈美感，但简介显示其为普通作坊产品，且欧洲装饰艺术不是PEM的核心优势。,组内唯一的威尼斯玻璃器，因独占该类别而获较高D，但普通作坊制透明高脚杯的典范性有限，且对PEM核心海贸与亚洲叙事仅有辅助补位作用。,
191,American folk carved animal figure,美国民间木雕小动物,American Decorative Arts,Painted Wood,object,美国民间木雕小件,2,4.8,4.5,5.4,6,5.1,0,6.1,7.2,5.3,6.270,5.187,C,C,,Core 5.187 < 5.5,medium,彩绘木雕小动物以亲切造型和民间趣味提升游客吸引力，但作为常见装饰小件，其历史分量、叙事深度及对PEM馆藏身份的贡献都较有限。,组内居首，彩绘动物兼具立体造型与鲜明民间趣味，比功能性的鼻烟盒更具代表性和不可替代性。,
192,Chinese Qing‑dynasty scholar’s rock miniature,清代文人小供石,Asian Export Art Gallery,Stone Ornament,object,中国外销文人式陈设,1,5.7,6.2,5.7,6.1,6.7,0,6.6,8.4,8.1,7.440,6.209,B,B,,Core 6.209 落在 5.5–7.19,medium,清代小型供石把中国文人赏石传统转化为西方收藏者可接受的陈设品，单件虽不宏大，却能有效讲述跨文化消费，并契合PEM的亚洲外销艺术核心。,作为组内唯一对象，它以面向西方收藏者的微型供石呈现文人审美的外销转译，品质典范性中上而独特性与叙事补位价值较高。,
193,Japanese bamboo flower vase,日本竹制花入,Japanese Art Gallery,Bamboo Craft,object,日本竹工艺,1,5.8,6.1,6.2,5.9,5.8,0,6.2,8.2,6.6,6.880,6.058,C,B,变,Core 6.058 落在 5.5–7.19,low,手编花入体现日本竹工艺与町家花道生活传统，并契合PEM东亚收藏方向，但缺少年代、作者或名家传承信息，暂按制作较佳的常规工艺品评价。,组内仅此一件，作为日本竹编花道器具的唯一代表而获较高D，并为PEM东亚艺术叙事补充町屋生活与花道工艺一环，但典范性尚属中上。,
194,Māori woven basket,毛利编织储物篮,Oceanic Art Gallery,Plant‑Fiber Textile,object,大洋洲植物纤维编织品,3,5.8,6.4,5.3,5.6,6.5,0,6.4,4.8,7.0,6.040,5.974,C,B,变,Core 5.974 落在 5.5–7.19,low,毛利日用植物纤维篮能具体呈现大洋洲原住民的材料知识与日常生活，且符合PEM核心收藏传统，但作为实用常见器型的单件不可替代性有限。,毛利日常携物篮能补充地域与生活叙事，但与汤加篮形制重复较多，故组内独特性居末。,
195,Salem ship‑captain’s brass seal stamp,塞勒姆船长黄铜私章,Maritime Gallery,Brass Artifact,object,塞勒姆航海文书器具,1,6.2,6.8,4.8,5.5,7,0,6.4,8.4,8.2,7.360,6.271,B,B,,Core 6.271 落在 5.5–7.19,low,船长私章直接关联塞勒姆远洋贸易人员及船务文书实践，能够有效服务PEM的海事起源叙事，但小型黄铜器的现场视觉冲击较弱。,作为组内唯一的船长文书私章，其工艺与历史地位属中上，但在同类中无重复竞争，并能独特补足PEM塞勒姆远洋贸易叙事中的文书认证与船长实务环节。,
196,Miniature watercolor of Yin Yu Tang courtyard,荫余堂庭院微型水彩稿,Yin Yu Tang Courtyard,Watercolor on Paper,object,荫余堂建筑记录图稿,1,5.3,6.1,4.9,5.3,6.7,0,6.4,8.6,8.8,7.540,5.874,B,B,,Core 5.874 落在 5.5–7.19,low,该微型水彩稿可辅助解释荫余堂庭院格局及建筑记录过程，叙事价值高于其独立艺术价值，且并非这座标志性民居本体。,组内仅此一件，虽属实用性强于艺术典范性的记录图稿，但其对荫余堂庭院格局的独有呈现为全馆标志性建筑补足了图像化解读，故D与G偏高。,
