seq,名称EN,名称CN,当前Tier,Core,完备度,Tier可信度,潜在区间,研究优先级,需复核,复核原因,去推断后仍成立,最关键缺失证据,建议研究问题,缺失证据全部,12项判定
150,Faience Shabti Set,费昂沙比提俑组,B,6.464,36.0,high,B,1.18,,,,MFA官方记录中的数量、年代与完整性,MFA藏品库中这组费昂沙比提俑的藏号、数量、年代、完整性和墓葬来源分别为何？,缺MFA官方藏号、俑的确切数量、年代及完整性记录；缺釉料、制作技术、保存与修复资料；缺可靠的墓葬来源及入藏经过,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
151,Gold Ear‑Ornaments from Thebes,底比斯出土金耳饰,B,6.771,42.5,high,B,1.70,,,,底比斯具体墓号与发掘记录,MFA对这批底比斯金耳饰记录了哪座墓、何次发掘、多少件耳饰及哪些同墓葬品？,缺底比斯具体墓址、墓号、发掘者及出土记录；缺耳饰数量、配对情况、尺寸、重量与保存记录；缺完整入藏经过及与同墓葬品的组合记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=partial visual_experiential=partial relational_spatial=partial
152,Kore Statue Fragment,科雷少女雕像残件,B,6.166,37.5,medium,C–A,4.69,是,彩绘真实性是当前研究价值的核心依据，尚无检测证据。,,彩绘痕迹的真实性与年代检测,MFA是否对该科雷残件做过颜料检测，结果能否确认古代彩层？该件在保留彩绘的古风科雷残件中是否罕见？,缺颜料成分、彩层年代与真实性的科学检测；缺准确年代、产地或工坊及其在古风科雷谱系中的位置；缺与其他保留古代彩绘的科雷残件之稀缺性比较；缺考古出土地、收藏传承与入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
153,"Red‑Figure Krater, Dionysus Feast",红绘陶缸：酒神宴饮,B,7.002,35.4,medium,C–A,4.84,是,画师归属与完整度可能直接改变当前B，但现有资料均未确认。,,画师、陶工或Beazley体系归属,MFA将这件酒神宴饮红绘陶缸归于哪位画师、陶工或Beazley组别，其准确器形、年代和修复比例为何？,缺画师、陶工、工坊或Beazley体系归属；缺确切器形、尺寸、年代、完整度及修复比例；缺人物铭文、图像学释读及与MFA红绘陶器的品质比较；缺可靠的出土地、收藏传承与入藏记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
154,"Bronze Helmet, Corinthian Type",科林斯式青铜头盔,B,7.086,37.0,high,B,2.58,,,,MFA官方年代与保存状况记录,MFA藏品记录如何断代这件科林斯式头盔，并记载了哪些补配、腐蚀或现代修复？,缺MFA官方藏号、准确年代、尺寸、重量与状况报告；缺制造中心、类型分期与冶金技术分析；缺考古出土地、收藏传承与入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
155,Roman Marble Portrait of a Matron,罗马贵妇大理石肖像,B,6.491,37.0,high,B,1.23,,,,MFA官方断代与原始雕像形式,MFA如何依据发式为这件罗马女性肖像断代，并判定它原属头像、胸像还是全身像？,缺MFA官方藏号、发式断代、尺寸及保存状况；缺原始形式为头像、胸像或全身像的结构说明；缺出土地、收藏传承、入藏与修复记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
156,Mosaic: Four Seasons Panel,四季主题马赛克嵌板,B,6.909,37.5,medium,C–A,4.69,是,尺度、完整度和原建筑语境均可能改变当前B，现有资料无法确认。,,原建筑语境、尺度与完整程度,MFA记录的四季马赛克来自何处、原铺设于哪类建筑和房间，其尺寸、完整度及现代修复比例为何？,缺嵌板尺寸、完整程度、全景图像与修复比例；缺考古出土地、建筑类型、房间位置及原铺地图；缺地区、工坊、准确年代及与MFA马赛克的品质比较；缺完整收藏传承与入藏文件,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=partial
157,Etruscan Bronze Mirror with Myth Engraving,伊特鲁里亚神话纹青铜镜,B,6.538,37.0,medium,C–A,4.73,是,对象归属、图像识别和馆内排序均是当前定级依据，核实结果可能改变Tier。,,缺MFA官方记录确认对象身份、年代及伊特鲁里亚归属,MFA藏品库中哪一登录号对应“Etruscan Bronze Mirror with Myth Engraving”，馆方如何断代和识别镜背神话场景，本件在馆藏伊特鲁里亚铜镜中处于何种位置？,缺可与该题名匹配的MFA官方藏品记录，以确认登录号、年代、材质和伊特鲁里亚归属；缺出版研究对镜背人物与神话场景的识别及其艺术质量评价；缺MFA伊特鲁里亚青铜镜的完整清单及本件在其中的质量排序；缺可靠的出土地、旧藏和MFA入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
158,Shiva and Parvati Relief,湿婆与帕尔瓦蒂浮雕,B,6.999,28.0,medium,C–A,5.40,是,朱罗归属、完整性和同类质量均直接支撑当前定级，答案不同可能改变Tier。,,缺MFA官方记录及出版依据确认朱罗归属、年代和产地,MFA哪条藏品记录对应“Shiva and Parvati Relief”，馆方依据何种风格或考古证据将其定为朱罗时期，其完整性与馆内其他朱罗石雕相比如何？,缺MFA官方记录确认登录号、朱罗归属、具体年代、产地及残存范围；缺出版研究释读湿婆与帕尔瓦蒂的姿态、属性和叙事情境，并评价雕刻质量；缺与MFA及主要馆藏朱罗石雕的完整性和质量比较；缺原属寺庙、建筑部位及宗教空间的可靠识别；缺旧藏、交易和MFA入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
159,Standing Vishnu,毗湿奴立像,B,6.668,29.2,medium,C–A,5.31,是,时期归属与造像完整性尚未确认，而两者会直接影响其历史和艺术地位。,,缺MFA记录确认帕拉归属并核实造像完整性,MFA哪一登录号对应“Standing Vishnu”，其帕拉归属和具体产地依据是什么，现存手臂、持物及底座是否完整或后配？,缺MFA官方记录确认登录号、帕拉归属、具体年代、产地和石材；缺完整图像记录以核对手臂、持物、伴神、背光、底座及后配情况；缺与MFA及主要馆藏帕拉毗湿奴立像的完整性、质量和稀缺性比较；缺出土地、旧藏、交易与MFA入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
160,"Bodhisattva Head, Srivijaya",室利佛逝菩萨首,B,6.852,29.2,low,C–A,5.31,是,室利佛逝归属本身未获可靠支撑，而该归属正是当前定级的主要依据。,,缺可靠资料确认室利佛逝归属、年代与地区,"MFA哪条记录对应“Bodhisattva Head, Srivijaya”，馆方引用何种考古或风格证据作此归属，已出版的有考古出处室利佛逝菩萨首中有哪些可比对象？",缺MFA记录及考古或出版资料确认室利佛逝归属、年代和具体地区；缺石材、雕刻风格及与苏门答腊和爪哇相关流派的专业比较；缺同类菩萨首存世数量、质量比较及本件在MFA的馆内地位；缺原像残存范围、断裂状态和可能复原形态；缺发现地点、旧藏和MFA入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
161,Inlaid Brass Canteen,嵌铜银水壶,B,7.114,37.0,low,C–A,4.73,是,现有文化字段自相矛盾，且文化归属和委托背景直接关系当前定级。,,缺MFA记录解决文化归属冲突并确认年代与产地,MFA哪一登录号对应“Inlaid Brass Canteen”，馆方将其定为马穆鲁克还是奥斯曼作品，铭文、纹章或人物徽章能否确定年代、产地或委托者？,缺MFA官方记录确认登录号、年代、产地、器形用途，并解决奥斯曼与马穆鲁克字段冲突；缺铭文、人物徽章、纹章及可能委托者的出版释读；缺与MFA及主要馆藏马穆鲁克错银黄铜器的质量和稀缺性比较；缺银嵌保存比例、后补和修复情况；缺旧藏、交易、出口和MFA入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
162,"Glazed Tile Panel, Hunting Scene",狩猎纹釉陶板,B,5.888,35.5,medium,C–A,4.84,是,原建筑归属、塞尔柱断代和残片质量直接影响其历史与稀缺性判断。,,缺原建筑与陶板组合的识别及其证据,"MFA哪条记录对应“Glazed Tile Panel, Hunting Scene”，该残片是否能归属于已知塞尔柱建筑或陶板组，其残存图像和釉色在同类作品中处于何种水平？",缺MFA官方记录确认登录号、具体年代、产地和烧造技术；缺原建筑、原墙面位置及所属陶板组合的可靠识别；缺残损范围、釉色保存及图像复原资料，并缺与同类塞尔柱陶板的质量比较；缺出土地、旧藏、交易和MFA入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
163,Wooden Minbar Fragment,敏拜尔讲道台木雕残件,B,6.128,34.0,low,C–A,4.95,是,原属敏拜尔的身份尚未确定，而该身份是当前历史意义与稀缺性判断的核心。,,缺原属清真寺与敏拜尔的确切识别,MFA哪一登录号对应“Wooden Minbar Fragment”，馆方或图录将它归于哪座清真寺和哪一敏拜尔，识别依据及其在原构件中的位置是什么？,缺该残件所属清真寺、敏拜尔的确切名称、地点、年代及识别依据；缺该构件在原敏拜尔上的位置、功能和整体复原资料；缺与现存马格里布—安达卢斯敏拜尔构件的数量、质量和稀缺性比较；缺拆离、旧藏、交易、出口和MFA入藏经过,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
164,Tiffany: Wisteria Lamp,蒂凡尼紫藤台灯,A,8.299,35.4,medium,B–A,4.06,是,当前A依赖紫藤灯类型声誉，但本件制造归属和对象级地位未证实，可能影响Tier。,否,缺对象级资料证明本件自身而非类型整体的地位,MFA哪一登录号对应“Tiffany: Wisteria Lamp”，馆方如何标注其设计者、制造主体和型号，馆方图录是否把本件列为蒂凡尼藏品的代表作？,缺MFA官方记录确认登录号、制作年代、型号及确切制造主体；缺对象级图录或研究说明本件而非紫藤灯类型整体的设计史地位；缺MFA蒂凡尼藏品的数量、质量分布及本件馆内排序；缺原始购买者、旧藏和MFA入藏经过；缺点灯展示、保存状况和玻璃更换记录,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
165,Tiffany Window: Autumn Landscape,蒂凡尼彩色玻璃窗：秋景,A,7.535,34.0,medium,B–A,3.62,是,原建筑委托和本件馆内排序可能决定它是对象级重点还是仅属优质类型实例。,否,缺原始委托建筑及安装位置的可靠识别,MFA哪一登录号对应“Tiffany Window: Autumn Landscape”，它原为哪位委托人、哪座建筑和哪个空间制作，馆方如何评价其在所藏蒂凡尼彩窗中的位置？,缺MFA官方记录确认登录号、制作年代、尺寸、设计者和制造主体；缺原始委托人、建筑名称、安装位置和拆离经过；缺与MFA其他蒂凡尼彩窗及馆外秋景窗的对象级质量和稀缺性比较；缺透光展示、保存状况和玻璃更换记录；缺MFA入藏和展览史,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=none
166,Chippendale Side Chair,齐本德尔边椅,B,6.388,37.0,medium,C–A,4.73,是,波士顿制作归属和馆内同类排序直接支撑其地方史价值与代表性，可能改变Tier。,,缺波士顿制作及制作者归属的对象级证据,MFA哪一登录号对应“Chippendale Side Chair”，馆方依据哪些结构和雕刻特征判定其为波士顿制作，它在馆藏波士顿齐本德尔椅中如何排序？,缺MFA官方记录确认登录号、具体年代、波士顿制作归属、木材与结构；缺制作者或作坊归属及支持该归属的雕刻、接合和结构证据；缺与MFA其他波士顿齐本德尔椅的数量、质量和馆内排序比较；缺原始所有者、成套家具关系和MFA入藏经过；缺替换构件、表面处理和修复记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
167,Federal‑style Sideboard,联邦式餐边柜,B,6.251,37.0,medium,C–A,4.73,是,制作归属和馆内质量排序尚未确认，而当前代表性判断依赖这两项事实。,,缺制作地点、作坊归属及馆内质量排序,MFA哪一登录号对应“Federal-style Sideboard”，馆方是否归属具体新英格兰城市或作坊，其结构与装饰质量在馆藏联邦式餐边柜中处于何种位置？,缺MFA官方记录确认登录号、具体年代、制作地点、尺寸和木材；缺制作者或作坊归属及结构、饰面、镶嵌和五金证据；缺与MFA其他新英格兰联邦式餐边柜的质量、数量和馆内排序比较；缺原始委托人、配套家具和MFA入藏经过；缺后配部件、表面状态和修复资料,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
168,"Silver Sugar Bowl, Paul Revere",保罗·里维尔银糖罐,B,7.127,35.4,low,C–A,4.84,是,作者身份是当前定级的核心依据，但本人制作与工坊归属尚未区分，可能改变Tier。,,缺证据区分里维尔本人制作与工坊或后续归属,"MFA哪一登录号对应“Silver Sugar Bowl, Paul Revere”，器上银匠标记和馆方归属究竟支持里维尔本人还是其工坊制作，本件在MFA里维尔银器中如何排序？",缺MFA官方记录、银匠标记和技术证据，以区分里维尔本人制作、其工坊制作或后续归属；缺制作年代、原始委托人和用途资料，以判断是否具有特殊历史关联；缺MFA所藏里维尔银器的数量、质量分布及本件馆内排序；缺对象级图录、展览史及馆方代表作定位；缺旧藏和完整入藏经过,basic_identification=partial date_period=none maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
169,"Silver Spoon Set, Colonial Boston",波士顿殖民时代银勺套件,B,5.853,32.8,low,C–A,5.04,是,银匠身份与套件构成未获可靠确认，答案不同可能改变当前Tier。,,缺MFA正式记录确认该组银勺是否为历史形成的一套，并释读各银匠戳记与年代,MFA藏品库与美国银器图录如何编目这套银勺，其藏品号、件数、各戳记银匠与制作年代分别是什么？,缺MFA正式记录确认该组银勺是否为历史形成的一套，并释读各银匠戳记与年代；缺MFA馆内同期波士顿银勺套件的数量、质量与地位比较；缺可靠的旧藏与入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
170,Portrait of Captain Samuel Adams,塞缪尔·亚当斯船长肖像,A,7.284,37.0,low,C–A,4.73,是,核心作者归属与人物身份缺乏权威来源，核查结果可能改变当前Tier。,否,缺MFA正式记录及科普利作品目录确认作者归属、题名、年代与藏品号,MFA藏品库和科普利作品目录是否将《塞缪尔·亚当斯船长肖像》确认为科普利作品，其年代、藏品号及馆内地位为何？,缺MFA正式记录及科普利作品目录确认作者归属、题名、年代与藏品号；缺该画在科普利肖像创作及MFA科普利收藏中的质量与地位比较；缺可靠资料确认塞缪尔·亚当斯船长的身份及历史重要性；缺委托、来源、展览及出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
171,Still‑Life with Fruit and Shells,水果贝壳静物,B,7.156,37.0,low,C–A,4.73,是,作者、年代和文化归属存在明显冲突，足以影响当前Tier。,,缺MFA正式记录核实藏品号2018.2109对应的题名、作者、年代与文化归属,MFA藏品号2018.2109实际对应哪件作品，馆方及范德阿斯特作品目录如何记录其作者、年代和文化归属？,缺MFA正式记录核实藏品号2018.2109对应的题名、作者、年代与文化归属；缺权威来源解决范德阿斯特、1623年与十八世纪美国归类之间的冲突；缺确认作者作品目录中的收录、质量评价及同类比较；缺可靠的来源、入藏经过与题名沿革,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=partial institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
172,Harvest Time in New England,新英格兰收获时节,B,6.368,32.8,low,C–A,5.04,是,对象身份和作者完全未定，核定结果可能使当前Tier明显变化。,,缺MFA正式藏品记录确认作者、年代、藏品号、媒材与准确题名,MFA藏品库中《新英格兰收获时节》的作者、年代和藏品号是什么，该作在馆内美国农事题材作品中处于何种位置？,缺MFA正式藏品记录确认作者、年代、藏品号、媒材与准确题名；缺该画在确认作者生涯及十九世纪美国风俗画史中的位置；缺与MFA其他新英格兰劳动及农事题材作品的质量和馆藏地位比较；缺来源、展览史及学术出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=none rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
173,The Fisherman’s Family,渔夫一家,A,7.525,37.0,medium,B–A,3.50,是,媒材记录明显矛盾，且荷马归属与对象对应仍需馆方确认。,否,缺MFA正式记录确认藏品号48.726与本作题名、荷马归属及1881年年代的对应关系,MFA藏品号48.726是否正式编目为荷马1881年的《渔夫一家》，其准确媒材及在荷马作品目录中的条目是什么？,缺MFA正式记录确认藏品号48.726与本作题名、荷马归属及1881年年代的对应关系；缺馆方技术或编目资料解决“油画”与“纸本水彩”的媒材冲突；缺该作在荷马作品目录及MFA荷马收藏中的质量与地位比较；缺可靠的来源、展览史及学术出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
174,Cupid Reclining,斜倚的丘比特,B,5.639,17.2,low,C–A,6.21,是,作品性质和作者均未确认，原创与复制品之别可能改变当前Tier。,,缺核定该雕塑是原创版本、工作室版本还是后期复制品,MFA如何编目《斜倚的丘比特》的作者、年代与签名，该件是原创、工作室版本还是后期复制品？,缺MFA正式记录确认作者、年代、藏品号、签名与材质；缺核定该雕塑是原创版本、工作室版本还是后期复制品；缺确认作者作品目录及与MFA同类法国大理石雕塑的质量比较；缺委托背景、来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=none artistic_significance=none rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
175,Bust of Victor Hugo,维克多·雨果胸像,A,7.297,29.2,low,C–A,5.31,是,罗丹归属及铸件授权状态是当前Tier的核心依据，但尚无权威证据。,否,缺模型年代、实际铸造年代、铸造厂、版次与授权状态,MFA记录中的《维克多·雨果胸像》由哪家铸造厂在何时铸造，属何版次，是否为罗丹生前授权铸件？,缺MFA正式记录确认罗丹归属、藏品号、铭文及铸造标记；缺模型年代、实际铸造年代、铸造厂、版次与授权状态；缺该件在罗丹雨果肖像系列及作品目录中的位置，并缺与其他铸件的比较；缺来源、重要旧藏、展览及出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
176,"Gothic Ivory Diptych, Passion of Christ",哥特牙雕双联板：基督受难,B,6.791,29.2,low,C–A,5.31,是,年代、产地和同类稀缺性均未确认，核查结果可能改变当前Tier。,,缺MFA正式记录确认藏品号、精确年代、制作地区、作坊归属与材质核定,MFA记录与Gothic Ivories Project如何确定这件受难双联板的年代、产地和作坊，同型双联板存世多少件？,缺MFA正式记录确认藏品号、精确年代、制作地区、作坊归属与材质核定；缺权威哥特牙雕数据库中的同型存世量、年代与质量比较；缺该件在MFA中世纪牙雕收藏中的馆藏地位说明；缺各受难场景的完整识别与排列研究；缺可靠的来源与入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
177,"Renaissance Majolica Bowl, Myth Scene",文艺复兴马约里卡神话纹大碗,B,6.649,29.2,low,C–A,5.31,是,生产中心与作者归属未定，而这些事实可能显著改变当前Tier。,,缺MFA正式记录确认藏品号、精确年代、生产中心、款识与保存状况,MFA将这件神话纹马约里卡大碗归于哪个生产中心、作坊或陶画师，其质量在馆内同类器中处于何种位置？,缺MFA正式记录确认藏品号、精确年代、生产中心、款识与保存状况；缺作坊或陶画师归属及其在相关作品目录中的位置；缺与MFA及其他权威收藏中同类大碗的质量和稀缺性比较；缺所绘神话故事及文本来源的可靠识别；缺可靠的来源和入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
178,"Baroque Tapestry Fragment, Hunting Scene",巴洛克狩猎挂毯残片,B,5.568,29.2,low,C–A,5.31,是,织坊、设计者及残片完整度均未确认，这些事实可能改变当前Tier。,,缺原始挂毯系列、设计稿来源及该残片占完整构图比例的识别,MFA记录能否将这块狩猎挂毯残片对应到具体织坊、设计者和原始系列，并确定它保留了完整构图的多大比例？,缺MFA正式记录确认年代、制作国家、织造中心、织坊与设计者；缺原始挂毯系列、设计稿来源及该残片占完整构图比例的识别；缺同类巴洛克狩猎挂毯的存世量、质量及MFA馆内比较；缺委托背景、来源、重要旧藏及入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
179,Portrait of a Young Scholar,青年学者肖像,B,6.078,29.2,low,C–A,5.31,是,作者归属和人物身份均属核心未知，答案不同可能改变当前Tier。,,缺MFA正式记录确认作者或画派、具体年代、藏品号与准确题名,MFA将《青年学者肖像》归于哪位画家或画派，“学者”题名依据何种图像或铭文证据，人物能否被识别？,缺MFA正式记录确认作者或画派、具体年代、藏品号与准确题名；缺人物身份及“学者”题名所依据的书籍、服饰、铭文等图像证据；缺归属变更史、技术检测及确认作者作品目录中的位置；缺与MFA其他荷兰黄金时代男性肖像的质量和馆藏地位比较；缺委托背景、来源及入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
180,Landscape with River and Ruins,河流与废墟风景,B,6.207,29.2,low,C–A,5.31,是,作者与文化归属未定且元数据含义冲突，核查结果可能改变当前Tier。,,缺MFA正式记录确认作者、具体年代、藏品号、准确题名与文化归属,MFA藏品库如何记录《河流与废墟风景》的作者、年代和文化归属，“罗马”究竟指画中地点还是错误分类？,缺MFA正式记录确认作者、具体年代、藏品号、准确题名与文化归属；缺核定“罗马”字段是题材地点、制作文化还是错误解析，并缺废墟地点识别；缺该画在确认作者生涯及法国浪漫主义风景画中的位置；缺作品图像、保存状况和技法资料以核实视觉与艺术质量；缺来源、展览史及学术出版记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=none category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
181,Peasant Family at Supper,农家庭院晚餐,B,5.935,37.0,medium,C–A,4.73,是,作者、年代和馆内比较均未确认；不同答案会直接改变作品的重要性与可替代性。,,缺MFA藏品记录中的登录号、官方题名、作者归属与准确年代,MFA藏品库中该题名对应哪一登录号、作者与年代，馆方或法国绘画图录如何评价它在作者生涯及馆内同类作品中的位置？,缺MFA藏品记录中的登录号、官方题名、作者归属与准确年代；缺该作在作者生涯中的位置及与馆内法国现实主义风俗画的质量比较；缺高清图像、尺寸与保存状况，以核实其视觉和艺术质量；缺可靠的早期来源与入藏记录,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
182,Guanyin with Multiple Arms,多臂观音,A,7.590,37.0,medium,B–A,3.31,是,正式断代、图像完整性及馆内同类定位缺失，答案不同可能改变当前层级。,否,缺MFA对登录号、元明断代及多臂观音身份的正式记录,MFA藏品库如何记录这尊观音的登录号、断代、手臂与持物，馆方出版物是否将其列为中国木雕佛像代表作？,缺MFA对登录号、元明断代及多臂观音身份的正式记录；缺手臂、持物、铭文及修复范围，以判断图像完整性；缺与MFA其他中国木雕观音的质量比较及馆方代表作定位；缺具体寺院来源与完整入藏链,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
183,"Celadon Vase, Longquan",龙泉青瓷瓶,B,7.146,37.0,low,C–A,4.73,是,窑口、断代和质量比较均属当前判断的核心依据，尚无权威资料确认。,,缺MFA登录号、具体器形、准确断代及龙泉窑归属的正式记录,MFA藏品记录将此瓶定为何种器形、年代与龙泉窑阶段，其胎釉和修复资料如何，并如何与馆内其他龙泉瓶比较？,缺MFA登录号、具体器形、准确断代及龙泉窑归属的正式记录；缺胎釉技术资料、高清图像及修复记录，以判断烧造与保存质量；缺与MFA及重要收藏中同类龙泉瓶的质量、稀缺性和馆藏地位比较；缺可靠的早期收藏史与入藏经过,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
184,Screen: The Tale of Genji Scenes,源氏物语绘屏风,A,7.860,37.0,low,B–S,6.30,是,作者、流派和馆内代表作地位均未确认，答案可能显著改变当前层级。,否,缺MFA登录号、作者或流派、准确年代及屏风扇数,MFA藏品库将这组《源氏物语》屏风归于哪位作者或流派、何时制作，馆方日本绘画图录如何评价它与馆内其他源氏屏风的相对地位？,缺MFA登录号、作者或流派、准确年代及屏风扇数；缺高清全景、颜料金地及修复资料，以判断绘画质量与完整性；缺与MFA其他《源氏物语》屏风的质量比较及馆方代表作定位；缺所绘章节和人物的完整逐景释读,basic_identification=partial date_period=partial maker_culture=partial historical_significance=partial artistic_significance=partial rarity_uniqueness=none institutional_identity=partial category_representativeness=partial cultural_educational=partial provenance_acquisition=none visual_experiential=partial relational_spatial=na
