来源表,来源行,子集,Tier,展品名称,原因码
C,715,ext·wikidata,C,Untitled（Carlos Rojas González，1959-01-01）,TITLE_TOO_GENERIC
C,717,ext·wikidata,C,Alvertie（Carol Sutton，1977-01-01）,NO_MATCH_FOUND
C,718,ext·wikidata,C,79221 Orange（Catherine Lee，1979-01-01）,NO_MATCH_FOUND
C,721,ext·wikidata,C,The Stolen Child（Cephas Giovanni Thompson，1845-01-01，油彩）,NO_MATCH_FOUND
C,722,ext·wikidata,C,Memories of Italy（Cephas Giovanni Thompson，1854-01-01，油彩）,NO_MATCH_FOUND
C,723,ext·wikidata,C,Maria De Wolf (Mrs. Robert Rogers)（Cephas Thompson，1805-01-01，油彩）,NO_MATCH_FOUND
C,724,ext·wikidata,C,The Frightened Girl（Cephas Thompson，1810-01-01，油彩）,NO_MATCH_FOUND
C,725,ext·wikidata,C,Still Life on a Green Table Cloth（查爾斯·伯德·金，1815-01-01，画板）,NO_MATCH_FOUND
C,727,ext·wikidata,C,William J. Whittemore（Charles Courtney Curran，1887-01-01）,NO_MATCH_FOUND
C,728,ext·wikidata,C,Mrs. William Washington Russell (Lucy Channing)（Charles C. Ingham，1825-01-01，油彩）,NO_MATCH_FOUND
C,729,ext·wikidata,C,Gilkey Harbor Light（查爾斯·達納·吉布森，1933-01-01，油彩）,NO_MATCH_FOUND
C,734,ext·wikidata,C,Cotton Plantation（Charles Giroux，油彩）,NO_MATCH_FOUND
C,735,ext·wikidata,C,Birth of Day（Charles Green Shaw，1956-01-01，油彩）,NO_MATCH_FOUND
C,736,ext·wikidata,C,Pastures in May（Charles Harold Davis，1898-01-01，油彩）,NO_MATCH_FOUND
C,737,ext·wikidata,C,Turkey Pasture（Q22002410，1895-01-01，油彩）,NO_MATCH_FOUND
C,738,ext·wikidata,C,Off the Florida Coast（Charles Herbert Woodbury，1902-01-01，油彩）,NO_MATCH_FOUND
C,739,ext·wikidata,C,Northern Sea（Charles Herbert Woodbury，1926-01-01，油彩）,NO_MATCH_FOUND
C,740,ext·wikidata,C,Maurice Prendergast（Charles Hovey Pepper，1909-01-01，油彩）,NO_MATCH_FOUND
C,741,ext·wikidata,C,Flowers（Charles Prendergast，1933-01-01）,TITLE_TOO_GENERIC
C,742,ext·wikidata,C,Pieter van Buren（Charles Loring Elliott，1842-01-01，油彩）,NO_MATCH_FOUND
C,743,ext·wikidata,C,Emblem of Sargis Lodge（Q21295011，油彩）,NO_MATCH_FOUND
C,746,ext·wikidata,C,City Rhythm（Charmion Von Wiegand，1948-01-01，油彩）,NO_MATCH_FOUND
C,761,ext·wikidata,C,"San Pietro in Castello, Venice（Christopher Pearse Cranch，1860-01-01，油彩）",NO_MATCH_FOUND
C,762,ext·wikidata,C,Selene II（Claudia Carrel，1967-01-01）,NO_MATCH_FOUND
C,763,ext·wikidata,C,Man with Black Hair（Clifford Holmead Phillips，1971-01-01）,NO_MATCH_FOUND
C,764,ext·wikidata,C,Trophy（Cliffton Peacock，1986-01-01）,NO_MATCH_FOUND
C,765,ext·wikidata,C,Self Portrait in His Studio（Q21752063，1903-01-01，油彩）,NO_MATCH_FOUND
C,766,ext·wikidata,C,New Hampshire Panorama（Dana Smith，1880-01-01，油彩）,NO_MATCH_FOUND
C,767,ext·wikidata,C,The Vixen（Q20937564，1941-01-01，油彩）,NO_MATCH_FOUND
C,768,ext·wikidata,C,Fawn（Q21479917，1975-01-01）,NO_MATCH_FOUND
C,771,ext·wikidata,C,Joseph and His Brothers（David Aronson，1954-01-01）,NO_MATCH_FOUND
C,772,ext·wikidata,C,Kites（Q22159184，1950-01-01，油彩）,NO_MATCH_FOUND
C,773,ext·wikidata,C,Oliver Cromwell of Ely Visits Mr. John Milton（Q5232798，1883-01-01，油彩）,NO_MATCH_FOUND
C,775,ext·wikidata,C,Plaid & Bottle（Q2637678，1998-01-01）,NO_MATCH_FOUND
C,776,ext·wikidata,C,Dust（Q22159190，1992-01-01）,NO_MATCH_FOUND
C,777,ext·wikidata,C,Divination（De Cost Smith，1906-01-01，油彩）,NO_MATCH_FOUND
C,778,ext·wikidata,C,Young Woman in Brown with Rose（Q22002426，1845-01-01，油彩）,NO_MATCH_FOUND
C,779,ext·wikidata,C,Indian Surveying a Landscape（DeWitt Clinton Boutelle，1855-01-01，油彩）,NO_MATCH_FOUND
C,791,ext·wikidata,C,Raising the Parson（Q16145345，1990-01-01，油彩）,NO_MATCH_FOUND
C,793,ext·wikidata,C,Panorama (Three Thistles)（Donald Baechler，1998-01-01）,NO_MATCH_FOUND
C,794,ext·wikidata,C,Third Avenue（Donald Stoltenberg，1955-01-01）,NO_MATCH_FOUND
C,797,ext·wikidata,C,Mist on the River（Dorothy Knowles，1979-01-01，油彩）,NO_MATCH_FOUND
C,802,ext·wikidata,C,Lovers Will Contrast Their Emotions in Times of Crisis（Doug Anderson，1981-01-01，油彩）,NO_MATCH_FOUND
C,804,ext·wikidata,C,Scorpio（Doug Ohlson，1968-01-01）,NO_MATCH_FOUND
C,805,ext·wikidata,C,Robert Jenkins（E. Gregory，1842-01-01，油彩）,NO_MATCH_FOUND
C,807,ext·wikidata,C,No. 238（Q20899717，1941-01-01）,NO_MATCH_FOUND
C,810,ext·wikidata,C,Seaweed and Shells（Edna Reindel，1932-01-01，油彩）,NO_MATCH_FOUND
C,811,ext·wikidata,C,Untitled（Edward Avedisian）,TITLE_TOO_GENERIC
C,812,ext·wikidata,C,Fruit and Wine（Edward Bower，1865-01-01，油彩）,NO_MATCH_FOUND
C,813,ext·wikidata,C,Landscape with Sheep（Edward C. Post，1861-01-01，油彩）,NO_MATCH_FOUND
C,821,ext·wikidata,C,For Brecht #2（Edward Giobbi，1963-01-01，油彩）,NO_MATCH_FOUND
C,822,ext·wikidata,C,The Falconer (copy after Thomas Couture)（Edward Harrison May，油彩）,NO_MATCH_FOUND
C,823,ext·wikidata,C,At the Seaside（Edward Henry Potthast，1905-01-01）,NO_MATCH_FOUND
C,824,ext·wikidata,C,Self Portrait（Q18610215，1941-01-01）,TITLE_TOO_GENERIC
C,825,ext·wikidata,C,"Lobster Point, Peel Island（Edward Kern）",NO_MATCH_FOUND
C,826,ext·wikidata,C,Jacques and the Forest of Arden（愛德華·莫蘭，油彩）,NO_MATCH_FOUND
C,827,ext·wikidata,C,Landscape（Edward Stieglitz）,TITLE_TOO_GENERIC
C,828,ext·wikidata,C,Barbara Channing（Edward Wilbur Dean Hamilton，1909-01-01，油彩）,NO_MATCH_FOUND
C,829,ext·wikidata,C,"Summer at Campobello, New Brunswick（Edward Wilbur Dean Hamilton，1900-01-01）",NO_MATCH_FOUND
C,830,ext·wikidata,C,Banana（Edwin Ambrose Webster，1925-01-01，油彩）,NO_MATCH_FOUND
C,832,ext·wikidata,C,Lady in a Satin Gown（Edwin Blashfield，1873-01-01，油彩）,NO_MATCH_FOUND
C,836,ext·wikidata,C,Reduced Visibility（Q22002248，1985-01-01）,NO_MATCH_FOUND
C,837,ext·wikidata,C,Untitled（Q22002248，1991-01-01）,TITLE_TOO_GENERIC
C,838,ext·wikidata,C,Landscape with Sheep and Old Well（伊莱休·维德，1857-01-01，油彩）,NO_MATCH_FOUND
C,839,ext·wikidata,C,Eugenia: Head of a Roman Girl（伊莱休·维德，1879-01-01）,NO_MATCH_FOUND
C,843,ext·wikidata,C,Narcissus on the Campagna（Elizabeth Boott，1872-01-01）,NO_MATCH_FOUND
C,846,ext·wikidata,C,The Beach Afternoon（Elizabeth Wentworth Roberts，油彩）,NO_MATCH_FOUND
C,847,ext·wikidata,C,Blue Lady（Elsbeth Deser，1995-01-01）,NO_MATCH_FOUND
C,848,ext·wikidata,C,Murietta's Retreat（小埃米爾·科薩，1941-01-01）,NO_MATCH_FOUND
C,850,ext·wikidata,C,Ruth Goldfarb with Green Fascinator（Q5372801，1944-01-01，油彩）,NO_MATCH_FOUND
C,852,ext·wikidata,C,Untitled（Emmett McDermott，1991-01-01）,TITLE_TOO_GENERIC
C,854,ext·wikidata,C,Miss F.（Ernest Lee Major，1910-01-01，油彩）,NO_MATCH_FOUND
C,855,ext·wikidata,C,Marion Pond (Mrs. Kenneth Bacon Bond)（Ernest Lee Major，1903-01-01，油彩）,NO_MATCH_FOUND
C,860,ext·wikidata,C,Tamara Abstraction（艾絲菲·斯勞柏肯納）,NO_MATCH_FOUND
C,864,ext·wikidata,C,Anna（Eugene Speicher，1934-01-01，油彩）,NO_MATCH_FOUND
C,865,ext·wikidata,C,Katharine（Eugene Speicher，1923-01-01，油彩）,NO_MATCH_FOUND
C,869,ext·wikidata,C,Nocturne（Fannie Hillsmith，1954-01-01）,NO_MATCH_FOUND
C,870,ext·wikidata,C,Trains（Flora Natapoff，1974-01-01）,NO_MATCH_FOUND
C,871,ext·wikidata,C,Purple Gloxinia（Frances Cohen Gillespie）,NO_MATCH_FOUND
C,878,ext·wikidata,C,Landscape with Pines and Moon（Francis Gardner Curtis）,NO_MATCH_FOUND
C,883,ext·wikidata,C,Kurtz（Frank Campion，1981-01-01，油彩）,NO_MATCH_FOUND
C,885,ext·wikidata,C,Self Portrait（Frank Hector Tompkins，1914-01-01，油彩）,TITLE_TOO_GENERIC
C,887,ext·wikidata,C,A Rough Day—Harbor of Honfleur（Frank Myers Boggs，1884-01-01，油彩）,NO_MATCH_FOUND
C,888,ext·wikidata,C,September Haze（George Loftus Noyes，油彩）,NO_MATCH_FOUND
C,892,ext·wikidata,C,Double Vision（Q22002488，1989-01-01）,NO_MATCH_FOUND
C,897,ext·wikidata,C,Mrs. Edwin Champney (Lady with a Tray)（Giovanni Battista Troccoli，1922-01-01，油彩）,NO_MATCH_FOUND
C,898,ext·wikidata,C,Aureole（Q18686472，1983-01-01，油彩）,NO_MATCH_FOUND
C,899,ext·wikidata,C,Woman in a Fur Hat（Gretchen Woodman Rogers，1915-01-01，油彩）,NO_MATCH_FOUND
C,901,ext·wikidata,C,Portrait of Mary Elizabeth Jennings（H. Williams）,NO_MATCH_FOUND
C,902,ext·wikidata,C,"Ischl, Austria（Hamilton H. Wild，1874-01-01）",NO_MATCH_FOUND
C,904,ext·wikidata,C,Two Sailors（Harold Crowell，1982-01-01）,NO_MATCH_FOUND
C,905,ext·wikidata,C,Trucker Sadness（Harold Feist，1980-01-01）,NO_MATCH_FOUND
C,906,ext·wikidata,C,Beach Scene with a Newspaper（Harold Sterner，1941-01-01）,NO_MATCH_FOUND
C,907,ext·wikidata,C,Archaic（Harold Wacker，1950-01-01）,NO_MATCH_FOUND
C,908,ext·wikidata,C,"Wilderness-Marcy, Dvorak New World Symphony, Largo（Harold F. Weston，1922-01-01，油彩）",NO_MATCH_FOUND
C,909,ext·wikidata,C,Haystacks（Helen M. Knowlton，1875-01-01）,NO_MATCH_FOUND
C,910,ext·wikidata,C,"On the Open Sea-- The Transatlantic Steamship ""Péreire""（Henry Bacon，1877-01-01，油彩）",NO_MATCH_FOUND
C,911,ext·wikidata,C,Dog in Mourning（Henry Bacon，1870-01-01，油彩）,NO_MATCH_FOUND
C,912,ext·wikidata,C,On the Ammonoosuc River（Henry Cheever Pratt，1866-01-01，油彩）,NO_MATCH_FOUND
C,913,ext·wikidata,C,The Reverend John Atwood and His Family（Henry F. Darby，1845-01-01，油彩）,NO_MATCH_FOUND
C,914,ext·wikidata,C,John Gore (copy after John Trumbull)（Henry Greenough，油彩）,NO_MATCH_FOUND
C,915,ext·wikidata,C,The Golden Haze（Q22002662，1909-01-01，油彩）,NO_MATCH_FOUND
C,916,ext·wikidata,C,Dismissal of School on an October Afternoon（亨利·因曼，1845-01-01，油彩）,NO_MATCH_FOUND
C,917,ext·wikidata,C,Tamahagane（Henry Mandell，2011-01-01）,NO_MATCH_FOUND
C,920,ext·wikidata,C,Gulf of Spezia（Henry Roderick Newman，1884-01-01，油彩）,NO_MATCH_FOUND
C,926,ext·wikidata,C,Boy on a Hobby Horse（Henry Sargent，1815-01-01，油彩）,NO_MATCH_FOUND
C,927,ext·wikidata,C,The Chess Players（Henry Schwartz，1958-01-01）,NO_MATCH_FOUND
C,928,ext·wikidata,C,Sally Bass (Mrs. Enoch Bartlett)（Henry Williams，1804-01-01）,NO_MATCH_FOUND
C,930,ext·wikidata,C,Zinnias and Marigolds（Hermann Dudley Murphy，1933-01-01，油彩）,NO_MATCH_FOUND
C,931,ext·wikidata,C,The Adriatic Sea（Hermann Dudley Murphy，1908-01-01，油彩）,NO_MATCH_FOUND
C,932,ext·wikidata,C,Young Woman by an Open Window（Hermann Roessler）,NO_MATCH_FOUND
C,933,ext·wikidata,C,The Unwilling Model (Mrs. Alice Pratt Burdick)（Q22002737，1910-01-01）,NO_MATCH_FOUND
C,936,ext·wikidata,C,The End of the Trail（Hovsep Pushman，1933-01-01，油彩）,NO_MATCH_FOUND
C,937,ext·wikidata,C,Portrait of Richard Recchia（Q21985568，1930-01-01，油彩）,NO_MATCH_FOUND
C,940,ext·wikidata,C,The Juggler #1（Q5933571，1964-01-01，油彩）,NO_MATCH_FOUND
C,941,ext·wikidata,C,Along the Tracks（Q5933571，1953-01-01）,NO_MATCH_FOUND
C,944,ext·wikidata,C,The Visitor（Ignaz Gaugengigl，1925-01-01，油彩）,NO_MATCH_FOUND
C,945,ext·wikidata,C,Mrs. James Henry Lancashire (Sarah Hale Wright)（Ignaz Gaugengigl，1910-01-01，油彩）,NO_MATCH_FOUND
C,946,ext·wikidata,C,The House at Mille-Life（Irving Petlin，油彩）,NO_MATCH_FOUND
C,949,ext·wikidata,C,Francis Brooks（J. P. Mc L. Watters，1887-01-01，油彩）,NO_MATCH_FOUND
C,950,ext·wikidata,C,View of Roxbury（John W. A. Scott，1854-01-01，油彩）,NO_MATCH_FOUND
C,953,ext·wikidata,C,The Talmudist（Jacob Binder，1919-01-01，油彩）,NO_MATCH_FOUND
C,961,ext·wikidata,C,Waking Up（James Goodwyn Clonney，1851-01-01，油彩）,NO_MATCH_FOUND
C,965,ext·wikidata,C,Lyman Beecher（James Henry Beard，1840-01-01）,NO_MATCH_FOUND
C,966,ext·wikidata,C,"U.S. Ship ""Constellation""（James Henry Wright，油彩）",NO_MATCH_FOUND
C,967,ext·wikidata,C,The Army of the Potomac（James Hope，1865-01-01，油彩）,NO_MATCH_FOUND
C,970,ext·wikidata,C,"Frowning Cliff, Watkins Glen, New York（James Hope，1872-01-01，油彩）",NO_MATCH_FOUND
C,972,ext·wikidata,C,On the Lake Shore（詹姆斯·麦克杜格尔·哈特，油彩）,NO_MATCH_FOUND
C,973,ext·wikidata,C,"Sword, Pistols, and Teacup（Q22002801，油彩）",NO_MATCH_FOUND
C,974,ext·wikidata,C,"September Night, No. 1（Q19858099，1968-01-01，油彩）",NO_MATCH_FOUND
C,975,ext·wikidata,C,Children Listening to Music（Q21810603，1977-01-01）,NO_MATCH_FOUND
C,978,ext·wikidata,C,Alicia Boylston（珍·斯圖爾特，油彩）,NO_MATCH_FOUND
C,979,ext·wikidata,C,Paul's Twilight Delight（Jaqueth Hutchinson，1972-01-01）,NO_MATCH_FOUND
C,983,ext·wikidata,C,"Frozen Brook, East Arlington, Vermont（Q16006732，1951-01-01）",NO_MATCH_FOUND
C,984,ext·wikidata,C,Calendar II（Jean Wechsler Knapp，1968-01-01）,NO_MATCH_FOUND
C,985,ext·wikidata,C,RW13 (Fair Game)（Jeff Perrott，2010-01-01，油彩）,NO_MATCH_FOUND
C,986,ext·wikidata,C,I.3.ii（Jeff Perrott，1992-01-01）,NO_MATCH_FOUND
C,987,ext·wikidata,C,Two Children（Jefferson Gauntt，1843-01-01，油彩）,NO_MATCH_FOUND
C,988,ext·wikidata,C,Operário (Worker)（Jenner Augusto，1955-01-01，油彩）,NO_MATCH_FOUND
C,989,ext·wikidata,C,Mary Ann Hardy（Jeremiah Pearson Hardy，1821-01-01）,NO_MATCH_FOUND
C,991,ext·wikidata,C,The Peep Show（Jerome Thompson，1851-01-01，油彩）,NO_MATCH_FOUND
C,992,ext·wikidata,C,American Beauties（Jerome Thompson，1867-01-01，油彩）,NO_MATCH_FOUND
C,994,ext·wikidata,C,Skylight Series Schema（Q22246940）,NO_MATCH_FOUND
C,995,ext·wikidata,C,Walla Walla Robe（吉姆·戴恩，1986-01-01）,NO_MATCH_FOUND
C,998,ext·wikidata,C,Playground #1（Joel Janowitz，1973-01-01，油彩）,NO_MATCH_FOUND
C,999,ext·wikidata,C,The Colgate Family（Johannes Adam Simon Oertel，油彩）,NO_MATCH_FOUND
C,1000,ext·wikidata,C,Fjord（John Adams Griefen，1976-01-01）,NO_MATCH_FOUND
C,1003,ext·wikidata,C,Moses in the Bulrushes（John Ames Mitchell，1880-01-01，油彩）,NO_MATCH_FOUND
C,1015,ext·wikidata,C,The Newborn Calf（Q22002262，1881-01-01，油彩）,NO_MATCH_FOUND
C,1017,ext·wikidata,C,"Haying at Lapham's Farm, Auburn, Maine（John Bradley Hudson, Jr.，1859-01-01，油彩）",NO_MATCH_FOUND
C,1018,ext·wikidata,C,Still Life: Bowl with Fruit and Wine Glass（John Edward Hollen，1865-01-01，油彩）,NO_MATCH_FOUND
C,1019,ext·wikidata,C,Three Children（John F. Francis，1840-01-01，油彩）,NO_MATCH_FOUND
C,1020,ext·wikidata,C,Pines of the Villa Barberini（John Gadsby Chapman，1856-01-01，油彩）,NO_MATCH_FOUND
C,1021,ext·wikidata,C,Harvesting on the Roman Campagna（John Gadsby Chapman，1867-01-01，油彩）,NO_MATCH_FOUND
C,1022,ext·wikidata,C,"Reading on the Rocks, Grand Manan（约翰·乔治·布朗，1877-01-01，油彩）",NO_MATCH_FOUND
C,1024,ext·wikidata,C,Winter Scene in New Jersey（Régis François Gignoux，1847-01-01，油彩）,NO_MATCH_FOUND
C,1028,ext·wikidata,C,Man in a Gray Coat（John Johnston，1788-01-01，油彩）,NO_MATCH_FOUND
C,1029,ext·wikidata,C,At the Museum（约翰·科赫，1941-01-01，油彩）,NO_MATCH_FOUND
C,1037,ext·wikidata,C,Window（John Loring，1967-01-01，油彩）,NO_MATCH_FOUND
C,1038,ext·wikidata,C,George Peabody（John Neagle，1822-01-01，油彩）,NO_MATCH_FOUND
C,1041,ext·wikidata,C,The Water Seller（Q22002875，1878-01-01，油彩）,NO_MATCH_FOUND
C,1043,ext·wikidata,C,Couple in the Park（John Russell Clift，1961-01-01，油彩）,NO_MATCH_FOUND
C,1045,ext·wikidata,C,Raw Eclipse（John Seery，1970-01-01）,NO_MATCH_FOUND
C,1048,ext·wikidata,C,Disc #3 –1975（John Stephan，1975-01-01）,NO_MATCH_FOUND
C,1049,ext·wikidata,C,"View of Valley of the Franconia Mountains, New Hampshire（John William Martens）",NO_MATCH_FOUND
C,1051,ext·wikidata,C,Woman in a Tree（Q22247081，1981-01-01，油彩）,NO_MATCH_FOUND
C,1052,ext·wikidata,C,Café Fiel（José Antônio da Silva，1942-01-01，油彩）,NO_MATCH_FOUND
C,1053,ext·wikidata,C,A Gypsy Girl（Joseph Alexander Ames，1860-01-01，油彩）,NO_MATCH_FOUND
C,1057,ext·wikidata,C,Billiards at Julian's（Q20857489）,NO_MATCH_FOUND
C,1058,ext·wikidata,C,Liberty（Joseph Drapell，1978-01-01）,NO_MATCH_FOUND
C,1061,ext·wikidata,C,Linden Allée（Joseph Frank Currier，1875-01-01，纸）,NO_MATCH_FOUND
C,1075,ext·wikidata,C,Detail of a Relief Sculpture of a Queen（Joseph Lindon Smith）,NO_MATCH_FOUND
C,1084,ext·wikidata,C,Study of an Egyptian head in Cairo（Joseph Lindon Smith）,NO_MATCH_FOUND
C,1096,ext·wikidata,C,"Standing Figures of Nisut-nefer and His Wife Khenet, from his tomb, G 4970, Giza, 5th Dyna",NO_MATCH_FOUND
C,1102,ext·wikidata,C,The Gasoline Station（Joseph Solman，1937-01-01，油彩）,NO_MATCH_FOUND
C,1105,ext·wikidata,C,The C Major Chord (Olivia Carter Hall)（Josephine Miles Lewis，1934-01-01，油彩）,NO_MATCH_FOUND
C,1107,ext·wikidata,C,Ernest Wadsworth Longfellow（Julian Russell Story，1892-01-01，油彩）,NO_MATCH_FOUND
C,1108,ext·wikidata,C,Harmonica Player（Q6308657，1941-01-01，油彩）,NO_MATCH_FOUND
C,1112,ext·wikidata,C,"Orange and Blue, Big Room View, Some Molding（Kate Shepherd，2001-01-01）",NO_MATCH_FOUND
C,1114,ext·wikidata,C,Duckbill Hat: Top（Q22247126，1983-01-01，油彩）,NO_MATCH_FOUND
C,1115,ext·wikidata,C,Cross（Laurence Warshaw，1962-01-01，油彩）,NO_MATCH_FOUND
C,1116,ext·wikidata,C,Night Gothic（Q15487727，1957-01-01，油彩）,NO_MATCH_FOUND
C,1117,ext·wikidata,C,My Three Aunts（Q15487727，1930-01-01）,NO_MATCH_FOUND
C,1118,ext·wikidata,C,Nude with Leg on Bed（Lennart Anderson，1963-01-01，油彩）,NO_MATCH_FOUND
C,1119,ext·wikidata,C,Premonitions（Leo Manso，1963-01-01）,NO_MATCH_FOUND
C,1120,ext·wikidata,C,Winter Landscape（Leon Foster Jones，油彩）,TITLE_TOO_GENERIC
C,1121,ext·wikidata,C,Out of Eden（Leonard Maurer，油彩）,NO_MATCH_FOUND
C,1122,ext·wikidata,C,Volcanic Rock（Leonardo Nierman，1963-01-01）,NO_MATCH_FOUND
C,1123,ext·wikidata,C,Landscape（Q22002883，油彩）,TITLE_TOO_GENERIC
C,1124,ext·wikidata,C,Godfrey Lowell Cabot（莉拉·卡伯特·佩里，1916-01-01，油彩）,NO_MATCH_FOUND
C,1126,ext·wikidata,C,Girls with Berries（Louis Lang，1867-01-01，油彩）,NO_MATCH_FOUND
C,1128,ext·wikidata,C,Caddoan V（Q20089904，1973-01-01，油彩）,NO_MATCH_FOUND
C,1129,ext·wikidata,C,Aroostook VI（Q20089904，1967-01-01，油彩）,NO_MATCH_FOUND
C,1130,ext·wikidata,C,Alfred Rose（M. M. Manchester，1838-01-01，画布）,NO_MATCH_FOUND
C,1134,ext·wikidata,C,Aunt Polly's Back Door（Margaret Jordan Patterson，1914-01-01，油彩）,NO_MATCH_FOUND
C,1135,ext·wikidata,C,Frances Lee Weeks（Marie Danforth Page，1922-01-01，油彩）,NO_MATCH_FOUND
C,1136,ext·wikidata,C,"Sam, Lewis and Ward（Marie Danforth Page，1912-01-01，油彩）",NO_MATCH_FOUND
C,1137,ext·wikidata,C,Bohemian Glass Vase（瑪喬莉·菲利普斯，1939-01-01，油彩）,NO_MATCH_FOUND
C,1138,ext·wikidata,C,Via Provinciale（Marjorie Minkin，1981-01-01）,NO_MATCH_FOUND
C,1139,ext·wikidata,C,Church（Martha Diamond，1989-01-01，油彩）,NO_MATCH_FOUND
C,1141,ext·wikidata,C,Real Ideal（Mary Obering，1993-01-01）,NO_MATCH_FOUND
C,1142,ext·wikidata,C,Steele's Tavern（Maryann Harman，1979-01-01）,NO_MATCH_FOUND
C,1143,ext·wikidata,C,Hertha Thiele #7（Matt Saunders）,NO_MATCH_FOUND
C,1144,ext·wikidata,C,Birds Perched on Winter Branches: a pair（Maud Earl，1935-01-01）,NO_MATCH_FOUND
C,1145,ext·wikidata,C,Weft（Maud Morgan，1972-01-01）,NO_MATCH_FOUND
C,1146,ext·wikidata,C,Portrait of Maurice Prendergast's Father（莫里斯·普伦德加斯特，1888-01-01，油彩）,NO_MATCH_FOUND
C,1147,ext·wikidata,C,The Little White Bonnet (Carol Westmorland)（Maurice Fromkes，1917-01-01，油彩）,NO_MATCH_FOUND
C,1149,ext·wikidata,C,A Summer Shower（Mauritz de Haas，1886-01-01，油彩）,NO_MATCH_FOUND
C,1153,ext·wikidata,C,"Oxbow, Napa River, Napa, CA（May Stevens，2002-01-01）",NO_MATCH_FOUND
C,1154,ext·wikidata,C,Scene on the Hudson（Merrill G. Wheelock）,NO_MATCH_FOUND
C,1155,ext·wikidata,C,Banquet（Mervin Jules，1936-01-01）,NO_MATCH_FOUND
C,1156,ext·wikidata,C,Painting of Depth（Meyer Vaisman，1986-01-01）,NO_MATCH_FOUND
C,1157,ext·wikidata,C,The Watteau Thing（Meyer Vaisman，1989-01-01）,NO_MATCH_FOUND
C,1158,ext·wikidata,C,Pakistan（Michael Kessler，1988-01-01）,NO_MATCH_FOUND
C,1162,ext·wikidata,C,Sunday Morning（Q6836743，1801-01-01，油彩）,NO_MATCH_FOUND
C,1163,ext·wikidata,C,Saturday Evening（Q6836743，油彩）,NO_MATCH_FOUND
C,1164,ext·wikidata,C,God Bless Them（Miklos Suba，1942-01-01，油彩）,NO_MATCH_FOUND
C,1165,ext·wikidata,C,Blue-Wing Warbler（Morgan Bulkeley，1991-01-01）,NO_MATCH_FOUND
C,1180,ext·wikidata,C,Baron Alexander von Humboldt（Moses Wight，1852-01-01，油彩）,NO_MATCH_FOUND
C,1181,ext·wikidata,C,Morning Window（Q22247294，1973-01-01）,NO_MATCH_FOUND
C,1182,ext·wikidata,C,Canto: For Galileo（Natalie Alper，1994-01-01）,NO_MATCH_FOUND
C,1183,ext·wikidata,C,A Ten Dollar Bill（Q22003075，油彩）,NO_MATCH_FOUND
C,1184,ext·wikidata,C,Waiting at the Bars（Nicholas Winfield Scott Leighton，油彩）,NO_MATCH_FOUND
C,1185,ext·wikidata,C,The Red Table（Q20825697，1927-01-01，油彩）,NO_MATCH_FOUND
C,1186,ext·wikidata,C,Down the Hill（Q20825697，1924-01-01）,NO_MATCH_FOUND
C,1187,ext·wikidata,C,Near New London（Q20825697，1940-01-01，油彩）,NO_MATCH_FOUND
C,1188,ext·wikidata,C,New Light（Otto Rogers，1980-01-01）,NO_MATCH_FOUND
C,1189,ext·wikidata,C,Ting-A-Ling（Paul Burlin，1962-01-01）,NO_MATCH_FOUND
C,1190,ext·wikidata,C,Self Portrait（Paul Rahilly，1988-01-01，油彩）,TITLE_TOO_GENERIC
C,1191,ext·wikidata,C,Cups and Bowls on Round Table（Q21550097，1977-01-01，油彩）,NO_MATCH_FOUND
C,1192,ext·wikidata,C,Alone（Philip Evergood，1955-01-01，油彩）,NO_MATCH_FOUND
C,1197,ext·wikidata,C,The First Six Galaxies（Philip Smith，1992-01-01）,NO_MATCH_FOUND
C,1202,ext·wikidata,C,Untitled（Porfirio DiDonna，1985-01-01）,TITLE_TOO_GENERIC
C,1204,ext·wikidata,C,Portrait of a Man with Blond Beard（R. Waitz，1872-01-01，油彩）,NO_MATCH_FOUND
C,1210,ext·wikidata,C,Artists in Studio — Lust for Life（Q22247753，1985-01-01，油彩）,NO_MATCH_FOUND
C,1211,ext·wikidata,C,Girl in Blue（Raphael Soyer，1975-01-01，油彩）,NO_MATCH_FOUND
C,1214,ext·wikidata,C,Landscape with Large Tree（Reuben Oliver Luckenbach，1860-01-01，油彩）,NO_MATCH_FOUND
C,1215,ext·wikidata,C,Freedom（Benjamin F. Perkins）,NO_MATCH_FOUND
C,1216,ext·wikidata,C,Gabriel Trumpet（Q5919636，1993-01-01）,NO_MATCH_FOUND
C,1221,ext·wikidata,C,The Misses Case（Richard Morrell Staigg，1864-01-01，油彩）,NO_MATCH_FOUND
C,1223,ext·wikidata,C,To Stand or to Bend in the Great Wind（Robert Ferrandini，1991-01-01）,NO_MATCH_FOUND
C,1224,ext·wikidata,C,Mint Condition（除冰器，1962-01-01，油彩）,NO_MATCH_FOUND
C,1225,ext·wikidata,C,The Peckham-Sawyer Family（Q20859501，1817-01-01，油彩）,NO_MATCH_FOUND
C,1226,ext·wikidata,C,Samuel Henry Peckham（Q20859501，1857-01-01，油彩）,NO_MATCH_FOUND
C,1227,ext·wikidata,C,Pedazos del Mundo No. 34（Robert S. Neuman，1966-01-01，油彩）,NO_MATCH_FOUND
C,1228,ext·wikidata,C,The Window: Still Life and a Winter Scene（Q22003163，油彩）,NO_MATCH_FOUND
