seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
150,Faience Shabti Set,费昂沙比提俑组,LG Egyptian Galleries,Faience,object,埃及葬祭俑,1,6.2,5.8,6.4,6.7,7.3,0,6.8,8.0,6.7,7.140,6.464,B,B,,Core 6.464 落在 5.5–7.19,medium,成组费昂沙比提俑能清楚解释死后劳动观念与葬祭实践，教育价值突出，但此类器物存世较多且未见特殊墓主或考古语境信息。,作为组内唯一的埃及葬祭俑，其成组形态最能代表替亡者服役的来世观念，D因无同组重复而较高，但在MFA丰厚的埃及葬祭体系中并非最高等级核心文物。,
151,Gold Ear‑Ornaments from Thebes,底比斯出土金耳饰,LG Egyptian Galleries,Gold Metal,object,埃及金银珠宝,1,6.7,6.1,6.7,7.1,7.2,0,7.2,8.2,7.5,7.560,6.771,B,B,,Core 6.771 落在 5.5–7.19,medium,底比斯新王国锤揲金耳饰兼具贵族生活、女性装饰与金工技术信息，小尺度限制空间冲击力，且在MFA埃及大藏中并非明显不可替代。,组内唯一的埃及金银珠宝，以精致金耳饰补充宏大墓葬艺术之外的精英女性装饰与丧葬物质文化叙事，故独特性居本组首位但不作绝对孤例评价。,
152,Kore Statue Fragment,科雷少女雕像残件,211 Greek Art,Marble Sculpture,object,希腊大理石雕塑,1,6.5,5.4,5.7,5.8,7.1,0,6.8,8.2,7.0,7.260,6.166,B,B,,Core 6.166 落在 5.5–7.19,medium,古风时期科雷像残件因保留彩绘痕迹而对理解希腊雕塑原有色彩很有价值，但残缺状态削弱观赏性，且MFA古典板块并非全美最具身份性的收藏。,组内唯一的希腊大理石雕塑，以古风时期科雷类型及彩绘痕迹补足希腊雕塑叙事，D因无同组重复而偏高，但残件状态限制其品质上限。,
153,"Red‑Figure Krater, Dionysus Feast",红绘陶缸：酒神宴饮,210 Greek Pottery,Terracotta,object,希腊彩绘陶器,1,7.1,6,7.2,7.3,7.5,0,7.7,8.3,7.4,7.820,7.002,B,B,,Core 7.002 落在 5.5–7.19,medium,雅典红绘陶缸以完整的大型器形和酒神宴饮图像呈现饮酒、宗教与社会文化，是优质希腊陶器，但未提供画师归属等顶级性证据。,作为组内唯一对象，它以典型的雅典红绘陶缸和酒神宴饮题材独立代表希腊彩陶，但因器类与题材本身较常见，独特性未取满分。,
154,"Bronze Helmet, Corinthian Type",科林斯式青铜头盔,211 Greek Art,Bronze,object,希腊武器与甲胄,1,7,5.9,7.2,7.9,7.7,0,7.8,8.3,7.6,7.910,7.086,B,B,,Core 7.086 落在 5.5–7.19,medium,保存良好的科林斯式头盔是希腊重装步兵制度最直观且辨识度极高的实物之一，游客吸引力强，但对MFA整体身份的贡献有限。,作为组内唯一的希腊武器与甲胄，它以保存良好的典型科林斯式形制居于组内首位，并补足重装步兵战争叙事，但此类头盔在大型百科馆中并非罕见。,
155,Roman Marble Portrait of a Matron,罗马贵妇大理石肖像,213 Roman Portraiture,Marble Sculpture,object,罗马大理石肖像,1,6.6,5.6,6.7,6.5,7.2,0,6.7,8.2,6.5,7.110,6.491,B,B,,Core 6.491 落在 5.5–7.19,medium,成熟贵妇的写实肖像适合讲解罗马身份、年龄表现和帝国时期肖像规范，但匿名同类作品在大型百科博物馆中较常见。,组内唯一的罗马大理石肖像，成熟贵妇的写实形象可代表帝国时代肖像传统，独特性和叙事补位较高，但在MFA并非顶尖板块中的标志性杰作。,
156,Mosaic: Four Seasons Panel,四季主题马赛克嵌板,214 Roman Mosaics,Mosaic,object,罗马马赛克,1,6.8,5.9,7.5,7.4,7.2,0,7.1,8.4,7.6,7.590,6.909,B,B,,Core 6.909 落在 5.5–7.19,medium,四季拟人主题兼具晚期古代象征体系和居住空间装饰价值，马赛克材质具有良好现场效果，但缺少出土地与尺度信息来支持更高的馆藏身份分。,组内唯一的罗马马赛克，以完整的四季寓意题材较典型地呈现晚期古代地面装饰传统，独特性较高并补足罗马日常空间与图像叙事。,
157,Etruscan Bronze Mirror with Myth Engraving,伊特鲁里亚神话纹青铜镜,210 Etruscan Art,Bronze,object,伊特鲁里亚青铜镜,1,7.2,5.3,6.4,6.2,7.4,0,7.4,8.7,7.1,7.730,6.538,B,B,,Core 6.538 落在 5.5–7.19,medium,雕纹青铜镜是理解伊特鲁里亚神话图像、工艺与仪用生活的重要材料，但体量及MFA古典板块的相对地位限制了其现场冲击和不可替代性。,作为组内唯一的伊特鲁里亚青铜镜，其精细神话刻纹使品质居本组首位且无同类重复，并补充了伊特鲁里亚日用器、青铜工艺与神话图像的叙事环节。,
158,Shiva and Parvati Relief,湿婆与帕尔瓦蒂浮雕,South Asian Galleries,Stone Relief,object,南亚宗教石雕,2,7.6,5.7,7.2,7.0,7.6,0,7.8,8.2,7.4,7.840,6.999,B,B,,Core 6.999 落在 5.5–7.19,medium,朱罗时期神祇夫妇浮雕兼具王朝艺术水准与印度教图像学价值，但南亚石雕并非MFA最具身份性的收藏板块。,组内居首，其神祇夫妇互动题材与浮雕形式较毗湿奴立像更具非重复性，并能补充朱罗时期南印度宗教艺术叙事。,
159,Standing Vishnu,毗湿奴立像,South Asian Galleries,Sandstone Sculpture,object,南亚宗教石雕,2,7.2,5.5,6.9,6.7,7.4,0,7.3,6.6,7.0,7.030,6.668,B,B,,Core 6.668 落在 5.5–7.19,medium,帕拉时期多臂毗湿奴立像能够清晰展示印度宗教图像体系与区域雕刻传统，但从现有信息看并非馆内不可替代的顶级南亚作品。,组内居次，多臂毗湿奴立像的图像类型相对常规，但其帕拉时期背景仍为东印度宗教雕刻保留了独立叙事位置。,
160,"Bodhisattva Head, Srivijaya",室利佛逝菩萨首,South Asian Galleries,Stone Sculpture,object,东南亚佛教石雕,1,7.5,5.9,6.3,6.4,7.9,0,7.3,8.6,8.2,7.870,6.852,B,B,,Core 6.852 落在 5.5–7.19,medium,室利佛逝背景使其对海上东南亚佛教传播叙事颇为珍贵，但仅存头像削弱了空间表现力，且该区域并非MFA核心身份板块。,作为组内唯一的东南亚佛教石雕，它以室利佛逝海洋佛教传统取得最高且显著的独特性，并补足印度、中国之间佛教传播的叙事环节。,
161,Inlaid Brass Canteen,嵌铜银水壶,Islamic Gallery,Brass with Silver Inlay,object,伊斯兰错银金属器,1,7.7,5.5,7.5,7.3,7.9,0,7.8,8.6,7.3,7.940,7.114,B,B,,Core 7.114 落在 5.5–7.19,medium,马穆鲁克错银黄铜器代表伊斯兰奢侈金属工艺的高水平，具象纹章或人物徽章也有较强叙事价值，但MFA伊斯兰收藏在全馆并非核心支柱。,作为本组唯一对象，它以马穆鲁克错银黄铜工艺及具象徽章纹饰占据独立位置，品质较高并能补足伊斯兰奢华金属器叙事，但尚不足以视为MFA核心板块的顶级典范。,
162,"Glazed Tile Panel, Hunting Scene",狩猎纹釉陶板,Islamic Gallery,Glazed Ceramic,object,伊斯兰建筑釉陶,1,6.4,4.6,5.7,5.6,6.9,0,6.8,8.2,7.1,7.280,5.888,B,B,,Core 5.888 落在 5.5–7.19,medium,塞尔柱狩猎图像可用于解释宫廷文化和建筑陶饰传统，但残片状态及常见题材使其视觉完整性与馆内不可替代性有限。,作为组内唯一对象，它以塞尔柱时期王权狩猎题材补足伊斯兰建筑釉陶叙事，故D居组内首位且偏高，但因属残片且该板块并非MFA核心强项，Q与G保持中上。,
163,Wooden Minbar Fragment,敏拜尔讲道台木雕残件,Islamic Gallery,Carved Wood,object,伊斯兰建筑木雕,1,7.0,4.9,5.5,5.4,7.5,0,7.0,8.3,7.2,7.430,6.128,B,B,,Core 6.128 落在 5.5–7.19,medium,清真寺敏拜尔残件能够连接马格里布、安达卢斯木作和宗教空间传统，但脱离原建筑且保存不完整，现场吸引力明显受限。,作为组内唯一的伊斯兰建筑木雕，它以摩洛哥—安达卢斯清真寺敏拜尔构件填补宗教建筑陈设叙事，D居组内首位且无重复，但残件属性使Q不宜拔高。,
164,Tiffany: Wisteria Lamp,蒂凡尼紫藤台灯,112 American Decorative Arts,Stained‑Glass & Metal,object,蒂凡尼彩色玻璃作品,2,8.5,7.3,8.8,9.0,7.9,0,9.4,9.1,8.8,9.190,8.299,A,A,,Core 8.299 落在 7.2–8.49,medium,紫藤灯是蒂凡尼铅条玻璃最具辨识度的设计类型之一，在MFA美国艺术语境中兼有突出的工艺、美感和大众吸引力。,组内居首，紫藤台灯是蒂凡尼铅条玻璃灯具中最具典范性与辨识度的类型，也是本组美国装饰艺术叙事的核心代表。,
165,Tiffany Window: Autumn Landscape,蒂凡尼彩色玻璃窗：秋景,112 American Decorative Arts,Stained‑Glass,object,蒂凡尼彩色玻璃作品,2,7.7,6.5,8.3,8.2,7.3,0,8.2,7.6,8.1,8.000,7.535,A,A,,Core 7.535 落在 7.2–8.49,medium,秋色树林题材充分体现蒂凡尼玻璃以材质模拟自然光色的能力，视觉效果突出，但类型辨识度和馆内地位略低于紫藤灯等标志性设计。,组内次位，秋景窗以建筑彩窗形式补充了台灯之外的媒材应用，但其典范性与独特辨识度均逊于紫藤台灯。,
166,Chippendale Side Chair,齐本德尔边椅,113 American Furniture,Wood Furniture,object,美国18至19世纪木家具,2,6.6,5.8,6.3,5.9,7.0,0,7.2,7.8,7.2,7.380,6.388,B,B,,Core 6.388 落在 5.5–7.19,medium,波士顿制作背景和洛可可雕饰使其适合讲述殖民时期城市工艺与消费文化，但边椅器型常见，单件替代性仍较高。,组内居首，波士顿制作的洛可可齐本德尔椅较餐边柜更能代表本地殖民时期家具传统，并补足联邦式以前的风格环节。,
167,Federal‑style Sideboard,联邦式餐边柜,113 American Furniture,Wood Furniture,object,美国18至19世纪木家具,2,6.4,5.5,6.5,6.0,6.9,0,6.8,6.8,7.1,6.860,6.251,B,B,,Core 6.251 落在 5.5–7.19,medium,新英格兰联邦式餐边柜能清楚呈现共和国早期的新古典审美与家居文化，但现有信息未显示特殊作者、出处或历史关联。,组内居次，其新古典联邦式样与齐本德尔椅形成时代和功能上的互补，但作为新英格兰桃花心木家具的典范性略逊一筹。,
168,"Silver Sugar Bowl, Paul Revere",保罗·里维尔银糖罐,132 Colonial American,Silver,object,美国殖民时期银器,3,7.5,6.7,6.6,7.2,8.2,0,7.6,4.8,6.4,6.520,7.127,A,B,变,Core 7.127 落在 5.5–7.19,medium,保罗·里维尔的作者身份及其与波士顿的深厚关联显著提升历史叙事价值，但糖罐的中等尺度和常规器型使其不可替代性低于其标志性银器名作。,组内品质居中，但与里维尔银茶壶在作者、材质和饮茶文化叙事上高度重叠，独特性三件中最低。,
169,"Silver Spoon Set, Colonial Boston",波士顿殖民时代银勺套件,132 Colonial American,Silver,object,美国殖民时期银器,3,6.1,5.5,5.2,5.4,6.7,0,6.4,6.7,7.1,6.630,5.853,B,B,,Core 5.853 落在 5.5–7.19,low,多位波士顿银匠的戳记使这套银勺适合讲述殖民地城市工艺与消费网络，但日常器形和MFA丰富的美国银器收藏限制了其独特性与视觉冲击。,组内艺术品质较弱，却以多位波士顿银匠和日常餐具类型区别于两件里维尔器皿，独特性与叙事补位均居第二。,
170,Portrait of Captain Samuel Adams,塞缪尔·亚当斯船长肖像,136 Colonial America,Oil Painting,object,美国殖民时期肖像画,3,7.6,7.4,7.2,7.0,7.5,0,7.7,4.8,6.5,6.590,7.284,A,A,,Core 7.284 落在 7.2–8.49,medium,科普利对波士顿商人船长的正式肖像兼具殖民社会史与成熟肖像艺术价值，并能强化MFA以科普利为核心的美国艺术身份，但并非其最著名的标志性作品。,组内列第三，虽是质量上乘的科普利波士顿商人船长肖像并可补充殖民贸易叙事，但其男性精英礼仪肖像模式与同组作品相比重复性最高。,
171,Still‑Life with Fruit and Shells,水果贝壳静物,136 Colonial America,Oil Painting,object,荷兰黄金时代静物画,1,7.4,5.8,7.8,7.5,7.3,0,8.2,9.0,7.8,8.360,7.156,B,B,,Core 7.156 落在 5.5–7.19,medium,中等可信元数据将作品归于巴尔塔萨·范德阿斯特并定年1623年，使其成为精美且富有自然史和全球贸易叙事的荷兰静物，但简介所称殖民时期美国作品与此明显冲突。,组内唯一对象，范德阿斯特的果实与贝壳题材具有较强典范性，并独立补足荷兰黄金时代静物及其自然收藏叙事。,
172,Harvest Time in New England,新英格兰收获时节,222 American 19thC,Oil Painting,object,美国19世纪风俗画,2,6.2,5.6,6.8,6.7,7.0,0,6.5,6.2,7.1,6.530,6.368,B,B,,Core 6.368 落在 5.5–7.19,low,新英格兰收获劳动题材能够直观呈现美国乡村经济、季节生活与地域景观，但缺少作者、年代和作品地位资料，暂按具有良好叙事性的常规风俗画评价。,组内排名第二，新英格兰农事主题具有鲜明地域叙事价值，但作为19世纪乡村劳动风俗画相对常见，独特性逊于霍默作品。,
173,The Fisherman’s Family,渔夫一家,221 American Painting,Oil Painting,object,美国19世纪风俗画,2,7.8,7.2,7.1,7.2,7.8,0,8.5,8.7,8.2,8.500,7.525,A,A,,Core 7.525 落在 7.2–8.49,medium,1881年的荷马水彩以渔民家庭生活连接海洋劳动史和艺术家成熟期探索，在MFA重点美国艺术板块中颇有分量，但小尺幅和馆内更具标志性的荷马名作压低了不可替代性。,组内排名第一，作为霍默1881年的海洋风俗题材作品，其艺术家地位、渔民家庭视角及对MFA美国艺术主线的补位均明显强于另一件。,
174,Cupid Reclining,斜倚的丘比特,249 European Sculpture,Marble Sculpture,object,19世纪法国雕塑,2,5.7,4.7,6.6,6.5,5.6,0,5.9,4.2,4.9,5.190,5.639,B,B,,Core 5.639 落在 5.5–7.19,low,斜倚丘比特的大理石材质与亲和题材可提供良好的现场观赏性，但在缺少作者、年代和特殊来历的情况下更接近可替代的19世纪法国沙龙式雕塑。,组内居次，虽以大理石童神题材体现19世纪法国古典主义趣味，但母题较常见，代表性与叙事补位均明显弱于雨果胸像。,
175,Bust of Victor Hugo,维克多·雨果胸像,249 European Sculpture,Bronze Sculpture,object,19世纪法国雕塑,2,7.8,5.9,7.7,7.4,7.6,0,8.7,8.8,7.9,8.570,7.297,A,A,,Core 7.297 落在 7.2–8.49,medium,罗丹以富有力量的塑造表现维克多·雨果，使作品同时关联现代雕塑史与法国文学史，但青铜肖像可能存在多个铸本且欧洲雕塑并非MFA最具辨识度的板块。,组内居首，罗丹塑造的雨果肖像兼具名家水准、强烈个性与文学史连接，在品质、非重复性及法国近代文化叙事上均胜过丘比特雕像。,
176,"Gothic Ivory Diptych, Passion of Christ",哥特牙雕双联板：基督受难,143 European Decorative Arts,Ivory,object,欧洲中世纪象牙雕刻,1,7.1,5.5,6.8,6.8,7.8,0,7.5,8.5,7.8,7.860,6.791,B,B,,Core 6.791 落在 5.5–7.19,low,哥特象牙双联板以便携礼拜形式浓缩基督受难叙事，能够有效解释中世纪私人虔敬、图像阅读与精细工艺，但尺寸和MFA馆藏语境使其难成全馆核心。,作为组内唯一的欧洲中世纪象牙雕刻，它以哥特式受难叙事代表私人礼拜艺术，品质典型且能补足MFA中世纪宗教工艺叙事，故D居组内最高位。,
177,"Renaissance Majolica Bowl, Myth Scene",文艺复兴马约里卡神话纹大碗,143 European Decorative Arts,Ceramic,object,意大利文艺复兴马约里卡陶器,1,6.8,5.3,7.2,7.1,7.2,0,7.2,8.1,6.8,7.390,6.649,B,B,,Core 6.649 落在 5.5–7.19,low,神话叙事与彩绘釉陶工艺体现了意大利文艺复兴对古典文化的复兴及其向日用器物的渗透，观赏性良好但缺少名窑、作者或特殊出处支撑更高地位。,作为组内唯一的意大利文艺复兴马约里卡，它以神话叙事较完整地代表该门类并补足古典题材复兴一环，故D居组内首位，但在MFA强项体系中并非核心标志物。,
178,"Baroque Tapestry Fragment, Hunting Scene",巴洛克狩猎挂毯残片,143 European Decorative Arts,Tapestry,object,欧洲巴洛克挂毯,1,5.6,4.5,5.9,5.8,6.2,0,5.8,7.4,6.3,6.380,5.568,C,B,变,Core 5.568 落在 5.5–7.19,low,羊毛丝线的贵族猎鹿图景可说明巴洛克宫廷文化与纺织生产，但残片状态削弱了构图完整性、空间气势和馆藏不可替代性。,组内唯一的欧洲巴洛克挂毯，狩猎题材可补充宫廷装饰艺术叙事，因仅为常见题材的残片，品质与独特性虽居组首但不宜顶格。,
179,Portrait of a Young Scholar,青年学者肖像,327 Old Master European,Oil Painting,object,荷兰黄金时代肖像画,5,6.3,5.0,6.4,6.1,6.7,0,6.8,7.2,6.6,6.880,6.078,B,B,,Core 6.078 落在 5.5–7.19,low,青年学者形象适合阐释荷兰黄金时代的市民阶层、知识身份与肖像惯例，但没有作者、年代或特殊人物身份的信息，暂属同类中的常规馆藏。,组内列第二，男性学者身份使其区别于三件雷同的女性肖像，并补充荷兰市民阶层与知识文化叙事。,
180,Landscape with River and Ruins,河流与废墟风景,333 Romantic European,Oil Painting,object,法国浪漫主义风景画,1,6.3,5.0,7.0,6.8,6.5,0,5.8,7.6,6.7,6.520,6.207,B,B,,Core 6.207 落在 5.5–7.19,low,自然景色与古代废墟的结合具有典型浪漫主义的怀古氛围和较强观赏性，但作者、年代及具体遗址均不明确，在MFA欧洲绘画中可替代性较高。,作为组内唯一的法国浪漫主义风景画，其河流、古迹与自然结合具有较高独特性，并可在MFA更强势的法国印象派叙事之前补足浪漫主义一环，但就典范性而言仍属中等。,
181,Peasant Family at Supper,农家庭院晚餐,334 Realist France,Oil Painting,object,法国19世纪现实主义风俗画,1,6.2,4.8,6.1,6.0,6.6,0,6.4,7.8,6.8,6.900,5.935,C,B,变,Core 5.935 落在 5.5–7.19,medium,农村晚餐题材能够体现法国现实主义对普通劳动者生活的关注，但此类风俗画通常尺度适中，在MFA名作密集的法国绘画板块中单件可替代性较高。,组内唯一，作为法国现实主义农民家庭生活题材的代表具有较高非重复性，但母题较常见、典范地位有限，主要补足现实主义社会生活叙事。,
182,Guanyin with Multiple Arms,多臂观音,2nd Floor Chinese Art,Wood Sculpture,object,中国佛教木雕造像,1,7.8,7.0,7.6,7.5,8.0,0,7.7,8.8,8.3,8.150,7.590,A,A,,Core 7.590 落在 7.2–8.49,medium,元明彩绘多臂观音兼具复杂佛教图像、木雕工艺和民间信仰叙事，并直接落在MFA具有身份意义的中国佛教造像板块。,组内唯一的中国佛教木雕造像，多臂观音题材与彩绘木雕形制兼具辨识度，并补足了MFA中国佛教造像叙事中的民间信仰一环。,
183,"Celadon Vase, Longquan",龙泉青瓷瓶,2nd Floor Chinese Art,Porcelain,object,中国宋元青瓷,1,7.7,6.3,7.1,6.8,7.7,0,7.8,8.3,7.6,7.910,7.146,B,B,,Core 7.146 落在 5.5–7.19,medium,龙泉青瓷是宋元陶瓷技术、文人审美与跨区域贸易的重要代表，玉质釉色颇具现场魅力，但单件瓶器在MFA丰富中国收藏中并非不可替代。,作为组内唯一的宋元青瓷，它以典型的龙泉窑玉质青釉位居组内首位并获较高D，同时补足MFA中国艺术叙事中的宋元陶瓷一环。,
184,Screen: The Tale of Genji Scenes,源氏物语绘屏风,Japanese 215,Screen Painting,object,日本江户时代屏风画,1,7.9,7.3,8.1,7.9,8.2,0,8.0,8.7,8.2,8.250,7.860,A,A,,Core 7.860 落在 7.2–8.49,medium,以大幅屏风呈现《源氏物语》场景，结合经典文学、江户绘画和室内陈设文化，在MFA世界领先的日本艺术收藏中具有较强代表性。,作为组内唯一的江户时代《源氏物语》屏风，本件以经典文学题材与屏风形式居于组内首位，独特性较高，并能补充MFA日本艺术叙事中的世俗绘画一环。,
185,Wood Netsuke: Fox Spirit,根付木雕：狐妖,Japanese 216,Wood,object,日本根付,1,6.0,5.6,6.3,7.0,6.7,0,6.8,8.2,7.2,7.300,6.330,B,B,,Core 6.330 落在 5.5–7.19,medium,狐妖题材兼有精细微雕、服饰附件功能和日本民俗趣味，容易吸引普通游客，但体量很小且根付藏品之间替代性较强。,作为组内唯一的根付，它以江户木雕狐妖题材取得最高且偏高的独特性，并为MFA日本艺术叙事补充民俗信仰与日常佩饰的一环，但典范地位尚不足以跻身顶级名品。,
186,Canopic Chest Fragment,卡诺匹斯箱残件,LG Egyptian Galleries,Wood,object,古埃及葬祭木器,1,6.5,5.5,4.8,5.3,7.1,0,6.0,8.3,7.5,6.990,5.954,C,B,变,Core 5.954 落在 5.5–7.19,medium,卡诺匹斯箱可有效解释器官保存、木器彩绘与埃及葬祭制度，但残件状态显著削弱完整性和视觉吸引力，在MFA庞大的埃及收藏中也较易被替代。,组内唯一的卡诺匹斯葬祭木器，虽为残件而使品质与完整性仅居中等，但类型独占性高，并能补足木制脏器保存设施与木乃伊葬仪叙事。,
187,Athena Bronze Statuette,雅典娜小型青铜像,211 Greek Art,Bronze,object,古希腊小型青铜神像,1,6.6,4.8,5.7,5.9,6.7,0,6.2,7.4,5.8,6.480,5.913,B,B,,Core 5.913 落在 5.5–7.19,medium,雅典娜小型还愿像能够说明希腊化时代的家庭崇拜和青铜制作，但体量与类型均较常规，且MFA古典地中海收藏并非全馆最具身份性的板块。,作为组内唯一的古希腊小型青铜神像，其D因独占该类别而偏高，但常见的希腊化时期雅典娜家用奉献类型限制了品质典范性与叙事补位价值。,
188,Funerary Stele with Warrior,武士主题丧葬石碑,210 Greek Art,Marble,object,古希腊墓葬石刻,1,7.7,6.3,7.2,7.0,7.9,0,7.8,8.6,7.5,7.980,7.228,A,A,,Core 7.228 落在 7.2–8.49,medium,古典希腊武士墓碑以人体浮雕连接战争、公民身份与死亡纪念，历史叙事和原作价值较强，但对MFA整体身份的贡献仍属次核心。,作为组内唯一对象，它以武士公民纪念主题较典型地代表古希腊墓葬石刻，独特性居组内首位，并补足希腊社会身份与死亡纪念的叙事。,
189,Roman Sarcophagus: Labors of Hercules,赫拉克勒斯功绩石棺,213 Roman Sarcophagi,Marble,object,罗马叙事浮雕石棺,1,8.1,7.3,8.8,8.5,8.4,0,8.8,9.0,8.4,8.780,8.178,A,A,,Core 8.178 落在 7.2–8.49,medium,以连续浮雕展开赫拉克勒斯十二功绩的罗马大理石石棺兼具纪念性尺度、神话叙事密度和强烈现场冲击，应属馆内罗马石棺中的重要展示核心。,组内唯一，以完整的赫拉克勒斯十二功绩浮雕循环兼具高水平叙事雕刻与罗马葬俗补位价值，故在本馆此类对象中居首并获高独特性分。,
190,"Sandstone Buddha, Amaravati",阿玛拉瓦蒂砂岩佛造像,South Asian Galleries,Sandstone,object,南亚早期佛教石雕,1,7.8,6.2,6.2,6.4,8.0,0,7.6,8.5,7.5,7.850,6.985,B,B,,Core 6.985 落在 5.5–7.19,medium,阿玛拉瓦蒂是早期印度佛教艺术与安得拉雕刻传统的关键中心，作品具有较高文明叙事价值，但残片状态及MFA南亚板块的次核心地位限制其现场与身份分。,组内唯一的阿玛拉瓦蒂—安得拉早期佛教砂岩造像，虽为残片但典范性较强，并为MFA亚洲佛教叙事补上南印度早期传统的一环。,
191,Mamluk Brass Lamp,马穆鲁克清真寺铜灯,Islamic Gallery,Brass‑Enamel,object,伊斯兰金属灯具,1,7.3,5.7,7.3,7.2,7.6,0,7.4,8.5,7.6,7.770,6.977,B,B,,Core 6.977 落在 5.5–7.19,medium,马穆鲁克铜胎装饰灯具能够呈现清真寺照明、宗教空间与金属装饰工艺，观赏性较好，但MFA伊斯兰收藏在全美和馆内均非最核心板块。,组内唯一的伊斯兰金属灯具，以铜胎珐琅呈现清真寺宗教照明，独特性居组内首位并能补足伊斯兰宗教空间叙事，但尚无证据证明其为全馆级杰作。,
192,Federal‑period Silver Coffee Pot,联邦时期银咖啡壶,132 Colonial American,Silver,object,美国联邦时期银器,1,6.9,6.6,6.8,6.6,7.6,0,7.2,8.5,7.8,7.710,6.951,B,B,,Core 6.951 落在 5.5–7.19,medium,波士顿作坊制作的联邦时期银咖啡壶把新古典设计、革命后消费文化与本地工艺史相结合，契合MFA美国艺术身份，但同类银器数量较多。,组内唯一的联邦时期银器，以新古典主义波士顿咖啡壶代表独立后当地工艺，并补足殖民银器向联邦时代审美转型的一环。,
193,Portrait of Rebecca Boylston,丽贝卡·博伊尔斯顿肖像,136 Colonial America,Oil Painting,object,美国殖民时期肖像画,3,7.7,7.2,7.3,7.2,7.8,0,7.9,6.7,7.3,7.420,7.427,A,A,,Core 7.427 落在 7.2–8.49,medium,科普利1767年的殖民地精英肖像兼具成熟写实、服饰审美与波士顿社会史价值，但MFA另有更具标志性的科普利名作。,组内列第二，其殖民地上层女性形象与服饰文化为两幅男性肖像提供了性别和社会生活层面的补位，但典范性与辨识度仍明显不及里维尔肖像。,
194,The Old Farmhouse,古老农舍,222 American 19thC,Oil Painting,object,19世纪美国乡村风景画,1,5.7,4.7,6.0,5.8,6.0,0,5.8,7.2,5.8,6.220,5.607,B,B,,Core 5.607 落在 5.5–7.19,low,新英格兰旧农舍题材具有地域生活史和乡土景观价值，但按现有信息属于MFA美国风景画中可替代性较高的常规作品。,组内唯一一件，以新英格兰旧农舍题材形成一定独特性并补充美国乡村生活叙事，但在名作密集的MFA美国绘画体系中典范地位有限。,
195,Bust of a Young Man,青年男子大理石胸像,247 American Sculpture,Marble Sculpture,object,美国大理石肖像胸像,1,5.0,4.2,5.7,5.3,5.4,0,5.5,7.5,5.8,6.160,5.126,B,C,变,Core 5.126 < 5.5,low,这类学院派波士顿精英大理石胸像可说明肖像雕塑与社会身份，却缺少突出作者、人物或创作史地位来超越馆藏常规品。,作为组内唯一的美国大理石肖像胸像，其独特性居首且能补充波士顿精英与学院派雕塑叙事，但典范程度尚不足以跻身MFA美国艺术核心名作。,
196,Ivory Crucifix,象牙耶稣受难像,143 European Decorative Arts,Ivory,object,欧洲巴洛克象牙宗教雕刻,1,6.3,5.0,6.5,6.3,6.9,0,6.6,8.2,5.8,6.920,6.157,B,B,,Core 6.157 落在 5.5–7.19,low,富于动态的巴洛克象牙受难像兼具精细工艺和天主教敬礼叙事，但欧洲装饰艺术并非MFA最不可替代的收藏板块。,作为组内唯一的巴洛克象牙宗教雕刻，它以富于戏剧性的受难像体现该门类而获较高D，但品质地位与对MFA核心叙事的补位均属中等。,
197,Portrait of an Old Man,老者肖像,327 Old Master European,Oil Painting,object,20世纪美国现实主义肖像画,1,5.5,4.1,5.8,5.5,5.7,0,5.8,7.4,5.6,6.240,5.299,B,C,变,Core 5.299 < 5.5,medium,编目关联将其定为约瑟夫·赫希1939年的美国肖像作品，整体更接近合格的现实主义人物研究，且该信息与老大师展厅描述存在冲突。,组内唯一，因其以伦勃朗式语言表现1930年代美国现实主义肖像而获较高D，但艺术家地位与题材典范性有限，叙事补位价值居中。,
198,Madonna and Child,圣母子板画,324 Early Italian Renaissance,Tempera on Panel,object,意大利早期文艺复兴宗教板画,2,6.7,5.7,6.6,6.5,7.2,0,6.7,5.8,6.4,6.370,6.447,B,B,,Core 6.447 落在 5.5–7.19,low,锡耶纳式金地圣母子能清晰呈现私人敬礼、圣像传统和早期意大利绘画语言，但缺少重要作者或特殊来源来提高馆内不可替代性。,组内居第二，虽能代表锡耶纳式金地圣母子 devotional tradition，但母子题材较常规，相较叙事性祭坛画残片重复性更高。,
199,The Adoration of the Magi,三博士朝拜,324 Early Italian Renaissance,Tempera on Panel,object,意大利早期文艺复兴宗教板画,2,6.6,5.4,6.7,6.7,7.3,0,6.8,7.6,7.2,7.120,6.487,B,B,,Core 6.487 落在 5.5–7.19,low,三博士叙事具有较强的图像学和祭坛画教育价值，人物行旅场面也富于观赏性，但残片状态及未明归属限制了其馆内地位。,组内居第一，三博士朝拜的多人物叙事与祭坛画残片形态比常规圣母子板画更独特，也更能补足早期文艺复兴宗教叙事。,
