seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
337,Mask,,,Native American Art,object,美国原住民艺术,6,7,6.5,7,6.5,7,0,7.5,7,7,7.250,6.825,,B,变,Core 6.825 落在 5.5–7.19,high,19世纪中叶西北海岸原住民面具，具有明确族群语境和较强形式表现力，但艺术家不详且并非PEM最核心的亚洲或海事标志性藏品。,组内第四：19世纪海尔楚克或海岸钦西安族面具具区域代表性，但在原住民传统艺术展示中仍有一定类型重复。,
338,Basket,,,Native American Art,object,美国原住民艺术,6,7,6,6.5,6,7,0,7,6,7,6.700,6.495,,B,变,Core 6.495 落在 5.5–7.19,high,约1825年的丘马什编篮体现南加州原住民材料、工艺与地域传统，历史较早且教育价值明确，但单件视觉冲击有限。,组内第五：丘马什篮具补充南加州文化区域，但篮编器物在同类叙事中的独特性低于面具、雕塑和当代作品。,
339,The Seine of Journeys,,,Native American Art,object,美国原住民艺术,6,7,7.5,8,7.5,7.5,0,7.5,7.5,6.5,7.300,7.455,,A,变,Core 7.455 落在 7.2–8.49,high,霍-琼克艺术家Truman Lowe的当代大型委托作品，兼具博物馆直接关联、材料创新和较强空间视觉效果。,组内第三：当代霍-琼克艺术家的博物馆委托作品，形式和时代独特，但对本组历史性叙事的补位次于前两件。,
340,Pipe,,,Native American Art,object,美国原住民艺术,6,7.5,7.5,6,6.5,8,0,8,8.5,8,8.150,7.265,,A,变,Core 7.265 落在 7.2–8.49,high,约1825年的海达族硅质页岩雕刻，体现西北海岸独特传统，并以1832年早期捐赠连接塞勒姆的海上贸易与收藏史。,组内第二：早期海达族硅质页岩器物，兼具历史纵深与西北海岸代表性，重复度低于一般器物。,
341,Sculpture,,,Native American Art,object,美国原住民艺术,6,8,8.5,6,6.5,8.5,0,8.5,9.5,9,8.900,7.765,,A,变,Core 7.765 落在 7.2–8.49,medium,来自塞勒姆原住民居地Naumkeag、年代至16世纪的玄武岩雕塑，对地方原住民历史和PEM地域叙事具有罕见的不可替代性。,组内首位：16世纪塞勒姆本地原住民遗存，年代与地域不可替代，最能补足本馆地方文明叙事。,
342,Doll,,,Native American Art,object,美国原住民艺术,6,6,5.5,6,6,6.5,0,6,4.5,6,5.550,5.905,,B,变,Core 5.905 落在 5.5–7.19,high,19世纪晚期拉科塔族娃娃保存了服饰、材料和族群工艺信息，但属于较常见的民族志类型，单件代表性有限。,组内末位：拉科塔族晚19世纪玩偶具有文化信息，但作为小型民族志物件与组内其他对象相比重复度最高。,
343,King penguin (Aptenodytes patagonicus),,,Natural History,object,塞勒姆历史自然史藏品,6,5.5,6,6.5,7,6.5,0,8,8.7,8.5,8.310,6.431,,B,变,Core 6.431 落在 5.5–7.19,high,约1820年从福克兰群岛活体采集的帝企鹅，连接早期远洋航行、自然史采集与博物馆建馆传统，动物本身也具较强游客吸引力。,组内第二：王企鹅标本具有鲜明的远洋采集与早期航海背景，代表性仅次于海椰子。,
344,Coco de mer (Lodoicea maldivica) nut,,,Natural History,object,塞勒姆历史自然史藏品,6,5.5,6,6.5,7.5,6.5,0,8.5,9.5,9,8.900,6.565,,B,变,Core 6.565 落在 5.5–7.19,high,约1800年的塞舌尔海椰子果实兼具罕见形态和早期全球海上贸易背景，趣味性强，但科学或艺术等级并非顶尖。,组内代表性最高：稀有的塞舌尔海椰子兼具远洋贸易与自然史双重独特性，几乎无同类替代。,
345,Ostrich (Struthio camelus) egg,,,Natural History,object,塞勒姆历史自然史藏品,6,5,5.5,5.5,6,5.5,0,6.5,5.5,7.5,6.400,5.565,,B,变,Core 5.565 落在 5.5–7.19,high,1800年前采集的鸵鸟蛋体现早期远洋自然史收藏，但同类物并不罕见，视觉和叙事价值较为常规。,组内相对末位：早期远洋捐赠赋予其历史价值，但鸵鸟蛋在自然史收藏中较易重复，非本组核心代表。,
346,Leatherback turtle (Dermochelys coriacea),,,Natural History,object,塞勒姆历史自然史藏品,6,6,7.5,7,7.5,7.5,0,8,8,9,8.200,7.195,,B,变,Core 7.195 落在 5.5–7.19,high,1885年在马萨诸塞州Rockport附近捕获的革龟，兼具大型动物的现场冲击力和塞勒姆地方史叙事，并明确陈列于“Salem Stories”。,组内第四：本地实地采集且正在展出，地方关联和路线补位很强，但作为海龟标本的独特性略低于前三者。,
347,Red Malay rooster (Gallus gallus domesticus),,,Natural History,object,塞勒姆历史自然史藏品,6,6,7,6,6.5,7.5,0,7.5,7,9,7.650,6.715,,B,变,Core 6.715 落在 5.5–7.19,high,1846年从马来半岛引入塞勒姆并与本地母鸡繁育的红马来公鸡，具体呈现远洋贸易、动物引种和地方社会联系。,组内第五：马来半岛引入并在塞勒姆繁育的公鸡很好地体现贸易交流，但同类自然史代表性不如前四件。,
348,Zoological illustration of a newly discovered species of toad,,,Natural History,object,塞勒姆历史自然史藏品,6,6.5,6.5,6,5.5,7.5,0,8,8.5,8.5,8.250,6.600,,B,变,Core 6.600 落在 5.5–7.19,high,1858年前后绘制的福勒蟾蜍科学插图记录了新物种描述和自然史知识生产，教育叙事强，但对普通游客的即时吸引力较弱。,组内第三：这件记录新发现蟾蜍的科学插图在类型上独树一帜，补足塞勒姆自然科学研究叙事。,
349,"Insect teaching chart for the Peabody Academy of Science's Summer School of Biology, Salem",,,Natural History,object,十九世纪自然史教学图表,1,6,6,4,4,7,0,7,9,6,7.400,5.690,,B,变,Core 5.690 落在 5.5–7.19,high,约1876年的塞勒姆科学教育实物，连接皮博迪学院早期自然史传统，但视觉冲击和普通游客吸引力有限。,组内唯一对象，作为约1876年塞勒姆科学教育与皮博迪科学院传统的教学图表，代表性最高且几乎无重复项。,
350,Pintail decoy,,,Natural History,object,美国鸟类诱鸭雕刻,2,6,4,6,6,5,0,7,5,5,6.000,5.350,,C,变,Core 5.350 < 5.5,high,约1920年的美国民俗鸟类雕刻，兼具新英格兰地方性和亲和力，但并非PEM身份核心。,组内相对代表性较弱；约翰逊·W·林肯的鸭类诱饵雕刻具有历史价值，但与另一件名家鸟类雕刻存在题材与功能重复。,
351,Decorative carving of a semipalmated sandpiper,,,Natural History,object,美国鸟类诱鸭雕刻,2,7,5,7,7,6,0,8,9,6,7.900,6.440,,B,变,Core 6.440 落在 5.5–7.19,high,A. Elmer Crowell是新英格兰鸟类雕刻的重要作者，作品造型鲜明且适合解释地区民俗艺术。,组内代表性最高；A. Elmer Crowell 是美国鸟类雕刻的重要名家，且装饰性鸟雕在本组中更具典范性与辨识度。,
352,Marginal wood fern (Dryopteris marginalis),,,Natural History,object,植物学模式标本,1,8,6,2,2,8,0,9.5,10,7,9.150,5.815,,B,变,Core 5.815 落在 5.5–7.19,high,作为Dryopteris marginalis的权威模式标本，它具有不可替代的植物学研究和科学史价值，但现场观赏性很弱。,组内唯一对象，作为该蕨类的权威模式标本，品质与科学代表性最高且不可重复；同时补足PEM地方自然史与科学收藏叙事。,
353,"American bison, bull",,,Natural History,object,美国大型哺乳动物标本,1,6,4,7,7,6,0,7,8,4,6.700,5.870,,B,变,Core 5.870 落在 5.5–7.19,medium,1886年由史密森学会采集的雄性美洲野牛标本尺度感强、易于吸引游客，但不是PEM的身份核心。,组内唯一的美国大型哺乳动物标本，且为1886年采集的早期标本，代表性与非重复性较高；但对PEM海事及亚洲外销艺术主线的补位有限。,
354,Headdress,,,Oceanic Art,object,大洋洲身体装饰品,3,7,8,7,7,7,0,7,5,7,6.400,7.190,,B,变,Core 7.190 落在 5.5–7.19,high,马克萨斯群岛传统羽饰头饰体现PEM核心大洋洲收藏的地域与工艺特色，具有较强视觉和文化解释力。,组内同为马克萨斯身体装饰但形式与材质较常规，代表性和非重复性低于另两件。,
355,Pipe,,,Oceanic Art,object,毛利雕刻与贝壳镶嵌器物,1,7,7,6,6,7,0,7.5,8.5,8.5,8.000,6.800,,B,变,Core 6.800 落在 5.5–7.19,high,具明确毛利部族背景、作者信息和鲍鱼壳装饰，能支持对毛利器物传统的理解，但体量和视觉冲击有限。,组内唯一对象，具明确毛利文化归属、19世纪艺术家信息及木雕与鲍鱼壳镶嵌特色，在本组代表性最高且为PEM大洋洲叙事的重要补位。,
356,"Kava - We, the two of us",,,Oceanic Art,object,夏威夷原住民当代艺术,1,6,6,8,7,6,0,7,9,8,7.800,6.630,,B,变,Core 6.630 落在 5.5–7.19,high,夏威夷原住民艺术家的玻璃作品色彩与材质效果突出，但其当代性使历史遗产和PEM不可替代性相对有限。,组内唯一的夏威夷原住民当代艺术对象，以原住民艺术家身份及玻璃、染料与沙的综合媒材形成不可替代的代表性，并补充PEM大洋洲艺术叙事中的当代夏威夷环节。,
357,Tapa,,,Oceanic Art,object,大洋洲树皮布与纤维织物,1,7,8,6,6,8,0,7.5,8.5,8.5,8.000,7.200,,A,变,Core 7.200 落在 7.2–8.49,high,奥斯特拉尔群岛的早期塔帕布在PEM早期大洋洲收藏中具有历史连续性，并能解释树皮布制作与社会文化。,组内唯一对象，作为奥斯特拉尔群岛塔帕布代表，兼具早期入藏与大洋洲纤维艺术的独特补位价值。,
358,Peue ei (women's head ornament),,,Oceanic Art,object,大洋洲身体装饰品,3,8,8,8,8,8,0,8,7,8,7.700,7.970,,A,变,Core 7.970 落在 7.2–8.49,high,马克萨斯群岛女性头饰结合椰纤维、鼠海豚牙齿和珠饰，年代与材料特征鲜明，兼具稀有性、视觉性和文化叙事力。,组内属工艺与材质最丰富的马克萨斯头饰，独特性高于普通羽饰头冠，但仍与其同类。,
359,Bure kalou (spirit house),,,Oceanic Art,object,大洋洲仪式性灵屋与建筑模型,1,8,9,8,8,9,0,9,10,9,9.300,8.530,,A,变,Core 8.530 达标但 S-ness 仅 0/3 通过，降 A,high,早期斐济bure kalou以灵屋形式直接呈现宗教空间与仪式观念，且1835年即入藏，是PEM大洋洲身份的强力代表。,组内唯一对象，作为早期斐济仪式性灵屋兼具建筑模型与宗教功能，代表性和非重复性最高。,斐济早期灵屋具有研究价值，但目前没有明确展厅，且对两小时访客不是最高优先级；错过虽不等于没有损失，却不会构成明显遗憾。PEM 的大洋洲身份有更强锚点，失去它不会明显损害整体身份。
360,Kupe'e hoaka (boar tusk bracelet),,,Oceanic Art,object,大洋洲身体装饰品,3,8,8,7,7,8,0,8,9,9,8.500,7.750,,A,变,Core 7.750 落在 7.2–8.49,high,18世纪晚期夏威夷原住民獠牙臂环年代早、材料独特，能够解释身份装饰与太平洋文化交流，具有较高收藏代表性。,组内唯一夏威夷原住民晚18世纪獠牙手镯，并有1800年入藏史，文化与器形补位性最强。,
361,Fan,,,Oceanic Art,object,马克萨斯群岛传统器物,1,7,8,6,6,7,0,7.5,9,8.5,8.150,7.065,,B,变,Core 7.065 落在 5.5–7.19,medium,1802年入藏的马克萨斯群岛传统扇具备大洋洲文化代表性，契合PEM核心收藏方向，但单件器物的视觉与稀缺性有限。,组内唯一的马克萨斯群岛传统器物，具有较高的地域代表性与非重复性，并补足PEM大洋洲叙事。,
362,Scrapbook containing ancestor portraits of Chinese men and women,,,Phillips Library Collection,object,中国祖先肖像与家族文献,1,6,5,5,5,7,0,6.5,8.5,7.5,7.300,5.730,,B,变,Core 5.730 落在 5.5–7.19,medium,晚清至民初的中国祖先肖像册可解释宗族祭祀、家族记忆与肖像传统，但纸本册页的现场冲击力和本馆不可替代性有限。,组内唯一对象，成组保存的中国男女祖先肖像兼具家族文献与民间绘画价值，在本组中代表性最高且无同类重复；同时补充PEM东亚收藏中关于中国家族记忆与社会生活的叙事环节。,
363,Designs for fur coats,,,Phillips Library Collection,object,服饰设计图,1,4,3,4,3,4,0,4,8,3,5.000,3.700,,C,变,Core 3.700 < 5.5,low,1927年服装设计图具有档案研究价值，但现有信息未显示其艺术家或项目具有突出地位，视觉与叙事吸引力较弱。,组内唯一的服饰设计图，具有单件代表性，但在PEM以海事、亚洲外销艺术和跨文化收藏为核心的叙事中补位有限。,
364,The New Testament of our Lord and Saviour Jesus Christ,,,Phillips Library Collection,object,美国宗教与战争文献,1,5,4,4,6,6,0,7,9,7,7.600,5.160,,C,变,Core 5.160 < 5.5,medium,1862年《新约》本身较为常见，内嵌子弹提供了鲜明的战争与个人信仰叙事，但不足以形成馆藏身份核心。,组内唯一对象，作为内嵌子弹的南北战争时期新约，兼具宗教文献与战争实物的双重代表性，非重复性最高。,
365,"Map of Nagasaki, Hizen Province, Japan (Hizen Nagasaki zu)",,,Phillips Library Collection,object,日本历史地图,1,8,7,6,6,8,0,8,9,8,8.300,7.180,,B,变,Core 7.180 落在 5.5–7.19,medium,1696年的长崎地图兼具早期日本制图、港口城市与东亚海贸信息，能直接连接PEM的东亚及海事收藏传统。,组内唯一对象，作为1696年的日本长崎历史地图，在本馆日本历史地图类别中具有唯一性，并补充塞勒姆远洋贸易与东亚交流叙事。,
366,Cleopatra's Barge (Yacht) journal,,,Phillips Library Collection,object,塞勒姆海事航海文献,1,8,9,6,7,9,0,9,9,10,9.200,8.070,,A,变,Core 8.070 落在 7.2–8.49,high,1817年克朗希尔德家族关于Cleopatra's Barge的航海日志紧扣塞勒姆远洋贸易与海事史，是PEM地方身份和海事叙事的高价值一手文献。,组内唯一对象，且以1817年“克娄巴特拉号”游艇航海日志直接补足塞勒姆远洋贸易与海事文化叙事，代表性最高。,
367,Study for the front elevation of Derby Mansion,,,Phillips Library Collection,object,塞勒姆建筑设计图,1,8,8,5,6,8,0,8.5,9,8.5,8.650,7.315,,A,变,Core 7.315 落在 7.2–8.49,high,麦金太尔为Derby Mansion绘制的1795—98年设计稿连接塞勒姆建筑、地方精英与美国联邦时期设计史，文献和教育价值突出。,组内唯一对象，且为塞缪尔·麦金太尔1795—98年德比府正立面设计稿，在塞勒姆建筑与远洋贸易家族叙事中具有不可替代的代表性。,
368,"Account of Lafayette Dinner, August 30, 1824",,,Phillips Library Collection,object,塞勒姆地方社会史文献,1,7,7,4,5,8,0,8,9,9,8.500,6.550,,B,变,Core 6.550 落在 5.5–7.19,medium,1824年拉斐特宴会记录提供塞勒姆公共生活、跨大西洋政治记忆及Remond家族经历的地方史材料，但纸本文献的视觉吸引力有限。,组内唯一对象，作为1824年塞勒姆地方社会史的一手文献，并记录非裔塞勒姆人物约翰·雷蒙德的经历，代表性与叙事补位价值均高。,
369,Commonplace book,,,Phillips Library Collection,object,早期美国私人笔记本,1,5,4,4,4,6,0,6,8,6,6.600,4.760,,C,变,Core 4.760 < 5.5,medium,1748—76年的私人杂记本可反映殖民时期读写和知识整理习惯，但作者与具体内容不明，难以证明其超出常规档案的独特性。,组内唯一的早期美国私人笔记本，虽非全馆身份核心标志，但能补充18世纪美国日常书写与个人知识记录叙事。,
370,Massachusetts Colony five-shilling note,,,Phillips Library Collection,object,早期马萨诸塞货币,1,7,7,4,5,8,0,8,9,8,8.300,6.530,,B,变,Core 6.530 落在 5.5–7.19,high,1690年马萨诸塞殖民地五先令纸币直接呈现早期殖民政府、货币制度与新英格兰经济史，教育价值高但物理展示冲击力不强。,组内唯一对象，作为1690年早期马萨诸塞殖民地纸币，在殖民金融与贸易叙事中具有较高代表性，故D取高分。,
371,Illustrated note,,,Phillips Library Collection,object,南亚现代艺术文献,1,6,5,4,4,6,0,7,9,6,7.400,5.290,,C,变,Core 5.290 < 5.5,medium,Raza是重要的印度现代主义艺术家，但这件1984年的简短图文便笺并非其代表性作品，对PEM身份和普通游客吸引力较有限。,组内唯一对象，作为印度现代主义重要艺术家Raza的1984年纸本水墨文献，具有本馆南亚现代艺术叙事中的独特补位性。,
372,America: A Hymnal,,,Phillips Library Collection,object,当代艺术家书,1,7,6,8,7,8,0,7,8,5,6.900,7.040,,B,变,Core 7.040 落在 5.5–7.19,high,100页激光切割书页将美国赞美诗传统转化为具有强烈物质形式的当代艺术家书，兼具视觉冲击、身份政治叙事与教育价值。,组内唯一对象，作为当代艺术家书具有较强的形式与议题代表性，但对PEM海事及亚洲外销艺术核心叙事的补位作用有限。,
373,Shina Pekinjo Kenchiku (plate 18),,,Phillips Library Collection,object,日本建筑史图版与建筑文献,1,7,6,5,4,7,0,7.5,8.5,6.5,7.600,6.060,,B,变,Core 6.060 落在 5.5–7.19,medium,伊东忠太的1925年北京建筑图版具有东亚建筑史和近代知识史价值，但作为纸本文献视觉冲击有限，且对普通游客的直接吸引力较弱。,组内唯一对象，作为伊东忠太1925年关于北京城建筑的日本建筑史图版，具有较高的文献典范性与不可替代的东亚建筑叙事补位价值。,
374,"Petition of Mary Esty, September 15, 1692",,,Phillips Library Collection,object,塞勒姆巫术审判历史文书,1,8,8,3,6,9,0,9,9,9,9.000,7.200,,A,变,Core 7.200 落在 7.2–8.49,medium,1692年玛丽·伊斯蒂的请愿书是塞勒姆巫术审判的一手文献，原件的地方身份和历史叙事价值很强，但纸本文物本身缺乏视觉冲击。,组内唯一对象，作为1692年塞勒姆巫术审判当事人的一手请愿文书，兼具高历史典范性、唯一性与对本馆塞勒姆地方史叙事的关键补位价值。,
375,"Portrait of William Lloyd Garrison, George Thompson, and Wendell Phillips",,,Photography,object,美国废奴运动肖像摄影,1,8,7,7,7,8,0,9,9,7,8.600,7.510,,A,变,Core 7.510 落在 7.2–8.49,high,约1850年的整板达盖尔银版照片同时呈现三位重要废奴主义者，并体现早期摄影技术与美国社会改革史价值。,组内唯一对象，由美国早期摄影名家合作拍摄三位重要废奴主义者，兼具早期摄影典范性与废奴运动代表性；在本组中无可替代。,
376,"Pont Neuf, Paris",,,Photography,object,早期城市与建筑摄影,1,8,4,7,6,7,0,8,9,6,7.900,6.390,,B,变,Core 6.390 落在 5.5–7.19,high,约1839年的巴黎新桥达盖尔银版照片属于摄影早期的重要城市景观记录，历史和视觉价值较强，但与PEM核心身份关联有限。,组内唯一对象，作为约1839年的早期城市建筑达盖尔银版照片，兼具早期摄影与城市景观记录的代表性，D取高分；但其对PEM海事及亚洲外销艺术核心叙事的补位作用中等。,
377,"Cinquefoil, from the Ephemera portfolio",,,Photography,object,美国当代艺术摄影,1,7,6,7,6,6,0,7.2,9,4.5,7.200,6.470,,B,变,Core 6.470 落在 5.5–7.19,high,奥利维娅·帕克的作品代表美国当代摄影中对短暂性和物质性的艺术探索，形式感较强但文化叙事和本馆不可替代性中等。,组内唯一对象，作为美国当代艺术摄影代表具有较高独特性；作品质量较强，但对PEM海事、亚洲外销艺术及荫余堂核心叙事的补位有限。,
378,Scrimshaw Carver,,,Photography,object,美国海事劳动摄影,1,6,7,5,6,7,0,7.5,8.5,8.5,8.000,6.450,,B,变,Core 6.450 落在 5.5–7.19,medium,约1890年的捕鲸骨雕工匠蓝晒照片直接关联新英格兰海事劳动与scrimshaw传统，对PEM海事身份具有补充价值，但作者和作品影响力有限。,组内唯一对象，作为约1890年美国蓝晒摄影中的海事手工业劳动影像，代表性与非重复性均居首，并补足PEM海事贸易与劳动叙事。,
379,"Canyonlands, Utah",,,Photography,object,美国西部景观摄影,1,6,4,7,6,5,0,7,9,4,7.000,5.600,,B,变,Core 5.600 落在 5.5–7.19,high,迈克尔·A·史密斯的峡谷景观具有成熟的黑白摄影形式和现场尺度感，但题材在美国摄影收藏中较易替代，与PEM身份关联较弱。,组内唯一的美国西部景观摄影作品，摄影质量与题材典范性较强，但对PEM海事及亚洲外销艺术主线的补位价值有限。,
380,Japanese Woman at Her Toilette,,,Photography,object,日本风俗与旅行摄影,1,7,7,7,7,6,0,7.5,8,6.5,7.450,6.895,,B,变,Core 6.895 落在 5.5–7.19,high,日下部金兵卫的手工着色日本人物照片兼具日本近代视觉文化、旅行摄影和爱德华·莫尔斯收藏背景，对PEM东亚收藏身份较有代表性。,组内唯一对象，以日下部金兵卫约1880年的手工着色旅行摄影代表日本风俗影像，具有较高的本馆类别代表性与叙事补位价值。,
381,"Wounded Soldiers Being Tended in the Field after the Battle of Chancellorsville near Fredericksburg, VA",,,Photography,object,美国内战纪实摄影,1,8,6,6,7,8,0,8,9,6,7.900,7.040,,B,变,Core 7.040 落在 5.5–7.19,high,1863年战地伤兵照片是美国内战和纪实摄影史的重要视觉证据，教育叙事强，但并非PEM最独特的收藏门类。,组内唯一对象，作为马修·布雷迪工作室记录钱瑟勒斯维尔战役伤员的美国内战纪实摄影，代表性与非重复性最高；但对PEM海事及亚洲外销艺术核心叙事的补位价值相对有限。,
382,"View of the Beach, The Mangrove Coast, Florida",,,Photography,object,美国现代纪实摄影,1,7,5,7,6,6,0,9,9,7,8.600,6.360,,B,变,Core 6.360 落在 5.5–7.19,high,沃克·埃文斯的作品具有美国现代摄影史地位和简洁有力的景观构图，但这件佛罗里达海岸照片的本馆独特性和叙事密度有限。,组内唯一对象，且沃克·埃文斯是美国现代纪实摄影的典范人物，本作因此具最高代表性与不可替代性；同时补足PEM美国现代摄影叙事中的关键一环。,
383,"Treasury Street, Canton",,,Photography,object,19世纪中国纪实摄影,4,8,8,7,7,8,0,8.5,9,8.5,8.650,7.765,,A,变,Core 7.765 落在 7.2–8.49,high,费利斯·贝阿托1860年拍摄的广州街道记录了近代中国城市、对外贸易与摄影媒介史，与PEM的亚洲外销艺术和海事贸易身份高度契合。,组内首位：1860年广州Treasury Street为比阿托在中国城市纪实摄影中的代表性原作，兼具早期性与PEM亚洲摄影叙事的核心价值。,
384,"The Island Pagoda, from the album Foochow and the River Min",,,Photography,object,19世纪中国纪实摄影,4,8,7,7,7,8,0,8,5,7.5,7.000,7.350,,A,变,Core 7.350 落在 7.2–8.49,high,约翰·汤姆逊1873年的福州闽江流域摄影兼具早期中国影像史、地方景观和跨文化记录价值，对PEM东亚收藏具有较强代表性。,组内第三：汤姆逊1873年福州闽江岛塔影像补充了中国景观与建筑记录，但相较广州街景和城市纪实代表作，叙事独特性较弱。,
385,Whalers Rousseau and Desdemona,,,Photography,object,美国19世纪海事摄影,1,7,7,7,8,8,0,8,9,9,8.500,7.450,,A,变,Core 7.450 落在 7.2–8.49,high,1889年美国铂金印相兼具精湛摄影工艺与塞勒姆远洋捕鲸史叙事，现场题材对普通游客也较有吸引力。,组内唯一对象，以19世纪铂金摄影呈现捕鲸主题，兼具海事艺术代表性与补足塞勒姆远洋贸易叙事的独特价值。,
386,Portrait of a Woman (Possibly Empress Myeongseong),,,Photography,object,19世纪亚洲纪实摄影,3,6,5,5,6,7,0,7.5,9,8,8.050,5.955,,B,变,Core 5.955 落在 5.5–7.19,medium,19世纪末韩国肖像摄影具有早期现代视觉史价值，并可能涉及明成皇后这一重要历史人物，但身份并未确定。,组内独特性最高：疑似明成皇后肖像的历史指向极为罕见，但因身份未完全确定，综合代表性略低于387。,
387,"Khamba Jong, Tibet, from the album Tibet and Lhasa",,,Photography,object,19世纪亚洲纪实摄影,3,6,5,7,6,7,0,8.5,8,8.5,8.350,6.285,,B,变,Core 6.285 落在 5.5–7.19,high,1907—08年英国摄影师记录的西藏景观属于早期亚洲纪实影像，地点与殖民时代观看关系具有教育价值。,组内综合最高：有明确作者与西藏—拉萨纪实语境，既具摄影史地位，也最能补足PEM的亚洲跨区域叙事。,
388,A Royal Family,,,Photography,object,19世纪亚洲纪实摄影,3,7,5,6,6,7,0,8,6.5,7.5,7.450,6.245,,B,变,Core 6.245 落在 5.5–7.19,high,拉拉·丁·达亚尔是印度早期重要摄影家，宫廷家庭肖像能说明19世纪印度王权、身份与摄影文化。,组内居末：拉拉·丁·达亚尔及印度宫廷摄影具有品质与区域代表性，但“王室家庭”题材相对常规，重复度最高。,
389,Protector Goddess,,Louise Du Pont Crowninshield Gallery,South Asian Art,object,南亚宗教木雕,1,7,6,8,7,8,0,7,8,7,7.300,7.080,,B,变,Core 7.080 落在 5.5–7.19,high,19世纪喀拉拉保护女神木雕以强烈的造型和宗教功能呈现南印度信仰与区域雕塑传统。,组内仅此一件南亚宗教木雕，作为馆内该类对象的唯一代表，独特性较高；其喀拉拉邦地域与宗教功能补充了PEM的南亚艺术叙事。,
390,Woman '95,,,South Asian Art,object,印度当代雕塑,1,7,6,9,8,6,0,8,9,7,8.100,7.160,,B,变,Core 7.160 落在 5.5–7.19,high,G. Ravinder Reddy的巨型鎏金女性形象视觉冲击突出，能代表印度当代艺术对传统偶像形式的转化。,组内唯一对象，作为G. Ravinder Reddy具有代表性的印度当代女性雕塑，兼具鲜明风格与南亚当代艺术叙事补位价值。,
391,August '81,,,South Asian Art,object,印度现代与当代绘画,6,7,6,7,6,6,0,7.5,5,6,6.450,6.395,,B,变,Core 6.395 落在 5.5–7.19,high,Biren De是印度现代艺术的重要画家之一，1981年抽象绘画具艺术史意义但叙事和大众辨识度相对有限。,组内代表性较后，虽体现印度现代抽象绘画脉络，但与其他名家作品相比品质地位和不可替代性较弱。,
392,Old Arguments on Indigenism,,,South Asian Art,object,印度现代与当代绘画,6,8,7,7,6,8,0,8.5,7.5,8.5,8.200,7.320,,A,变,Core 7.320 落在 7.2–8.49,high,Nalini Malani是印度当代艺术的重要人物，作品直接关联本土性、现代性与身份政治，解释力强。,组内位居前列，纳莉妮·马拉尼代表印度当代艺术的社会批判与女性主义方向，补足现代主义之外的重要叙事。,
393,2nd October,,,South Asian Art,object,印度现代与当代绘画,6,7,6,7,7,8,0,8,6.5,8,7.550,6.955,,B,变,Core 6.955 落在 5.5–7.19,high,Atul Dodiya以印度历史和甘地等公共记忆为创作资源，作品兼具当代绘画价值与清晰的历史叙事入口。,组内居中偏上，以甘地主题连接印度政治记忆与当代绘画，但在艺术史地位和独特性上略逊于前三位。,
394,Untitled,,,South Asian Art,object,印度现代与当代绘画,6,8,7,8,7,7,0,9,8,8,8.500,7.500,,A,变,Core 7.500 落在 7.2–8.49,high,Tyeb Mehta是印度现代主义的代表性画家，作品在艺术史地位和形式张力上明显高于常规馆藏。,组内顶尖代表之一，泰耶布·梅塔是印度现代绘画的重要人物，其作品为现代主义主线提供高质量且不可重复的节点。,
395,Man,,,South Asian Art,object,印度现代与当代绘画,6,8,7,7,7,7,0,9,8.5,8,8.650,7.365,,A,变,Core 7.365 落在 7.2–8.49,high,M. F. Husain是印度现代艺术最具国家级影响力的画家之一，人物题材兼具文化辨识度与艺术史价值。,组内顶尖代表之一，M.F.·侯赛因是印度现代绘画的标志性大师，以早期作品强化印度现代艺术的发展叙事。,
396,Bindu La Terre,,,South Asian Art,object,印度现代与当代绘画,6,8,7,8,8,7,0,9.5,9,8.5,9.150,7.715,,A,变,Core 7.715 落在 7.2–8.49,high,S. H. Raza的Bindu系列是印度现代主义中高度标志性的形式，圆点、色彩与精神性使其兼具视觉和文化吸引力。,组内综合代表性最高，S.H.·拉扎及其“Bindu”母题高度概括印度现代抽象艺术，具有最强的典范性与不可替代性。,
397,Two Men with Hand Cart,,,South Asian Art,object,印度现代绘画,2,7,6.5,6.5,6.5,7,0,7.5,5.0,6.5,6.550,6.680,,B,变,Core 6.680 落在 5.5–7.19,high,吉夫·帕特尔是印度现代艺术的重要艺术家，此作具有社会观察性，但单件作品并非PEM身份核心或不可替代的代表作。,组内居次：Gieve Patel 的作品具备较强的印度现代绘画品质，但相较另一件作品在媒材技法和独特性上更为常规，叙事补位价值亦略低。,
398,Girl Eating Rasagolla,,,South Asian Art,object,印度现代绘画,2,8,6.5,7.5,7.5,7.5,0,8.2,8.0,7.5,8.000,7.400,,A,变,Core 7.400 落在 7.2–8.49,high,K.G. Subramanyan是印度现代艺术的重要人物，亚克力板背面绘画具有鲜明视觉与技法吸引力，但南亚现代艺术并非PEM最核心的身份支柱。,组内代表性居首：K.G. Subramanyan 的背面绘画技法与作品主题在两件印度现代绘画中最具辨识度，并为馆方南亚现代艺术叙事提供较鲜明的一环。,
